State,County,Poverty_Percent,Median_Income,Year,Unemployment,Happiness Score,Tax,Lottery Sales $,Win Tax %
AZ,Apache County,34.5,30651.0,2010,16.308333333333334,66.2,8.4,18031710.0,5.0
AZ,Cochise County,17.7,43677.0,2010,9.283333333333333,66.2,8.4,18031710.0,5.0
AZ,Coconino County,23.8,43051.0,2010,9.808333333333334,66.2,8.4,18031710.0,5.0
AZ,Gila County,19.8,37430.0,2010,12.441666666666665,66.2,8.4,18031710.0,5.0
AZ,Graham County,21.6,39299.0,2010,12.825,66.2,8.4,18031710.0,5.0
AZ,Greenlee County,12.7,49592.0,2010,16.3,66.2,8.4,18031710.0,5.0
AZ,La Paz County,23.7,33818.0,2010,10.158333333333333,66.2,8.4,18031710.0,5.0
AZ,Maricopa County,16.6,50424.0,2010,9.458333333333334,66.2,8.4,18031710.0,5.0
AZ,Mohave County,18.7,36446.0,2010,12.875,66.2,8.4,18031710.0,5.0
AZ,Navajo County,27.8,37723.0,2010,14.591666666666667,66.2,8.4,18031710.0,5.0
AZ,Pima County,17.8,44293.0,2010,9.291666666666666,66.2,8.4,18031710.0,5.0
AZ,Pinal County,14.4,49833.0,2010,10.65,66.2,8.4,18031710.0,5.0
AZ,Santa Cruz County,28.0,33952.0,2010,15.15,66.2,8.4,18031710.0,5.0
AZ,Yavapai County,18.3,40562.0,2010,10.6,66.2,8.4,18031710.0,5.0
AZ,Yuma County,21.1,40609.0,2010,24.891666666666666,66.2,8.4,18031710.0,5.0
AZ,Apache County,36.5,30837.0,2011,18.33333333333333,66.6,8.9,48652319.0,5.0
AZ,Cochise County,19.6,41237.0,2011,9.466666666666667,66.6,8.9,48652319.0,5.0
AZ,Coconino County,21.6,45051.0,2011,9.475,66.6,8.9,48652319.0,5.0
AZ,Gila County,25.7,35898.0,2011,11.491666666666667,66.6,8.9,48652319.0,5.0
AZ,Graham County,26.0,40548.0,2011,9.9,66.6,8.9,48652319.0,5.0
AZ,Greenlee County,13.9,51145.0,2011,10.983333333333333,66.6,8.9,48652319.0,5.0
AZ,La Paz County,24.2,30679.0,2011,9.8,66.6,8.9,48652319.0,5.0
AZ,Maricopa County,17.4,50785.0,2011,8.5,66.6,8.9,48652319.0,5.0
AZ,Mohave County,21.7,35998.0,2011,12.2,66.6,8.9,48652319.0,5.0
AZ,Navajo County,32.4,32425.0,2011,14.733333333333333,66.6,8.9,48652319.0,5.0
AZ,Pima County,20.4,44102.0,2011,8.441666666666666,66.6,8.9,48652319.0,5.0
AZ,Pinal County,17.4,45170.0,2011,9.675,66.6,8.9,48652319.0,5.0
AZ,Santa Cruz County,26.2,35500.0,2011,15.358333333333333,66.6,8.9,48652319.0,5.0
AZ,Yavapai County,18.4,41437.0,2011,9.791666666666666,66.6,8.9,48652319.0,5.0
AZ,Yuma County,22.3,37894.0,2011,24.016666666666666,66.6,8.9,48652319.0,5.0
AZ,Apache County,33.2,32886.0,2012,18.95833333333333,67.1,9.12,48357880.0,5.0
AZ,Apache County,33.2,32886.0,2012,18.95833333333333,67.1,8.16,48357880.0,5.0
AZ,Cochise County,18.8,43017.0,2012,9.025,67.1,9.12,48357880.0,5.0
AZ,Cochise County,18.8,43017.0,2012,9.025,67.1,8.16,48357880.0,5.0
AZ,Coconino County,24.6,45509.0,2012,8.591666666666667,67.1,9.12,48357880.0,5.0
AZ,Coconino County,24.6,45509.0,2012,8.591666666666667,67.1,8.16,48357880.0,5.0
AZ,Gila County,21.3,38267.0,2012,10.208333333333334,67.1,9.12,48357880.0,5.0
AZ,Gila County,21.3,38267.0,2012,10.208333333333334,67.1,8.16,48357880.0,5.0
AZ,Graham County,25.4,41080.0,2012,8.5,67.1,9.12,48357880.0,5.0
AZ,Graham County,25.4,41080.0,2012,8.5,67.1,8.16,48357880.0,5.0
AZ,Greenlee County,12.0,53312.0,2012,8.225,67.1,9.12,48357880.0,5.0
AZ,Greenlee County,12.0,53312.0,2012,8.225,67.1,8.16,48357880.0,5.0
AZ,La Paz County,24.5,35236.0,2012,8.541666666666666,67.1,9.12,48357880.0,5.0
AZ,La Paz County,24.5,35236.0,2012,8.541666666666666,67.1,8.16,48357880.0,5.0
AZ,Maricopa County,17.4,51442.0,2012,7.291666666666668,67.1,9.12,48357880.0,5.0
AZ,Maricopa County,17.4,51442.0,2012,7.291666666666668,67.1,8.16,48357880.0,5.0
AZ,Mohave County,21.1,34966.0,2012,11.033333333333333,67.1,9.12,48357880.0,5.0
AZ,Mohave County,21.1,34966.0,2012,11.033333333333333,67.1,8.16,48357880.0,5.0
AZ,Navajo County,30.3,34662.0,2012,14.133333333333333,67.1,9.12,48357880.0,5.0
AZ,Navajo County,30.3,34662.0,2012,14.133333333333333,67.1,8.16,48357880.0,5.0
AZ,Pima County,19.9,44745.0,2012,7.3916666666666675,67.1,9.12,48357880.0,5.0
AZ,Pima County,19.9,44745.0,2012,7.3916666666666675,67.1,8.16,48357880.0,5.0
AZ,Pinal County,17.7,50362.0,2012,8.533333333333333,67.1,9.12,48357880.0,5.0
AZ,Pinal County,17.7,50362.0,2012,8.533333333333333,67.1,8.16,48357880.0,5.0
AZ,Santa Cruz County,24.8,36660.0,2012,15.458333333333336,67.1,9.12,48357880.0,5.0
AZ,Santa Cruz County,24.8,36660.0,2012,15.458333333333336,67.1,8.16,48357880.0,5.0
AZ,Yavapai County,15.7,43397.0,2012,8.591666666666667,67.1,9.12,48357880.0,5.0
AZ,Yavapai County,15.7,43397.0,2012,8.591666666666667,67.1,8.16,48357880.0,5.0
AZ,Yuma County,21.9,39072.0,2012,23.766666666666666,67.1,9.12,48357880.0,5.0
AZ,Yuma County,21.9,39072.0,2012,23.766666666666666,67.1,8.16,48357880.0,5.0
AZ,Apache County,38.7,30252.0,2013,18.516666666666666,64.65,8.17,46269358.0,5.0
AZ,Cochise County,18.8,45294.0,2013,9.258333333333333,64.65,8.17,46269358.0,5.0
AZ,Coconino County,23.2,48732.0,2013,8.2,64.65,8.17,46269358.0,5.0
AZ,Gila County,22.6,39868.0,2013,9.691666666666666,64.65,8.17,46269358.0,5.0
AZ,Graham County,21.6,43497.0,2013,7.8,64.65,8.17,46269358.0,5.0
AZ,Greenlee County,11.6,54673.0,2013,5.9833333333333325,64.65,8.17,46269358.0,5.0
AZ,La Paz County,23.2,33994.0,2013,8.233333333333333,64.65,8.17,46269358.0,5.0
AZ,Maricopa County,17.6,52066.0,2013,6.625,64.65,8.17,46269358.0,5.0
AZ,Mohave County,21.3,38560.0,2013,10.433333333333334,64.65,8.17,46269358.0,5.0
AZ,Navajo County,31.8,37182.0,2013,13.55,64.65,8.17,46269358.0,5.0
AZ,Pima County,19.3,43926.0,2013,6.808333333333334,64.65,8.17,46269358.0,5.0
AZ,Pinal County,16.7,49887.0,2013,8.125,64.65,8.17,46269358.0,5.0
AZ,Santa Cruz County,22.7,35753.0,2013,15.45,64.65,8.17,46269358.0,5.0
AZ,Yavapai County,16.4,40486.0,2013,7.791666666666668,64.65,8.17,46269358.0,5.0
AZ,Yuma County,19.2,40498.0,2013,25.575,64.65,8.17,46269358.0,5.0
AZ,Apache County,33.1,32366.0,2014,15.683333333333335,62.2,8.18,59156404.0,5.0
AZ,Cochise County,18.7,45025.0,2014,8.433333333333334,62.2,8.18,59156404.0,5.0
AZ,Coconino County,21.3,48653.0,2014,7.133333333333333,62.2,8.18,59156404.0,5.0
AZ,Gila County,24.4,37677.0,2014,8.325,62.2,8.18,59156404.0,5.0
AZ,Graham County,20.0,46046.0,2014,7.441666666666666,62.2,8.18,59156404.0,5.0
AZ,Greenlee County,10.3,59416.0,2014,6.666666666666668,62.2,8.18,59156404.0,5.0
AZ,La Paz County,22.8,32533.0,2014,7.616666666666667,62.2,8.18,59156404.0,5.0
AZ,Maricopa County,17.1,53929.0,2014,5.808333333333334,62.2,8.18,59156404.0,5.0
AZ,Mohave County,20.8,37704.0,2014,8.733333333333333,62.2,8.18,59156404.0,5.0
AZ,Navajo County,28.5,35457.0,2014,11.083333333333336,62.2,8.18,59156404.0,5.0
AZ,Pima County,18.7,45871.0,2014,6.05,62.2,8.18,59156404.0,5.0
AZ,Pinal County,17.6,49876.0,2014,7.016666666666668,62.2,8.18,59156404.0,5.0
AZ,Santa Cruz County,23.6,37465.0,2014,12.95,62.2,8.18,59156404.0,5.0
AZ,Yavapai County,15.6,44145.0,2014,6.366666666666667,62.2,8.18,59156404.0,5.0
AZ,Yuma County,22.6,39700.0,2014,22.891666666666666,62.2,8.18,59156404.0,5.0
AZ,Apache County,33.2,34040.0,2016,11.633333333333333,63.4,8.25,48282977.0,5.0
AZ,Cochise County,21.1,45151.0,2016,6.333333333333332,63.4,8.25,48282977.0,5.0
AZ,Coconino County,17.8,53643.0,2016,6.125,63.4,8.25,48282977.0,5.0
AZ,Gila County,20.3,40747.0,2016,7.341666666666668,63.4,8.25,48282977.0,5.0
AZ,Graham County,22.9,46714.0,2016,6.8583333333333325,63.4,8.25,48282977.0,5.0
AZ,Greenlee County,12.0,61110.0,2016,7.675,63.4,8.25,48282977.0,5.0
AZ,La Paz County,24.8,34285.0,2016,6.125,63.4,8.25,48282977.0,5.0
AZ,Maricopa County,15.0,58742.0,2016,4.658333333333333,63.4,8.25,48282977.0,5.0
AZ,Mohave County,18.3,42003.0,2016,6.708333333333332,63.4,8.25,48282977.0,5.0
AZ,Navajo County,28.2,37440.0,2016,8.408333333333333,63.4,8.25,48282977.0,5.0
AZ,Pima County,18.2,47644.0,2016,5.033333333333333,63.4,8.25,48282977.0,5.0
AZ,Pinal County,15.4,52642.0,2016,5.625,63.4,8.25,48282977.0,5.0
AZ,Santa Cruz County,20.9,39090.0,2016,10.208333333333334,63.4,8.25,48282977.0,5.0
AZ,Yavapai County,13.3,49824.0,2016,5.008333333333333,63.4,8.25,48282977.0,5.0
AZ,Yuma County,19.3,42998.0,2016,19.033333333333328,63.4,8.25,48282977.0,5.0
AZ,Apache County,33.1,33053.0,2017,10.425,56.97,8.33,41824609.0,5.0
AZ,Cochise County,16.1,48966.0,2017,5.641666666666668,56.97,8.33,41824609.0,5.0
AZ,Coconino County,18.4,54399.0,2017,5.616666666666667,56.97,8.33,41824609.0,5.0
AZ,Gila County,24.1,38897.0,2017,6.116666666666667,56.97,8.33,41824609.0,5.0
AZ,Graham County,20.9,46378.0,2017,5.525,56.97,8.33,41824609.0,5.0
AZ,Greenlee County,10.1,63557.0,2017,5.1,56.97,8.33,41824609.0,5.0
AZ,La Paz County,20.9,36389.0,2017,5.4833333333333325,56.97,8.33,41824609.0,5.0
AZ,Maricopa County,13.5,62221.0,2017,4.25,56.97,8.33,41824609.0,5.0
AZ,Mohave County,17.3,42210.0,2017,5.941666666666666,56.97,8.33,41824609.0,5.0
AZ,Navajo County,26.4,40883.0,2017,7.741666666666667,56.97,8.33,41824609.0,5.0
AZ,Pima County,16.6,51392.0,2017,4.566666666666666,56.97,8.33,41824609.0,5.0
AZ,Pinal County,13.0,53114.0,2017,5.091666666666667,56.97,8.33,41824609.0,5.0
AZ,Santa Cruz County,23.6,39265.0,2017,9.616666666666667,56.97,8.33,41824609.0,5.0
AZ,Yavapai County,13.9,49860.0,2017,4.583333333333333,56.97,8.33,41824609.0,5.0
AZ,Yuma County,19.0,46013.0,2017,17.183333333333334,56.97,8.33,41824609.0,5.0
AZ,Apache County,37.3,33652.0,2018,9.95,54.945,8.37,95355516.0,5.0
AZ,Cochise County,15.1,49164.0,2018,5.6083333333333325,54.945,8.37,95355516.0,5.0
AZ,Coconino County,15.9,60187.0,2018,5.525,54.945,8.37,95355516.0,5.0
AZ,Gila County,20.4,43585.0,2018,5.8,54.945,8.37,95355516.0,5.0
AZ,Graham County,20.2,50157.0,2018,5.091666666666667,54.945,8.37,95355516.0,5.0
AZ,Greenlee County,10.5,65818.0,2018,4.175,54.945,8.37,95355516.0,5.0
AZ,La Paz County,23.7,37350.0,2018,6.25,54.945,8.37,95355516.0,5.0
AZ,Maricopa County,12.3,65234.0,2018,4.133333333333333,54.945,8.37,95355516.0,5.0
AZ,Mohave County,16.8,45129.0,2018,5.708333333333332,54.945,8.37,95355516.0,5.0
AZ,Navajo County,28.5,40650.0,2018,7.7,54.945,8.37,95355516.0,5.0
AZ,Pima County,16.2,53395.0,2018,4.433333333333334,54.945,8.37,95355516.0,5.0
AZ,Pinal County,12.9,58848.0,2018,5.0,54.945,8.37,95355516.0,5.0
AZ,Santa Cruz County,24.4,40545.0,2018,9.225,54.945,8.37,95355516.0,5.0
AZ,Yavapai County,13.2,48758.0,2018,4.441666666666666,54.945,8.37,95355516.0,5.0
AZ,Yuma County,19.5,44116.0,2018,16.925,54.945,8.37,95355516.0,5.0
AZ,Apache County,33.4,35386.0,2019,10.075,52.92,8.4,66078612.0,5.0
AZ,Cochise County,16.6,48650.0,2019,5.791666666666668,52.92,8.4,66078612.0,5.0
AZ,Coconino County,15.9,58301.0,2019,5.758333333333333,52.92,8.4,66078612.0,5.0
AZ,Gila County,21.1,45980.0,2019,5.683333333333334,52.92,8.4,66078612.0,5.0
AZ,Graham County,20.1,50685.0,2019,4.941666666666666,52.92,8.4,66078612.0,5.0
AZ,Greenlee County,9.3,68066.0,2019,4.008333333333333,52.92,8.4,66078612.0,5.0
AZ,La Paz County,22.1,39407.0,2019,6.016666666666668,52.92,8.4,66078612.0,5.0
AZ,Maricopa County,12.2,68634.0,2019,4.183333333333334,52.92,8.4,66078612.0,5.0
AZ,Mohave County,16.0,49712.0,2019,5.8583333333333325,52.92,8.4,66078612.0,5.0
AZ,Navajo County,25.2,40676.0,2019,7.575,52.92,8.4,66078612.0,5.0
AZ,Pima County,14.0,56150.0,2019,4.55,52.92,8.4,66078612.0,5.0
AZ,Pinal County,12.1,62067.0,2019,5.05,52.92,8.4,66078612.0,5.0
AZ,Santa Cruz County,18.8,47779.0,2019,8.733333333333333,52.92,8.4,66078612.0,5.0
AZ,Yavapai County,12.0,54242.0,2019,4.558333333333334,52.92,8.4,66078612.0,5.0
AZ,Yuma County,20.4,47024.0,2019,16.833333333333332,52.92,8.4,66078612.0,5.0
AZ,Mohave County,19.55,39853.5,2015,7.941666666666666,63.0,8.25,40260979.0,5.0
AZ,Yuma County,20.950000000000006,41349.0,2015,21.68333333333333,63.0,8.25,40260979.0,5.0
AZ,Yavapai County,14.45,46984.5,2015,5.625,63.0,8.25,40260979.0,5.0
AZ,Santa Cruz County,22.25,38277.5,2015,11.541666666666664,63.0,8.25,40260979.0,5.0
AZ,Pinal County,16.5,51259.0,2015,6.308333333333334,63.0,8.25,40260979.0,5.0
AZ,Pima County,18.45,46757.5,2015,5.4833333333333325,63.0,8.25,40260979.0,5.0
AZ,Navajo County,28.35,36448.5,2015,9.691666666666666,63.0,8.25,40260979.0,5.0
AZ,Maricopa County,16.05,56335.5,2015,5.15,63.0,8.25,40260979.0,5.0
AZ,Graham County,21.45,46380.0,2015,7.366666666666667,63.0,8.25,40260979.0,5.0
AZ,Greenlee County,11.15,60263.0,2015,7.95,63.0,8.25,40260979.0,5.0
AZ,La Paz County,23.8,33409.0,2015,7.483333333333332,63.0,8.25,40260979.0,5.0
AZ,Gila County,22.35,39212.0,2015,7.925,63.0,8.25,40260979.0,5.0
AZ,Coconino County,19.55,51148.0,2015,6.516666666666668,63.0,8.25,40260979.0,5.0
AZ,Cochise County,19.9,45088.0,2015,7.283333333333332,63.0,8.25,40260979.0,5.0
AZ,Apache County,33.15000000000001,33203.0,2015,13.316666666666665,63.0,8.25,40260979.0,5.0
AR,Arkansas County,18.6,38129.0,2010,17.933333333333334,63.7,10.0,11426048.0,7.0
AR,Ashley County,19.4,37042.0,2010,9.575,63.7,10.0,11426048.0,7.0
AR,Baxter County,15.7,34421.0,2010,9.1,63.7,10.0,11426048.0,7.0
AR,Benton County,10.2,52417.0,2010,6.375,63.7,10.0,11426048.0,7.0
AR,Boone County,16.0,35532.0,2010,7.533333333333332,63.7,10.0,11426048.0,7.0
AR,Bradley County,28.5,31047.0,2010,10.091666666666667,63.7,10.0,11426048.0,7.0
AR,Calhoun County,15.6,36955.0,2010,8.416666666666666,63.7,10.0,11426048.0,7.0
AR,Carroll County,16.4,33789.0,2010,7.1,63.7,10.0,11426048.0,7.0
AR,Chicot County,30.7,27321.0,2010,11.908333333333333,63.7,10.0,11426048.0,7.0
AR,Clark County,22.2,33433.0,2010,8.108333333333333,63.7,10.0,11426048.0,7.0
AR,Clay County,18.3,31976.0,2010,10.616666666666667,63.7,10.0,11426048.0,7.0
AR,Cleburne County,18.6,35472.0,2010,8.291666666666666,63.7,10.0,11426048.0,7.0
AR,Cleveland County,15.5,40402.0,2010,8.1,63.7,10.0,11426048.0,7.0
AR,Columbia County,25.6,34538.0,2010,9.633333333333333,63.7,10.0,11426048.0,7.0
AR,Conway County,18.2,37475.0,2010,9.308333333333334,63.7,10.0,11426048.0,7.0
AR,Craighead County,21.1,37780.0,2010,7.116666666666667,63.7,10.0,11426048.0,7.0
AR,Crawford County,15.8,39672.0,2010,7.9,63.7,10.0,11426048.0,7.0
AR,Crittenden County,30.3,33938.0,2010,10.1,63.7,10.0,11426048.0,7.0
AR,Cross County,19.6,35080.0,2010,7.991666666666667,63.7,10.0,11426048.0,7.0
AR,Dallas County,19.4,31350.0,2010,11.491666666666667,63.7,10.0,11426048.0,7.0
AR,Desha County,28.0,29586.0,2010,10.708333333333334,63.7,10.0,11426048.0,7.0
AR,Drew County,20.9,34952.0,2010,10.383333333333333,63.7,10.0,11426048.0,7.0
AR,Faulkner County,14.8,46199.0,2010,6.941666666666666,63.7,10.0,11426048.0,7.0
AR,Franklin County,17.2,38514.0,2010,7.433333333333334,63.7,10.0,11426048.0,7.0
AR,Fulton County,18.9,30191.0,2010,7.541666666666668,63.7,10.0,11426048.0,7.0
AR,Garland County,21.7,36690.0,2010,8.133333333333333,63.7,10.0,11426048.0,7.0
AR,Grant County,11.9,45347.0,2010,6.808333333333334,63.7,10.0,11426048.0,7.0
AR,Greene County,17.0,36391.0,2010,9.341666666666667,63.7,10.0,11426048.0,7.0
AR,Hempstead County,21.8,31786.0,2010,8.908333333333333,63.7,10.0,11426048.0,7.0
AR,Hot Spring County,15.3,37243.0,2010,8.25,63.7,10.0,11426048.0,7.0
AR,Howard County,21.0,32543.0,2010,7.45,63.7,10.0,11426048.0,7.0
AR,Independence County,18.2,35888.0,2010,8.475,63.7,10.0,11426048.0,7.0
AR,Izard County,18.6,29883.0,2010,9.716666666666667,63.7,10.0,11426048.0,7.0
AR,Jackson County,25.8,30405.0,2010,11.45,63.7,10.0,11426048.0,7.0
AR,Jefferson County,22.7,35092.0,2010,10.083333333333334,63.7,10.0,11426048.0,7.0
AR,Johnson County,21.9,32326.0,2010,7.941666666666666,63.7,10.0,11426048.0,7.0
AR,Lafayette County,23.2,29084.0,2010,9.375,63.7,10.0,11426048.0,7.0
AR,Lawrence County,22.4,32869.0,2010,9.183333333333334,63.7,10.0,11426048.0,7.0
AR,Lee County,37.5,25944.0,2010,8.216666666666667,63.7,10.0,11426048.0,7.0
AR,Lincoln County,28.5,35070.0,2010,9.066666666666666,63.7,10.0,11426048.0,7.0
AR,Little River County,17.8,37260.0,2010,7.458333333333332,63.7,10.0,11426048.0,7.0
AR,Logan County,17.1,36015.0,2010,8.241666666666667,63.7,10.0,11426048.0,7.0
AR,Lonoke County,12.4,50021.0,2010,6.4833333333333325,63.7,10.0,11426048.0,7.0
AR,Madison County,19.3,34547.0,2010,6.816666666666666,63.7,10.0,11426048.0,7.0
AR,Marion County,19.5,31438.0,2010,9.766666666666667,63.7,10.0,11426048.0,7.0
AR,Miller County,20.1,37806.0,2010,5.6,63.7,10.0,11426048.0,7.0
AR,Mississippi County,25.0,32169.0,2010,11.941666666666665,63.7,10.0,11426048.0,7.0
AR,Monroe County,26.6,28637.0,2010,8.883333333333333,63.7,10.0,11426048.0,7.0
AR,Montgomery County,22.2,32032.0,2010,8.4,63.7,10.0,11426048.0,7.0
AR,Nevada County,25.2,32896.0,2010,9.583333333333334,63.7,10.0,11426048.0,7.0
AR,Newton County,23.3,30965.0,2010,6.65,63.7,10.0,11426048.0,7.0
AR,Ouachita County,20.3,35971.0,2010,9.141666666666667,63.7,10.0,11426048.0,7.0
AR,Perry County,16.8,39054.0,2010,8.591666666666667,63.7,10.0,11426048.0,7.0
AR,Phillips County,36.0,26933.0,2010,10.191666666666666,63.7,10.0,11426048.0,7.0
AR,Pike County,21.2,31569.0,2010,8.691666666666666,63.7,10.0,11426048.0,7.0
AR,Poinsett County,27.1,32130.0,2010,9.0,63.7,10.0,11426048.0,7.0
AR,Polk County,22.8,29938.0,2010,7.166666666666668,63.7,10.0,11426048.0,7.0
AR,Pope County,17.7,39040.0,2010,7.5166666666666675,63.7,10.0,11426048.0,7.0
AR,Prairie County,18.3,36898.0,2010,8.858333333333333,63.7,10.0,11426048.0,7.0
AR,Pulaski County,17.1,44733.0,2010,7.025,63.7,10.0,11426048.0,7.0
AR,Randolph County,19.2,33401.0,2010,9.875,63.7,10.0,11426048.0,7.0
AR,St. Francis County,32.7,29825.0,2010,10.275,63.7,10.0,11426048.0,7.0
AR,Saline County,9.6,53430.0,2010,6.4,63.7,10.0,11426048.0,7.0
AR,Scott County,22.5,29633.0,2010,6.783333333333332,63.7,10.0,11426048.0,7.0
AR,Searcy County,23.7,27896.0,2010,8.875,63.7,10.0,11426048.0,7.0
AR,Sebastian County,20.5,38724.0,2010,7.733333333333332,63.7,10.0,11426048.0,7.0
AR,Sevier County,23.5,35279.0,2010,6.725,63.7,10.0,11426048.0,7.0
AR,Sharp County,25.1,28933.0,2010,9.458333333333334,63.7,10.0,11426048.0,7.0
AR,Stone County,22.4,29182.0,2010,7.308333333333334,63.7,10.0,11426048.0,7.0
AR,Union County,21.6,36934.0,2010,11.0,63.7,10.0,11426048.0,7.0
AR,Van Buren County,20.9,32142.0,2010,10.85,63.7,10.0,11426048.0,7.0
AR,Washington County,19.6,39692.0,2010,6.258333333333333,63.7,10.0,11426048.0,7.0
AR,White County,16.7,39974.0,2010,7.933333333333334,63.7,10.0,11426048.0,7.0
AR,Woodruff County,25.9,27003.0,2010,10.041666666666666,63.7,10.0,11426048.0,7.0
AR,Yell County,20.3,33522.0,2010,7.775,63.7,10.0,11426048.0,7.0
AR,Arkansas County,18.5,37922.0,2011,11.641666666666667,64.7,10.3,18613757.0,7.0
AR,Ashley County,19.8,37170.0,2011,10.5,64.7,10.3,18613757.0,7.0
AR,Baxter County,16.8,33312.0,2011,8.883333333333333,64.7,10.3,18613757.0,7.0
AR,Benton County,12.1,52644.0,2011,6.183333333333334,64.7,10.3,18613757.0,7.0
AR,Boone County,16.9,38411.0,2011,7.583333333333332,64.7,10.3,18613757.0,7.0
AR,Bradley County,24.4,31118.0,2011,11.566666666666665,64.7,10.3,18613757.0,7.0
AR,Calhoun County,16.5,35464.0,2011,9.091666666666667,64.7,10.3,18613757.0,7.0
AR,Carroll County,18.7,33579.0,2011,6.891666666666668,64.7,10.3,18613757.0,7.0
AR,Chicot County,33.4,27966.0,2011,12.541666666666664,64.7,10.3,18613757.0,7.0
AR,Clark County,23.1,34478.0,2011,9.8,64.7,10.3,18613757.0,7.0
AR,Clay County,20.1,32564.0,2011,11.6,64.7,10.3,18613757.0,7.0
AR,Cleburne County,16.2,42265.0,2011,8.766666666666667,64.7,10.3,18613757.0,7.0
AR,Cleveland County,16.7,41864.0,2011,8.158333333333333,64.7,10.3,18613757.0,7.0
AR,Columbia County,26.4,33533.0,2011,9.591666666666667,64.7,10.3,18613757.0,7.0
AR,Conway County,23.0,37830.0,2011,9.425,64.7,10.3,18613757.0,7.0
AR,Craighead County,20.6,39410.0,2011,7.058333333333334,64.7,10.3,18613757.0,7.0
AR,Crawford County,18.0,37552.0,2011,8.466666666666667,64.7,10.3,18613757.0,7.0
AR,Crittenden County,26.6,34905.0,2011,10.416666666666666,64.7,10.3,18613757.0,7.0
AR,Cross County,19.2,35268.0,2011,7.991666666666667,64.7,10.3,18613757.0,7.0
AR,Dallas County,21.5,30728.0,2011,11.491666666666667,64.7,10.3,18613757.0,7.0
AR,Desha County,27.6,30186.0,2011,10.625,64.7,10.3,18613757.0,7.0
AR,Drew County,22.6,35627.0,2011,10.908333333333333,64.7,10.3,18613757.0,7.0
AR,Faulkner County,14.7,49314.0,2011,6.816666666666666,64.7,10.3,18613757.0,7.0
AR,Franklin County,20.9,38245.0,2011,7.308333333333334,64.7,10.3,18613757.0,7.0
AR,Fulton County,21.4,33696.0,2011,7.416666666666668,64.7,10.3,18613757.0,7.0
AR,Garland County,20.9,35651.0,2011,8.341666666666667,64.7,10.3,18613757.0,7.0
AR,Grant County,11.5,46538.0,2011,7.025,64.7,10.3,18613757.0,7.0
AR,Greene County,17.4,37893.0,2011,9.258333333333333,64.7,10.3,18613757.0,7.0
AR,Hempstead County,24.7,30922.0,2011,8.4,64.7,10.3,18613757.0,7.0
AR,Hot Spring County,20.3,38082.0,2011,7.8916666666666675,64.7,10.3,18613757.0,7.0
AR,Howard County,20.9,33079.0,2011,7.116666666666667,64.7,10.3,18613757.0,7.0
AR,Independence County,21.4,34690.0,2011,8.925,64.7,10.3,18613757.0,7.0
AR,Izard County,20.5,31245.0,2011,9.475,64.7,10.3,18613757.0,7.0
AR,Jackson County,23.9,32750.0,2011,11.133333333333333,64.7,10.3,18613757.0,7.0
AR,Jefferson County,24.3,37704.0,2011,10.675,64.7,10.3,18613757.0,7.0
AR,Johnson County,20.8,34182.0,2011,7.508333333333333,64.7,10.3,18613757.0,7.0
AR,Lafayette County,24.2,30057.0,2011,9.116666666666667,64.7,10.3,18613757.0,7.0
AR,Lawrence County,23.0,32678.0,2011,9.416666666666666,64.7,10.3,18613757.0,7.0
AR,Lee County,35.2,27894.0,2011,9.058333333333334,64.7,10.3,18613757.0,7.0
AR,Lincoln County,25.4,35854.0,2011,8.941666666666666,64.7,10.3,18613757.0,7.0
AR,Little River County,17.6,38937.0,2011,7.458333333333332,64.7,10.3,18613757.0,7.0
AR,Logan County,20.0,34000.0,2011,8.4,64.7,10.3,18613757.0,7.0
AR,Lonoke County,13.7,49579.0,2011,6.633333333333333,64.7,10.3,18613757.0,7.0
AR,Madison County,22.6,34292.0,2011,6.458333333333332,64.7,10.3,18613757.0,7.0
AR,Marion County,20.5,32685.0,2011,8.975,64.7,10.3,18613757.0,7.0
AR,Miller County,21.5,37728.0,2011,6.041666666666668,64.7,10.3,18613757.0,7.0
AR,Mississippi County,25.4,33426.0,2011,11.508333333333333,64.7,10.3,18613757.0,7.0
AR,Monroe County,31.6,27758.0,2011,9.05,64.7,10.3,18613757.0,7.0
AR,Montgomery County,21.9,31603.0,2011,8.866666666666667,64.7,10.3,18613757.0,7.0
AR,Nevada County,23.5,31590.0,2011,9.025,64.7,10.3,18613757.0,7.0
AR,Newton County,21.3,31224.0,2011,7.133333333333333,64.7,10.3,18613757.0,7.0
AR,Ouachita County,24.1,35095.0,2011,10.0,64.7,10.3,18613757.0,7.0
AR,Perry County,16.4,38858.0,2011,8.883333333333333,64.7,10.3,18613757.0,7.0
AR,Phillips County,34.0,26892.0,2011,11.641666666666667,64.7,10.3,18613757.0,7.0
AR,Pike County,20.5,30054.0,2011,9.45,64.7,10.3,18613757.0,7.0
AR,Poinsett County,25.0,30761.0,2011,9.1,64.7,10.3,18613757.0,7.0
AR,Polk County,22.1,31030.0,2011,7.633333333333333,64.7,10.3,18613757.0,7.0
AR,Pope County,22.1,38095.0,2011,7.441666666666666,64.7,10.3,18613757.0,7.0
AR,Prairie County,21.7,36088.0,2011,8.291666666666666,64.7,10.3,18613757.0,7.0
AR,Pulaski County,16.6,43898.0,2011,7.091666666666668,64.7,10.3,18613757.0,7.0
