,State,County,Poverty_Percent,Median_Income,Year,Unemployment,Happiness Score,Tax,Lottery Sales $,Win Tax %,County Happiness
13683,MT,Lake County,18.2,44833.0,2018,4.333333333333333,53.37,0.0,7665202.0,6.9,49.87
13684,MT,Lewis and Clark County,10.5,63860.0,2018,3.375,53.37,0.0,7665202.0,6.9,55.924054054054054
13685,MT,Liberty County,19.0,42742.0,2018,2.533333333333333,53.37,0.0,7665202.0,6.9,52.25235294117647
13686,MT,Lincoln County,20.3,40602.0,2018,7.5166666666666675,53.37,0.0,7665202.0,6.9,47.88449970041941
13687,MT,McCone County,14.2,43650.0,2018,1.8916666666666664,53.37,0.0,7665202.0,6.9,55.039290523045054
13688,MT,Madison County,9.2,53031.0,2018,3.6,53.37,0.0,7665202.0,6.9,55.957499999999996
13689,MT,Meagher County,15.9,44572.0,2018,3.875,53.37,0.0,7665202.0,6.9,51.812161820480405
13690,MT,Mineral County,14.0,43458.0,2018,7.325,53.37,0.0,7665202.0,6.9,55.77445486518171
13691,MT,Missoula County,12.7,56207.0,2018,3.3833333333333333,53.37,0.0,7665202.0,6.9,56.041606217616575
13692,MT,Musselshell County,15.0,43371.0,2018,4.291666666666667,53.37,0.0,7665202.0,6.9,50.03306695464362
13693,MT,Park County,10.5,61044.0,2018,3.9166666666666665,53.37,0.0,7665202.0,6.9,56.22260115606936
13694,MT,Petroleum County,16.2,41009.0,2018,4.058333333333334,53.37,0.0,7665202.0,6.9,50.12466886055121
13695,MT,Phillips County,15.2,44730.0,2018,4.558333333333334,53.37,0.0,7665202.0,6.9,49.863293968789534
13696,MT,Pondera County,17.8,42890.0,2018,4.066666666666666,53.37,0.0,7665202.0,6.9,50.05963414634146
13697,MT,Powder River County,12.2,47378.0,2018,2.925,53.37,0.0,7665202.0,6.9,55.7293388429752
13698,MT,Powell County,18.1,48966.0,2018,4.2,53.37,0.0,7665202.0,6.9,49.96103139013453
13699,MT,Prairie County,13.5,42754.0,2018,3.75,53.37,0.0,7665202.0,6.9,56.304782608695646
13700,MT,Ravalli County,15.5,50055.0,2018,4.25,53.37,0.0,7665202.0,6.9,50.03455696202531
13701,MT,Richland County,8.7,67242.0,2018,3.083333333333333,53.37,0.0,7665202.0,6.9,55.64652050919377
13702,MT,Roosevelt County,25.4,40179.0,2018,4.591666666666667,53.37,0.0,7665202.0,6.9,49.48130869686024
13703,MT,Rosebud County,17.0,57674.0,2018,5.333333333333333,53.37,0.0,7665202.0,6.9,49.31029850746268
13704,MT,Sanders County,16.0,39861.0,2018,6.4833333333333325,53.37,0.0,7665202.0,6.9,48.756212008895474
13705,MT,Sheridan County,10.9,51690.0,2018,2.325,53.37,0.0,7665202.0,6.9,55.28625708884688
13706,MT,Silver Bow County,16.7,47302.0,2018,4.041666666666667,53.37,0.0,7665202.0,6.9,50.1158818802732
13707,MT,Stillwater County,8.1,66226.0,2018,3.466666666666667,53.37,0.0,7665202.0,6.9,55.79766570605187
13708,MT,Sweet Grass County,10.0,52747.0,2018,3.083333333333333,53.37,0.0,7665202.0,6.9,55.72668789808917
13709,MT,Teton County,15.8,48368.0,2018,3.425,53.37,0.0,7665202.0,6.9,51.962587776332896
13710,MT,Toole County,15.1,46326.0,2018,2.575,53.37,0.0,7665202.0,6.9,52.27007072135785
13711,MT,Treasure County,11.4,50774.0,2018,2.9166666666666665,53.37,0.0,7665202.0,6.9,55.692467986030266
13712,MT,Valley County,13.7,48390.0,2018,3.091666666666667,53.37,0.0,7665202.0,6.9,55.8924317617866
13713,MT,Wheatland County,19.0,38449.0,2018,5.033333333333333,53.37,0.0,7665202.0,6.9,49.39080443828016
13714,MT,Wibaux County,12.0,49532.0,2018,3.5166666666666666,53.37,0.0,7665202.0,6.9,56.08965628356606
13715,MT,Yellowstone County,10.9,59975.0,2018,3.375,53.37,0.0,7665202.0,6.9,55.947057793345
13716,MT,Beaverhead County,14.5,49771.0,2019,2.9916666666666667,51.08,0.0,5086978.0,6.9,49.840004764173415
13717,MT,Big Horn County,26.1,43718.0,2019,7.583333333333332,51.08,0.0,5086978.0,6.9,45.20394854032657
13718,MT,Blaine County,21.3,44090.0,2019,4.0,51.08,0.0,5086978.0,6.9,47.71241106719368
13719,MT,Broadwater County,9.0,60622.0,2019,4.041666666666667,51.08,0.0,5086978.0,6.9,52.47456869009584
13720,MT,Carbon County,10.1,57585.0,2019,3.575,51.08,0.0,5086978.0,6.9,53.720402193784274
13721,MT,Carter County,14.2,49057.0,2019,2.925,51.08,0.0,5086978.0,6.9,53.50540145985401
13722,MT,Cascade County,14.2,51732.0,2019,3.5083333333333333,51.08,0.0,5086978.0,6.9,53.89327058823529
13723,MT,Chouteau County,15.4,48017.0,2019,2.775,51.08,0.0,5086978.0,6.9,49.90434662998624
13724,MT,Custer County,13.0,49379.0,2019,2.958333333333333,51.08,0.0,5086978.0,6.9,53.48992167101827
13725,MT,Daniels County,11.0,50001.0,2019,2.025,51.08,0.0,5086978.0,6.9,52.79017274472169
13726,MT,Dawson County,11.8,56677.0,2019,2.5083333333333333,51.08,0.0,5086978.0,6.9,53.148608037274315
13727,MT,Deer Lodge County,15.9,41780.0,2019,3.283333333333333,51.08,0.0,5086978.0,6.9,49.71931364031277
13728,MT,Fallon County,9.7,65651.0,2019,1.8333333333333333,51.08,0.0,5086978.0,6.9,52.62190751445087
13729,MT,Fergus County,13.2,48703.0,2019,3.2666666666666666,51.08,0.0,5086978.0,6.9,53.698623481781375
13730,MT,Flathead County,9.4,61334.0,2019,4.875,51.08,0.0,5086978.0,6.9,52.68507880910683
13731,MT,Gallatin County,10.3,73731.0,2019,2.3583333333333334,51.08,0.0,5086978.0,6.9,52.99895984200131
13732,MT,Garfield County,16.4,43106.0,2019,2.4916666666666667,51.08,0.0,5086978.0,6.9,49.998482576091746
13733,MT,Glacier County,25.7,41808.0,2019,7.741666666666667,51.08,0.0,5086978.0,6.9,45.13051083977074
13734,MT,Golden Valley County,19.7,40469.0,2019,4.125,51.08,0.0,5086978.0,6.9,47.66919202518363
13735,MT,Granite County,12.5,49646.0,2019,5.725,51.08,0.0,5086978.0,6.9,53.043305898491084
13736,MT,Hill County,15.7,51881.0,2019,3.7916666666666665,51.08,0.0,5086978.0,6.9,48.025917058572034
13737,MT,Jefferson County,8.0,70929.0,2019,3.425,51.08,0.0,5086978.0,6.9,53.478249452954046
13738,MT,Judith Basin County,14.5,49401.0,2019,3.1666666666666665,51.08,0.0,5086978.0,6.9,49.7804716981132
13739,MT,Lake County,17.2,49019.0,2019,4.375,51.08,0.0,5086978.0,6.9,47.592166859791426
13740,MT,Lewis and Clark County,9.4,66075.0,2019,3.083333333333333,51.08,0.0,5086978.0,6.9,53.40176234979973
13741,MT,Liberty County,19.0,41240.0,2019,2.625,51.08,0.0,5086978.0,6.9,49.926820809248554
13742,MT,Lincoln County,17.4,43669.0,2019,7.5166666666666675,51.08,0.0,5086978.0,6.9,45.830903010033445
13743,MT,McCone County,14.5,48551.0,2019,2.0,51.08,0.0,5086978.0,6.9,50.20121212121212
13744,MT,Madison County,9.7,56579.0,2019,3.308333333333333,51.08,0.0,5086978.0,6.9,53.546944266495835
13745,MT,Meagher County,15.7,43946.0,2019,3.5083333333333333,51.08,0.0,5086978.0,6.9,49.646225596529284
13746,MT,Mineral County,15.6,43928.0,2019,5.916666666666668,51.08,0.0,5086978.0,6.9,46.79030209140201
13747,MT,Missoula County,11.8,57279.0,2019,3.341666666666667,51.08,0.0,5086978.0,6.9,53.6841827187672
13748,MT,Musselshell County,16.5,48290.0,2019,3.9916666666666663,51.08,0.0,5086978.0,6.9,47.865888572590485
13749,MT,Park County,11.8,51740.0,2019,3.55,51.08,0.0,5086978.0,6.9,53.80899022801303
13750,MT,Petroleum County,14.8,42081.0,2019,3.75,51.08,0.0,5086978.0,6.9,48.08808625336927
13751,MT,Phillips County,14.3,47679.0,2019,3.816666666666667,51.08,0.0,5086978.0,6.9,48.067396504139836
13752,MT,Pondera County,17.5,48542.0,2019,3.8333333333333335,51.08,0.0,5086978.0,6.9,47.93546875
13753,MT,Powder River County,13.8,47843.0,2019,2.333333333333333,51.08,0.0,5086978.0,6.9,53.07586776859504
13754,MT,Powell County,16.3,49387.0,2019,3.758333333333333,51.08,0.0,5086978.0,6.9,48.02586622351475
13755,MT,Prairie County,13.1,46663.0,2019,3.758333333333333,51.08,0.0,5086978.0,6.9,52.54023232822541
13756,MT,Ravalli County,11.2,57209.0,2019,4.216666666666667,51.08,0.0,5086978.0,6.9,52.61167567567568
13757,MT,Richland County,8.8,69095.0,2019,2.7333333333333334,51.08,0.0,5086978.0,6.9,53.16554913294797
13758,MT,Roosevelt County,24.3,38409.0,2019,4.433333333333334,51.08,0.0,5086978.0,6.9,47.330696055684456
13759,MT,Rosebud County,16.3,58139.0,2019,5.191666666666666,51.08,0.0,5086978.0,6.9,47.142466072120975
13760,MT,Sanders County,16.7,45193.0,2019,6.1,51.08,0.0,5086978.0,6.9,46.61201754385965
13761,MT,Sheridan County,12.3,51111.0,2019,2.2666666666666666,51.08,0.0,5086978.0,6.9,52.99395881006865
13762,MT,Silver Bow County,15.3,49249.0,2019,3.8916666666666666,51.08,0.0,5086978.0,6.9,47.97748154580981
13763,MT,Stillwater County,9.3,68186.0,2019,3.2416666666666667,51.08,0.0,5086978.0,6.9,53.48378737541528
13764,MT,Sweet Grass County,10.3,55259.0,2019,2.833333333333333,51.08,0.0,5086978.0,6.9,53.30208121827411
13765,MT,Teton County,13.5,54458.0,2019,3.4,51.08,0.0,5086978.0,6.9,53.79597633136095
13766,MT,Toole County,15.8,49448.0,2019,2.45,51.08,0.0,5086978.0,6.9,50.01945205479452
13767,MT,Treasure County,12.2,51754.0,2019,2.8666666666666667,51.08,0.0,5086978.0,6.9,53.4012389380531
13768,MT,Valley County,12.8,51869.0,2019,3.25,51.08,0.0,5086978.0,6.9,53.67190031152648
13769,MT,Wheatland County,18.3,42059.0,2019,3.7666666666666666,51.08,0.0,5086978.0,6.9,47.956283987915405
13770,MT,Wibaux County,11.3,51145.0,2019,2.941666666666667,51.08,0.0,5086978.0,6.9,53.414055002925686
13771,MT,Yellowstone County,11.3,61435.0,2019,3.3,51.08,0.0,5086978.0,6.9,53.634109589041095
13772,MT,Ravalli County,15.5,43876.5,2015,5.358333333333333,63.8,0.0,2601820.0,6.9,59.81817818617659
13773,MT,Prairie County,12.2,41866.0,2015,4.216666666666667,63.8,0.0,2601820.0,6.9,66.93360406091371
13774,MT,Powell County,18.85,42467.5,2015,4.6,63.8,0.0,2601820.0,6.9,60.10234541577825
13775,MT,Powder River County,11.5,46320.0,2015,2.65,63.8,0.0,2601820.0,6.9,65.95371024734982
13776,MT,Pondera County,19.35,39638.0,2015,4.566666666666666,63.8,0.0,2601820.0,6.9,60.10529616724738
13777,MT,Musselshell County,18.25,40965.0,2015,4.425,63.8,0.0,2601820.0,6.9,62.01926681367144
13778,MT,Petroleum County,16.3,39161.0,2015,5.3,63.8,0.0,2601820.0,6.9,59.80046296296296
13779,MT,Park County,13.2,44173.5,2015,4.95,63.8,0.0,2601820.0,6.9,65.6
13780,MT,Missoula County,15.5,45901.0,2015,4.033333333333333,63.8,0.0,2601820.0,6.9,62.19974402730375
13781,MT,Richland County,7.85,65507.5,2015,3.316666666666667,63.8,0.0,2601820.0,6.9,66.1315671641791
13782,MT,Mineral County,17.55,38191.0,2015,8.616666666666667,63.8,0.0,2601820.0,6.9,58.02079617834394
13783,MT,Phillips County,15.6,42072.5,2015,5.208333333333333,63.8,0.0,2601820.0,6.9,59.8953143772527
13784,MT,Roosevelt County,23.85,38820.0,2015,5.375,63.8,0.0,2601820.0,6.9,59.41355859709153
13785,MT,Valley County,12.45,46678.0,2015,3.2333333333333334,63.8,0.0,2601820.0,6.9,66.36673751328374
13786,MT,Sanders County,19.15,35650.5,2015,8.533333333333333,63.8,0.0,2601820.0,6.9,57.89704996989765
13787,MT,Sheridan County,10.4,50911.5,2015,2.558333333333333,63.8,0.0,2601820.0,6.9,65.85324758842444
13788,MT,Silver Bow County,17.5,42556.5,2015,4.391666666666667,63.8,0.0,2601820.0,6.9,62.04467072706509
13789,MT,Stillwater County,8.4,60358.5,2015,3.858333333333333,63.8,0.0,2601820.0,6.9,66.44391570360298
13790,MT,Sweet Grass County,10.9,47333.0,2015,2.908333333333333,63.8,0.0,2601820.0,6.9,66.09577549788774
13791,MT,Teton County,14.0,46196.5,2015,3.95,63.8,0.0,2601820.0,6.9,66.88077994428969
13792,MT,Toole County,17.0,43948.0,2015,3.475,63.8,0.0,2601820.0,6.9,62.35738705738706
13793,MT,Treasure County,11.75,48929.5,2015,5.091666666666667,63.8,0.0,2601820.0,6.9,65.57616279069767
13794,MT,Wheatland County,19.25,36617.5,2015,5.575,63.8,0.0,2601820.0,6.9,59.476988922457195
13795,MT,Wibaux County,11.3,45883.5,2015,3.375,63.8,0.0,2601820.0,6.9,66.39880749574105
13796,MT,Yellowstone County,10.55,54502.0,2015,3.4,63.8,0.0,2601820.0,6.9,66.37132616487455
13797,MT,Meagher County,18.15,38093.5,2015,3.7666666666666666,63.8,0.0,2601820.0,6.9,62.24034220532319
13798,MT,Rosebud County,18.55,52348.5,2015,5.525,63.8,0.0,2601820.0,6.9,59.542938733125645
13799,MT,McCone County,15.5,44566.5,2015,2.2333333333333334,63.8,0.0,2601820.0,6.9,62.82396616541353
13800,MT,Lincoln County,18.95,37263.5,2015,10.35,63.8,0.0,2601820.0,6.9,57.10605802047781
13801,MT,Madison County,11.9,46395.5,2015,3.7,63.8,0.0,2601820.0,6.9,66.62243589743589
13802,MT,Beaverhead County,14.75,40910.0,2015,3.5166666666666666,63.8,0.0,2601820.0,6.9,66.63964416058394
13803,MT,Big Horn County,28.05,39158.0,2015,6.841666666666668,63.8,0.0,2601820.0,6.9,58.299868641031765
13804,MT,Broadwater County,11.15,50274.5,2015,5.208333333333333,63.8,0.0,2601820.0,6.9,65.57502547121751
13805,MT,Carbon County,11.5,50657.0,2015,3.7916666666666665,63.8,0.0,2601820.0,6.9,66.65149863760217
13806,MT,Carter County,13.9,44373.0,2015,3.375,63.8,0.0,2601820.0,6.9,66.51562952243125
13807,MT,Cascade County,14.25,44236.0,2015,4.15,63.8,0.0,2601820.0,6.9,67.01399456521739
13808,MT,Chouteau County,17.549999999999994,40861.0,2015,3.3666666666666667,63.8,0.0,2601820.0,6.9,62.38760956175299
13809,MT,Custer County,11.2,48214.0,2015,3.4,63.8,0.0,2601820.0,6.9,66.40821917808219
13810,MT,Daniels County,10.55,48354.5,2015,2.6416666666666666,63.8,0.0,2601820.0,6.9,65.91266582438408
13811,MT,Dawson County,11.45,52926.0,2015,3.2583333333333333,63.8,0.0,2601820.0,6.9,66.33651558073655
13812,MT,Deer Lodge County,17.85,38286.0,2015,4.091666666666667,63.8,0.0,2601820.0,6.9,62.13567223699202
13813,MT,Fallon County,8.25,56630.0,2015,2.408333333333333,63.8,0.0,2601820.0,6.9,65.66415168100077
13814,MT,Blaine County,24.75,36296.0,2015,5.133333333333333,63.8,0.0,2601820.0,6.9,59.54846625766871
13815,MT,Flathead County,12.95,48800.0,2015,5.866666666666667,63.8,0.0,2601820.0,6.9,65.81877767936227
13816,MT,Fergus County,14.7,44217.5,2015,4.258333333333333,63.8,0.0,2601820.0,6.9,67.10184615384615
13817,MT,Lewis and Clark County,11.2,56971.0,2015,3.441666666666667,63.8,0.0,2601820.0,6.9,66.43266932270916
13818,MT,Lake County,20.95,39554.5,2015,5.125,63.8,0.0,2601820.0,6.9,59.68231064237776
13819,MT,Judith Basin County,14.0,43939.5,2015,3.5166666666666666,63.8,0.0,2601820.0,6.9,66.61065651760228
13820,MT,Jefferson County,9.6,62154.5,2015,4.183333333333334,63.8,0.0,2601820.0,6.9,66.71366384522369
13821,MT,Liberty County,19.65,38223.0,2015,2.716666666666667,63.8,0.0,2601820.0,6.9,62.60665052160954
13822,MT,Granite County,13.75,45685.5,2015,6.416666666666668,63.8,0.0,2601820.0,6.9,65.9875
13823,MT,Golden Valley County,19.200000000000006,37796.0,2015,4.325,63.8,0.0,2601820.0,6.9,62.035069075451645
13824,MT,Glacier County,30.05,35317.5,2015,9.216666666666667,63.8,0.0,2601820.0,6.9,56.74666808149406
13825,MT,Garfield County,14.45,43042.5,2015,2.841666666666667,63.8,0.0,2601820.0,6.9,66.17467469879517
13826,MT,Gallatin County,12.65,56004.0,2015,3.1,63.8,0.0,2601820.0,6.9,66.28984126984126
13827,MT,Hill County,18.55,42607.0,2015,4.291666666666667,63.8,0.0,2601820.0,6.9,62.057342210871944
13828,NE,Adams County,12.5,45149.0,2010,4.833333333333333,67.8,9.7,5027968.0,5.0,69.54278846153846
13829,NE,Antelope County,13.7,40652.0,2010,3.65,67.8,9.7,5027968.0,5.0,66.35893371757925
13830,NE,Arthur County,11.9,34804.0,2010,8.025,67.8,9.7,5027968.0,5.0,70.19642409033877
13831,NE,Banner County,13.2,37151.0,2010,4.341666666666667,67.8,9.7,5027968.0,5.0,66.16646080760094
13832,NE,Blaine County,20.3,31119.0,2010,5.216666666666667,67.8,9.7,5027968.0,5.0,63.64983670803396
13833,NE,Boone County,9.7,42265.0,2010,3.608333333333333,67.8,9.7,5027968.0,5.0,70.42999373825923
13834,NE,Box Butte County,13.1,47640.0,2010,5.05,67.8,9.7,5027968.0,5.0,64.15509641873278
13835,NE,Boyd County,13.9,34564.0,2010,3.975,67.8,9.7,5027968.0,5.0,66.25447552447552
13836,NE,Brown County,13.9,34659.0,2010,4.75,67.8,9.7,5027968.0,5.0,64.2597855227882
13837,NE,Buffalo County,12.4,45307.0,2010,3.691666666666667,67.8,9.7,5027968.0,5.0,70.64474365613671
13838,NE,Burt County,12.1,44360.0,2010,6.033333333333332,67.8,9.7,5027968.0,5.0,69.81295955882352
13839,NE,Butler County,9.1,47490.0,2010,3.983333333333333,67.8,9.7,5027968.0,5.0,70.57057324840764
13840,NE,Cass County,7.2,59392.0,2010,5.7333333333333325,67.8,9.7,5027968.0,5.0,69.39587628865979
13841,NE,Cedar County,11.1,43923.0,2010,3.6166666666666663,67.8,9.7,5027968.0,5.0,70.52785956964892
13842,NE,Chase County,11.7,43271.0,2010,2.85,67.8,9.7,5027968.0,5.0,70.09175257731958
13843,NE,Cherry County,13.7,38977.0,2010,3.0166666666666666,67.8,9.7,5027968.0,5.0,66.56385842472582
13844,NE,Cheyenne County,10.7,49417.0,2010,3.7083333333333335,67.8,9.7,5027968.0,5.0,70.5539039907461
13845,NE,Clay County,11.0,46199.0,2010,4.35,67.8,9.7,5027968.0,5.0,70.9172638436482
13846,NE,Colfax County,10.9,45039.0,2010,4.016666666666667,67.8,9.7,5027968.0,5.0,70.73508379888268
13847,NE,Cuming County,10.3,45234.0,2010,3.75,67.8,9.7,5027968.0,5.0,70.5491103202847
13848,NE,Custer County,14.0,39801.0,2010,3.733333333333333,67.8,9.7,5027968.0,5.0,66.32631578947368
13849,NE,Dakota County,13.2,43351.0,2010,7.466666666666668,67.8,9.7,5027968.0,5.0,63.03096774193548
13850,NE,Dawes County,17.6,36333.0,2010,4.041666666666667,67.8,9.7,5027968.0,5.0,66.15656526761647
13851,NE,Dawson County,11.7,43899.0,2010,5.025,67.8,9.7,5027968.0,5.0,69.55762331838565
13852,NE,Deuel County,12.7,40325.0,2010,3.95,67.8,9.7,5027968.0,5.0,70.8129129129129
13853,NE,Dixon County,9.7,43505.0,2010,4.866666666666667,67.8,9.7,5027968.0,5.0,69.4203661327231
13854,NE,Dodge County,12.7,41435.0,2010,5.383333333333333,67.8,9.7,5027968.0,5.0,69.69036866359447
13855,NE,Douglas County,14.7,50270.0,2010,5.208333333333333,67.8,9.7,5027968.0,5.0,63.954248639598156
13856,NE,Dundy County,13.5,37071.0,2010,3.183333333333333,67.8,9.7,5027968.0,5.0,66.51203796203797
13857,NE,Fillmore County,9.0,47551.0,2010,3.808333333333333,67.8,9.7,5027968.0,5.0,70.47599219258295
13858,NE,Franklin County,14.3,39516.0,2010,4.458333333333333,67.8,9.7,5027968.0,5.0,64.40128831630386
13859,NE,Frontier County,14.1,40359.0,2010,3.825,67.8,9.7,5027968.0,5.0,66.29560669456066
13860,NE,Furnas County,13.4,39234.0,2010,3.425,67.8,9.7,5027968.0,5.0,66.43610698365528
13861,NE,Gage County,12.5,45169.0,2010,5.85,67.8,9.7,5027968.0,5.0,69.7925068119891
13862,NE,Garden County,15.9,32677.0,2010,4.175,67.8,9.7,5027968.0,5.0,66.14663760896637
13863,NE,Garfield County,14.6,34998.0,2010,3.175,67.8,9.7,5027968.0,5.0,66.49606188466947
13864,NE,Gosper County,9.5,49286.0,2010,3.658333333333333,67.8,9.7,5027968.0,5.0,70.44122862571247
13865,NE,Grant County,12.1,40151.0,2010,3.8666666666666663,67.8,9.7,5027968.0,5.0,70.73027139874739
13866,NE,Greeley County,13.7,34968.0,2010,3.7083333333333335,67.8,9.7,5027968.0,5.0,66.3408089995213
13867,NE,Hall County,13.1,46807.0,2010,4.733333333333333,67.8,9.7,5027968.0,5.0,64.32299065420561
13868,NE,Hamilton County,8.5,55535.0,2010,3.8333333333333335,67.8,9.7,5027968.0,5.0,70.44189189189188
13869,NE,Harlan County,10.9,45732.0,2010,3.2916666666666665,67.8,9.7,5027968.0,5.0,70.32818555490311
13870,NE,Hayes County,17.1,40125.0,2010,3.566666666666667,67.8,9.7,5027968.0,5.0,66.32443548387097
13871,NE,Hitchcock County,15.2,36329.0,2010,5.216666666666667,67.8,9.7,5027968.0,5.0,63.91624489795918
13872,NE,Holt County,13.7,44835.0,2010,3.683333333333333,67.8,9.7,5027968.0,5.0,66.34856184084371
13873,NE,Hooker County,9.7,34687.0,2010,5.308333333333334,67.8,9.7,5027968.0,5.0,69.51540810660744
13874,NE,Howard County,10.5,45091.0,2010,4.516666666666667,67.8,9.7,5027968.0,5.0,69.37907880133186
13875,NE,Jefferson County,12.6,41131.0,2010,4.8,67.8,9.7,5027968.0,5.0,69.53793103448275
13876,NE,Johnson County,12.3,42038.0,2010,4.708333333333333,67.8,9.7,5027968.0,5.0,69.50247427731505
13877,NE,Kearney County,9.0,53293.0,2010,3.558333333333333,67.8,9.7,5027968.0,5.0,70.35009953550099
13878,NE,Keith County,12.0,41493.0,2010,4.35,67.8,9.7,5027968.0,5.0,70.99266055045871
13879,NE,Keya Paha County,22.6,31764.0,2010,3.6416666666666666,67.8,9.7,5027968.0,5.0,66.23185138139091
13880,NE,Kimball County,13.0,40455.0,2010,4.783333333333333,67.8,9.7,5027968.0,5.0,64.30328022492971
13881,NE,Knox County,14.7,36806.0,2010,4.216666666666667,67.8,9.7,5027968.0,5.0,66.16162995594713
13882,NE,Lancaster County,14.8,50197.0,2010,4.291666666666667,67.8,9.7,5027968.0,5.0,66.13653426451332
13883,NE,Lincoln County,12.3,46616.0,2010,4.616666666666667,67.8,9.7,5027968.0,5.0,69.47837438423645
13884,NE,Logan County,12.5,42257.0,2010,4.583333333333333,67.8,9.7,5027968.0,5.0,69.47682926829268
13885,NE,Loup County,17.3,34805.0,2010,5.716666666666668,67.8,9.7,5027968.0,5.0,63.50318609703113
13886,NE,McPherson County,18.9,33950.0,2010,2.8666666666666667,67.8,9.7,5027968.0,5.0,66.55543644716693
13887,NE,Madison County,13.1,43491.0,2010,4.308333333333334,67.8,9.7,5027968.0,5.0,66.17896122546672
13888,NE,Merrick County,11.8,43244.0,2010,4.566666666666666,67.8,9.7,5027968.0,5.0,69.44623217922607
13889,NE,Morrill County,15.6,40465.0,2010,4.141666666666667,67.8,9.7,5027968.0,5.0,66.16361333896158
13890,NE,Nance County,12.7,41950.0,2010,3.983333333333333,67.8,9.7,5027968.0,5.0,70.83226773226772
13891,NE,Nemaha County,13.2,45292.0,2010,5.4,67.8,9.7,5027968.0,5.0,63.967741935483865
13892,NE,Nuckolls County,12.4,36985.0,2010,4.166666666666667,67.8,9.7,5027968.0,5.0,70.91871227364184
13893,NE,Otoe County,10.6,48980.0,2010,5.141666666666667,67.8,9.7,5027968.0,5.0,69.53112758073054
13894,NE,Pawnee County,14.1,34294.0,2010,4.058333333333334,67.8,9.7,5027968.0,5.0,66.22434603028913
13895,NE,Perkins County,10.6,45820.0,2010,3.4,67.8,9.7,5027968.0,5.0,70.3742857142857
13896,NE,Phelps County,10.0,49532.0,2010,3.65,67.8,9.7,5027968.0,5.0,70.47399267399267
13897,NE,Pierce County,9.6,45521.0,2010,3.7416666666666663,67.8,9.7,5027968.0,5.0,70.49231730168644
13898,NE,Platte County,8.4,52031.0,2010,4.308333333333334,67.8,9.7,5027968.0,5.0,70.64773770491803
13899,NE,Polk County,8.6,48665.0,2010,4.083333333333333,67.8,9.7,5027968.0,5.0,70.56872536136662
13900,NE,Red Willow County,13.3,40830.0,2010,3.716666666666667,67.8,9.7,5027968.0,5.0,66.3475514201763
13901,NE,Richardson County,12.7,37980.0,2010,6.35,67.8,9.7,5027968.0,5.0,69.91666666666666
13902,NE,Rock County,16.1,34679.0,2010,2.908333333333333,67.8,9.7,5027968.0,5.0,66.56832529592283
13903,NE,Saline County,10.6,43489.0,2010,4.775,67.8,9.7,5027968.0,5.0,69.4460162601626
13904,NE,Sarpy County,5.8,69501.0,2010,4.525,67.8,9.7,5027968.0,5.0,69.07094430992736
13905,NE,Saunders County,8.4,55070.0,2010,4.891666666666667,67.8,9.7,5027968.0,5.0,69.3457053291536
13906,NE,Scotts Bluff County,15.8,40088.0,2010,5.6,67.8,9.7,5027968.0,5.0,63.66542056074766
13907,NE,Seward County,7.8,55507.0,2010,4.075,67.8,9.7,5027968.0,5.0,70.47663157894736
13908,NE,Sheridan County,17.2,36228.0,2010,3.633333333333333,67.8,9.7,5027968.0,5.0,66.30015999999999
13909,NE,Sherman County,12.9,37852.0,2010,4.083333333333333,67.8,9.7,5027968.0,5.0,66.24921491658489
13910,NE,Sioux County,16.8,40362.0,2010,3.783333333333333,67.8,9.7,5027968.0,5.0,66.25603238866397
13911,NE,Stanton County,8.9,50352.0,2010,4.166666666666667,67.8,9.7,5027968.0,5.0,70.63801020408162
13912,NE,Thayer County,11.5,41488.0,2010,3.858333333333333,67.8,9.7,5027968.0,5.0,70.68903960933261
13913,NE,Thomas County,15.7,35901.0,2010,4.85,67.8,9.7,5027968.0,5.0,64.09464720194647
13914,NE,Thurston County,26.1,36343.0,2010,9.708333333333334,67.8,9.7,5027968.0,5.0,60.72378403537351
13915,NE,Valley County,14.2,38036.0,2010,4.475,67.8,9.7,5027968.0,5.0,64.39732262382864
13916,NE,Washington County,6.6,65554.0,2010,4.691666666666666,67.8,9.7,5027968.0,5.0,69.17114391143912
13917,NE,Wayne County,14.2,43061.0,2010,3.85,67.8,9.7,5027968.0,5.0,66.28559556786703
13918,NE,Webster County,12.0,37647.0,2010,4.933333333333334,67.8,9.7,5027968.0,5.0,69.54803149606299
13919,NE,Wheeler County,19.9,34357.0,2010,3.966666666666667,67.8,9.7,5027968.0,5.0,66.14629888268156
13920,NE,York County,9.8,46247.0,2010,4.733333333333333,67.8,9.7,5027968.0,5.0,69.39587155963302
13921,NE,Adams County,13.7,46321.0,2011,4.308333333333334,68.3,9.4,10400217.0,5.0,65.02239703840814
13922,NE,Antelope County,14.1,44394.0,2011,3.6416666666666666,68.3,9.4,10400217.0,5.0,66.85291216533584
13923,NE,Arthur County,11.5,37578.0,2011,6.075,68.3,9.4,10400217.0,5.0,70.2875533428165
13924,NE,Banner County,12.9,29383.0,2011,4.708333333333333,68.3,9.4,10400217.0,5.0,70.02468054898249
13925,NE,Blaine County,17.5,35133.0,2011,5.383333333333333,68.3,9.4,10400217.0,5.0,64.18310269482883
13926,NE,Boone County,11.1,46354.0,2011,3.65,68.3,9.4,10400217.0,5.0,71.04677966101694
