,State,County,Poverty_Percent,Median_Income,Year,Unemployment,Happiness Score,Tax,Lottery Sales $,Win Tax %,County Happiness
5241,IL,Schuyler County,13.2,47092.0,2014,6.825,61.1,8.22,148395968.0,3.75,65.59887640449438
5242,IL,Scott County,12.0,51584.0,2014,6.941666666666666,61.1,8.22,148395968.0,3.75,65.49771227452706
5243,IL,Shelby County,11.7,48994.0,2014,6.833333333333332,61.1,8.22,148395968.0,3.75,65.41384892086332
5244,IL,Stark County,11.9,50219.0,2014,7.591666666666668,61.1,8.22,148395968.0,3.75,63.417421975203084
5245,IL,Stephenson County,14.1,48569.0,2014,7.408333333333332,61.1,8.22,148395968.0,3.75,63.52830298333979
5246,IL,Tazewell County,9.1,60490.0,2014,6.791666666666668,61.1,8.22,148395968.0,3.75,64.98909281594128
5247,IL,Union County,17.9,40957.0,2014,8.883333333333333,61.1,8.22,148395968.0,3.75,55.16303671437461
5248,IL,Vermilion County,19.0,42036.0,2014,8.55,61.1,8.22,148395968.0,3.75,55.20344827586207
5249,IL,Wabash County,14.8,49385.0,2014,6.0166666666666675,61.1,8.22,148395968.0,3.75,58.961168935148116
5250,IL,Warren County,13.5,44180.0,2014,5.883333333333333,61.1,8.22,148395968.0,3.75,65.19759243336199
5251,IL,Washington County,10.2,54683.0,2014,4.816666666666666,61.1,8.22,148395968.0,3.75,64.37169811320754
5252,IL,Wayne County,14.9,46839.0,2014,6.658333333333332,61.1,8.22,148395968.0,3.75,58.79905295709316
5253,IL,White County,14.1,46927.0,2014,5.908333333333332,61.1,8.22,148395968.0,3.75,65.26364014993753
5254,IL,Whiteside County,12.2,49895.0,2014,6.9833333333333325,61.1,8.22,148395968.0,3.75,65.54118158123372
5255,IL,Will County,8.1,75176.0,2014,7.7,61.1,8.22,148395968.0,3.75,63.073734177215194
5256,IL,Williamson County,15.8,46322.0,2014,7.191666666666666,61.1,8.22,148395968.0,3.75,56.15784704603117
5257,IL,Winnebago County,16.9,47708.0,2014,8.366666666666667,61.1,8.22,148395968.0,3.75,55.50382585751979
5258,IL,Woodford County,6.3,70127.0,2014,5.575,61.1,8.22,148395968.0,3.75,64.05768421052632
5259,IL,Adams County,12.8,51130.0,2016,4.775,61.6,8.64,108744133.0,3.75,65.07766714082504
5260,IL,Alexander County,29.0,33344.0,2016,9.341666666666667,61.6,8.64,108744133.0,3.75,54.5343620951967
5261,IL,Bond County,13.6,53631.0,2016,5.133333333333333,61.6,8.64,108744133.0,3.75,65.32669039145908
5262,IL,Boone County,9.6,62081.0,2016,6.383333333333333,61.6,8.64,108744133.0,3.75,63.5169968717414
5263,IL,Brown County,16.7,51826.0,2016,3.3583333333333334,61.6,8.64,108744133.0,3.75,60.20197341088492
5264,IL,Bureau County,11.5,53410.0,2016,6.066666666666666,61.6,8.64,108744133.0,3.75,65.57153700189754
5265,IL,Calhoun County,12.2,50952.0,2016,6.116666666666667,61.6,8.64,108744133.0,3.75,63.63703366696998
5266,IL,Carroll County,12.6,50330.0,2016,5.65,61.6,8.64,108744133.0,3.75,65.50082191780822
5267,IL,Cass County,13.7,47511.0,2016,5.591666666666668,61.6,8.64,108744133.0,3.75,59.61453563714903
5268,IL,Champaign County,18.9,51032.0,2016,5.0,61.6,8.64,108744133.0,3.75,59.623012552301255
5269,IL,Christian County,12.7,49324.0,2016,6.383333333333333,61.6,8.64,108744133.0,3.75,63.72406113537118
5270,IL,Clark County,12.0,49937.0,2016,5.841666666666668,61.6,8.64,108744133.0,3.75,65.52900513778609
5271,IL,Clay County,16.0,43478.0,2016,6.841666666666668,61.6,8.64,108744133.0,3.75,56.807588471360816
5272,IL,Clinton County,9.3,61013.0,2016,4.466666666666667,61.6,8.64,108744133.0,3.75,64.61743341404359
5273,IL,Coles County,19.3,42066.0,2016,5.916666666666668,61.6,8.64,108744133.0,3.75,59.3357898215466
5274,IL,Cook County,15.0,60025.0,2016,6.191666666666666,61.6,8.64,108744133.0,3.75,57.217381046008654
5275,IL,Crawford County,14.4,46374.0,2016,6.258333333333333,61.6,8.64,108744133.0,3.75,57.237595804759984
5276,IL,Cumberland County,12.4,49733.0,2016,5.25,61.6,8.64,108744133.0,3.75,65.28838526912182
5277,IL,DeKalb County,15.8,59586.0,2016,5.366666666666667,61.6,8.64,108744133.0,3.75,59.59700787401575
5278,IL,De Witt County,10.6,54926.0,2016,5.7,61.6,8.64,108744133.0,3.75,65.30674846625767
5279,IL,Douglas County,9.8,55891.0,2016,4.716666666666667,61.6,8.64,108744133.0,3.75,64.7841561423651
5280,IL,DuPage County,7.0,84999.0,2016,4.825,61.6,8.64,108744133.0,3.75,64.45623678646935
5281,IL,Edgar County,13.6,47062.0,2016,5.991666666666667,61.6,8.64,108744133.0,3.75,65.75925138239047
5282,IL,Edwards County,11.1,48884.0,2016,5.791666666666668,61.6,8.64,108744133.0,3.75,65.40587074494327
5283,IL,Effingham County,10.9,51809.0,2016,4.775,61.6,8.64,108744133.0,3.75,64.92041467304625
5284,IL,Fayette County,15.2,46290.0,2016,6.525,61.6,8.64,108744133.0,3.75,57.03475258918297
5285,IL,Ford County,11.2,51861.0,2016,5.441666666666666,61.6,8.64,108744133.0,3.75,65.26229344016024
5286,IL,Franklin County,21.5,40246.0,2016,8.091666666666667,61.6,8.64,108744133.0,3.75,55.72095184455083
5287,IL,Fulton County,14.7,49503.0,2016,7.4,61.6,8.64,108744133.0,3.75,56.677828054298644
5288,IL,Gallatin County,20.5,39634.0,2016,7.633333333333333,61.6,8.64,108744133.0,3.75,56.03779620853081
5289,IL,Greene County,15.1,44378.0,2016,5.85,61.6,8.64,108744133.0,3.75,59.4917661097852
5290,IL,Grundy County,7.9,71969.0,2016,6.85,61.6,8.64,108744133.0,3.75,63.43440677966102
5291,IL,Hamilton County,14.4,47855.0,2016,6.241666666666667,61.6,8.64,108744133.0,3.75,57.245700444085585
5292,IL,Hancock County,12.0,51721.0,2016,6.5166666666666675,61.6,8.64,108744133.0,3.75,63.71161116111611
5293,IL,Hardin County,21.9,39143.0,2016,9.391666666666667,61.6,8.64,108744133.0,3.75,55.027083888149136
5294,IL,Henderson County,11.7,47792.0,2016,6.091666666666668,61.6,8.64,108744133.0,3.75,63.60297423887588
5295,IL,Henry County,11.5,55287.0,2016,6.058333333333334,61.6,8.64,108744133.0,3.75,65.56796392975795
5296,IL,Iroquois County,13.3,47589.0,2016,5.541666666666668,61.6,8.64,108744133.0,3.75,65.51176470588236
5297,IL,Jackson County,23.4,34982.0,2016,5.375,61.6,8.64,108744133.0,3.75,59.414509122502174
5298,IL,Jasper County,10.7,51120.0,2016,6.258333333333333,61.6,8.64,108744133.0,3.75,63.574373464373465
5299,IL,Jefferson County,15.8,45746.0,2016,6.4,61.6,8.64,108744133.0,3.75,57.04504504504504
5300,IL,Jersey County,11.2,57243.0,2016,5.825,61.6,8.64,108744133.0,3.75,65.43201174743025
5301,IL,Jo Daviess County,9.9,54169.0,2016,5.4,61.6,8.64,108744133.0,3.75,65.09411764705882
5302,IL,Johnson County,14.4,48359.0,2016,8.725,61.6,8.64,108744133.0,3.75,56.166918918918924
5303,IL,Kane County,10.5,73684.0,2016,5.533333333333332,61.6,8.64,108744133.0,3.75,65.22370062370062
5304,IL,Kankakee County,14.2,54624.0,2016,6.475,61.6,8.64,108744133.0,3.75,57.15284159613059
5305,IL,Kendall County,4.6,91952.0,2016,5.225,61.6,8.64,108744133.0,3.75,64.04631043256998
5306,IL,Knox County,17.1,43277.0,2016,6.1416666666666675,61.6,8.64,108744133.0,3.75,57.08128361419864
5307,IL,Lake County,8.7,83344.0,2016,5.233333333333333,61.6,8.64,108744133.0,3.75,64.8677033492823
5308,IL,Lawrence County,18.6,44774.0,2016,7.383333333333333,61.6,8.64,108744133.0,3.75,56.31468890314304
5309,IL,Lee County,13.3,55563.0,2016,5.141666666666667,61.6,8.64,108744133.0,3.75,65.3081337550836
5310,IL,Livingston County,14.3,54339.0,2016,5.408333333333332,61.6,8.64,108744133.0,3.75,59.63790697674419
5311,IL,Logan County,13.7,53052.0,2016,5.333333333333333,61.6,8.64,108744133.0,3.75,59.68056042031524
5312,IL,McDonough County,20.2,44460.0,2016,6.3,61.6,8.64,108744133.0,3.75,56.79773584905661
5313,IL,McHenry County,7.3,81570.0,2016,5.341666666666667,61.6,8.64,108744133.0,3.75,64.68457481872116
5314,IL,McLean County,12.6,64271.0,2016,5.05,61.6,8.64,108744133.0,3.75,65.20509915014165
5315,IL,Macon County,17.3,47786.0,2016,6.6083333333333325,61.6,8.64,108744133.0,3.75,56.81822934820495
5316,IL,Macoupin County,13.3,52483.0,2016,5.975,61.6,8.64,108744133.0,3.75,65.72282749675746
5317,IL,Madison County,13.3,56297.0,2016,5.9,61.6,8.64,108744133.0,3.75,65.68697916666667
5318,IL,Marion County,15.8,45698.0,2016,6.3916666666666675,61.6,8.64,108744133.0,3.75,57.04926774314683
5319,IL,Marshall County,9.8,54807.0,2016,6.633333333333333,61.6,8.64,108744133.0,3.75,63.57789046653144
5320,IL,Mason County,15.1,46962.0,2016,7.125,61.6,8.64,108744133.0,3.75,56.759167604049495
5321,IL,Massac County,20.6,42833.0,2016,7.15,61.6,8.64,108744133.0,3.75,56.292252252252254
5322,IL,Menard County,9.7,62966.0,2016,4.716666666666667,61.6,8.64,108744133.0,3.75,64.77352601156069
5323,IL,Mercer County,10.2,56661.0,2016,6.208333333333332,61.6,8.64,108744133.0,3.75,63.52965972574911
5324,IL,Monroe County,4.8,83139.0,2016,4.05,61.6,8.64,108744133.0,3.75,63.79661016949153
5325,IL,Montgomery County,16.0,46997.0,2016,7.1,61.6,8.64,108744133.0,3.75,56.682251082251085
5326,IL,Morgan County,15.7,48600.0,2016,4.941666666666666,61.6,8.64,108744133.0,3.75,59.720690351231326
5327,IL,Moultrie County,10.0,57447.0,2016,4.583333333333333,61.6,8.64,108744133.0,3.75,64.74285714285715
5328,IL,Ogle County,10.2,58812.0,2016,5.916666666666668,61.6,8.64,108744133.0,3.75,65.3445708376422
5329,IL,Peoria County,15.2,52380.0,2016,6.875,61.6,8.64,108744133.0,3.75,56.86613816534541
5330,IL,Perry County,15.6,48423.0,2016,7.116666666666667,61.6,8.64,108744133.0,3.75,56.712839325018344
5331,IL,Piatt County,6.8,65797.0,2016,4.866666666666667,61.6,8.64,108744133.0,3.75,64.43657142857143
5332,IL,Pike County,16.4,41671.0,2016,5.133333333333333,61.6,8.64,108744133.0,3.75,59.645201238390094
5333,IL,Pope County,18.2,42917.0,2016,7.158333333333332,61.6,8.64,108744133.0,3.75,56.46237265856063
5334,IL,Pulaski County,21.1,35875.0,2016,8.483333333333333,61.6,8.64,108744133.0,3.75,55.54935211267606
5335,IL,Putnam County,8.0,65902.0,2016,5.6083333333333325,61.6,8.64,108744133.0,3.75,64.89699938763013
5336,IL,Randolph County,13.7,50681.0,2016,5.0,61.6,8.64,108744133.0,3.75,59.76844919786097
5337,IL,Richland County,14.4,46497.0,2016,5.941666666666666,61.6,8.64,108744133.0,3.75,59.49692748873413
5338,IL,Rock Island County,15.6,50952.0,2016,6.275,61.6,8.64,108744133.0,3.75,57.12502857142857
5339,IL,St. Clair County,15.4,50598.0,2016,6.066666666666666,61.6,8.64,108744133.0,3.75,59.423913043478265
5340,IL,Saline County,20.4,40690.0,2016,8.55,61.6,8.64,108744133.0,3.75,55.575129533678755
5341,IL,Sangamon County,13.8,55090.0,2016,4.991666666666667,61.6,8.64,108744133.0,3.75,59.76713968957871
5342,IL,Schuyler County,12.1,49566.0,2016,5.625,61.6,8.64,108744133.0,3.75,65.43991537376587
5343,IL,Scott County,11.5,52386.0,2016,5.65,61.6,8.64,108744133.0,3.75,65.38862973760934
5344,IL,Shelby County,11.7,51069.0,2016,5.725,61.6,8.64,108744133.0,3.75,65.44404591104735
5345,IL,Stark County,11.5,56414.0,2016,7.375,61.6,8.64,108744133.0,3.75,63.846688741721856
5346,IL,Stephenson County,15.4,45863.0,2016,5.866666666666667,61.6,8.64,108744133.0,3.75,59.47586206896552
5347,IL,Tazewell County,8.8,60590.0,2016,6.425,61.6,8.64,108744133.0,3.75,63.4568144499179
5348,IL,Union County,17.4,45476.0,2016,7.425,61.6,8.64,108744133.0,3.75,56.39577039274925
5349,IL,Vermilion County,20.2,45247.0,2016,7.258333333333333,61.6,8.64,108744133.0,3.75,56.26033383915023
5350,IL,Wabash County,13.5,50195.0,2016,6.291666666666668,61.6,8.64,108744133.0,3.75,63.74578947368421
5351,IL,Warren County,13.6,48346.0,2016,5.3,61.6,8.64,108744133.0,3.75,65.41375661375662
5352,IL,Washington County,9.3,58587.0,2016,3.7666666666666666,61.6,8.64,108744133.0,3.75,64.28086734693878
5353,IL,Wayne County,13.9,45583.0,2016,8.525,61.6,8.64,108744133.0,3.75,56.31583054626533
5354,IL,White County,16.2,44874.0,2016,6.575,61.6,8.64,108744133.0,3.75,56.9231613611416
5355,IL,Whiteside County,11.9,51567.0,2016,5.808333333333334,61.6,8.64,108744133.0,3.75,65.5032
5356,IL,Will County,7.2,81640.0,2016,6.083333333333332,61.6,8.64,108744133.0,3.75,63.24868255959849
5357,IL,Williamson County,15.9,48112.0,2016,6.1416666666666675,61.6,8.64,108744133.0,3.75,57.16964083175804
5358,IL,Winnebago County,15.6,50296.0,2016,6.666666666666668,61.6,8.64,108744133.0,3.75,56.92934131736527
5359,IL,Woodford County,6.6,73055.0,2016,5.4833333333333325,61.6,8.64,108744133.0,3.75,64.59503448275862
5360,IL,Adams County,13.5,49088.0,2017,3.875,59.41,8.7,90216663.0,3.75,57.90460431654676
5361,IL,Alexander County,30.3,33985.0,2017,8.366666666666667,59.41,8.7,90216663.0,3.75,52.85370689655172
5362,IL,Bond County,13.3,54831.0,2017,4.425,59.41,8.7,90216663.0,3.75,62.73031029619182
5363,IL,Boone County,8.8,69413.0,2017,6.683333333333334,59.41,8.7,90216663.0,3.75,61.30924650161464
5364,IL,Brown County,14.9,53875.0,2017,2.8916666666666666,59.41,8.7,90216663.0,3.75,58.1991569086651
5365,IL,Bureau County,10.7,55632.0,2017,4.908333333333333,59.41,8.7,90216663.0,3.75,62.77481580352376
5366,IL,Calhoun County,10.5,55138.0,2017,5.3916666666666675,59.41,8.7,90216663.0,3.75,61.19120083901416
5367,IL,Carroll County,11.5,49744.0,2017,4.633333333333333,59.41,8.7,90216663.0,3.75,62.71268595041322
5368,IL,Cass County,13.3,50568.0,2017,4.533333333333333,59.41,8.7,90216663.0,3.75,62.79093457943925
5369,IL,Champaign County,19.2,51466.0,2017,4.266666666666667,59.41,8.7,90216663.0,3.75,57.664545454545454
5370,IL,Christian County,13.6,52817.0,2017,5.316666666666666,59.41,8.7,90216663.0,3.75,55.58762114537445
5371,IL,Clark County,11.0,55205.0,2017,5.041666666666667,59.41,8.7,90216663.0,3.75,62.86714285714285
5372,IL,Clay County,13.2,45028.0,2017,5.325,59.41,8.7,90216663.0,3.75,61.30716599190283
5373,IL,Clinton County,8.2,65586.0,2017,3.525,59.41,8.7,90216663.0,3.75,61.87524520255863
5374,IL,Coles County,19.5,46012.0,2017,4.666666666666667,59.41,8.7,90216663.0,3.75,57.52724137931034
5375,IL,Cook County,14.6,61401.0,2017,5.133333333333333,59.41,8.7,90216663.0,3.75,55.612027027027025
5376,IL,Crawford County,13.8,49712.0,2017,5.225,59.41,8.7,90216663.0,3.75,55.61998685939553
5377,IL,Cumberland County,10.3,55622.0,2017,4.016666666666667,59.41,8.7,90216663.0,3.75,62.299755529685676
5378,IL,DeKalb County,14.1,60856.0,2017,4.633333333333333,59.41,8.7,90216663.0,3.75,57.666316725978646
5379,IL,De Witt County,11.7,56091.0,2017,4.708333333333333,59.41,8.7,90216663.0,3.75,62.76728796343321
5380,IL,Douglas County,9.8,54538.0,2017,4.091666666666667,59.41,8.7,90216663.0,3.75,62.296502699460106
5381,IL,DuPage County,6.2,89536.0,2017,3.9916666666666663,59.41,8.7,90216663.0,3.75,61.83829108748978
5382,IL,Edgar County,13.8,46916.0,2017,4.925,59.41,8.7,90216663.0,3.75,57.595180240320424
5383,IL,Edwards County,10.9,48649.0,2017,4.691666666666666,59.41,8.7,90216663.0,3.75,62.68990379476216
5384,IL,Effingham County,9.7,60061.0,2017,3.808333333333333,59.41,8.7,90216663.0,3.75,62.14466995681678
5385,IL,Fayette County,18.2,45193.0,2017,5.458333333333332,59.41,8.7,90216663.0,3.75,55.21098626276858
5386,IL,Ford County,11.6,55356.0,2017,4.825,59.41,8.7,90216663.0,3.75,62.8176103500761
5387,IL,Franklin County,19.5,40682.0,2017,6.466666666666668,59.41,8.7,90216663.0,3.75,54.55377406931964
5388,IL,Fulton County,15.2,49315.0,2017,6.383333333333333,59.41,8.7,90216663.0,3.75,54.91455598455598
5389,IL,Gallatin County,18.9,42533.0,2017,5.908333333333332,59.41,8.7,90216663.0,3.75,54.90879072892173
5390,IL,Greene County,14.8,47188.0,2017,5.075,59.41,8.7,90216663.0,3.75,57.520440251572325
5391,IL,Grundy County,7.1,76214.0,2017,5.841666666666668,59.41,8.7,90216663.0,3.75,61.01241468126207
5392,IL,Hamilton County,12.9,49092.0,2017,4.491666666666667,59.41,8.7,90216663.0,3.75,62.74162434115956
5393,IL,Hancock County,11.7,52625.0,2017,5.158333333333333,59.41,8.7,90216663.0,3.75,61.19999011369253
5394,IL,Hardin County,21.6,40160.0,2017,7.6,59.41,8.7,90216663.0,3.75,53.788082191780816
5395,IL,Henderson County,11.2,51014.0,2017,5.108333333333333,59.41,8.7,90216663.0,3.75,61.16411343893714
5396,IL,Henry County,11.0,58675.0,2017,5.108333333333333,59.41,8.7,90216663.0,3.75,61.15418003103983
5397,IL,Iroquois County,12.9,50131.0,2017,4.591666666666667,59.41,8.7,90216663.0,3.75,62.79632682229633
5398,IL,Jackson County,29.2,38157.0,2017,4.475,59.41,8.7,90216663.0,3.75,57.469836674090566
5399,IL,Jasper County,11.9,55240.0,2017,4.975,59.41,8.7,90216663.0,3.75,62.91829629629629
5400,IL,Jefferson County,17.4,50622.0,2017,5.441666666666666,59.41,8.7,90216663.0,3.75,55.264724553082814
5401,IL,Jersey County,10.3,58928.0,2017,4.8,59.41,8.7,90216663.0,3.75,62.68417218543046
5402,IL,Jo Daviess County,9.3,51866.0,2017,4.483333333333333,59.41,8.7,90216663.0,3.75,62.43503022974607
5403,IL,Johnson County,15.0,49763.0,2017,7.466666666666668,59.41,8.7,90216663.0,3.75,54.42483679525222
5404,IL,Kane County,9.2,75739.0,2017,4.825,59.41,8.7,90216663.0,3.75,62.575062388591796
5405,IL,Kankakee County,15.0,57706.0,2017,5.475,59.41,8.7,90216663.0,3.75,55.39901098901099
5406,IL,Kendall County,4.8,97039.0,2017,4.383333333333333,59.41,8.7,90216663.0,3.75,61.701107078039925
5407,IL,Knox County,16.1,44686.0,2017,5.191666666666666,59.41,8.7,90216663.0,3.75,55.48424657534246
5408,IL,Lake County,7.7,86242.0,2017,4.525,59.41,8.7,90216663.0,3.75,62.26010224948875
5409,IL,Lawrence County,17.3,45235.0,2017,6.383333333333333,59.41,8.7,90216663.0,3.75,54.74715693173821
5410,IL,Lee County,11.4,59450.0,2017,4.341666666666667,59.41,8.7,90216663.0,3.75,62.55420328215987
5411,IL,Livingston County,12.8,55003.0,2017,4.466666666666667,59.41,8.7,90216663.0,3.75,62.721196911196905
5412,IL,Logan County,12.2,56838.0,2017,4.608333333333333,59.41,8.7,90216663.0,3.75,62.754868616757555
5413,IL,McDonough County,18.6,44524.0,2017,5.025,59.41,8.7,90216663.0,3.75,57.43190476190476
5414,IL,McHenry County,6.1,86450.0,2017,4.45,59.41,8.7,90216663.0,3.75,61.98298578199052
5415,IL,McLean County,15.6,68895.0,2017,4.116666666666667,59.41,8.7,90216663.0,3.75,57.78142857142857
5416,IL,Macon County,14.3,51828.0,2017,5.525,59.41,8.7,90216663.0,3.75,55.42475409836065
5417,IL,Macoupin County,13.8,51756.0,2017,4.883333333333333,59.41,8.7,90216663.0,3.75,57.60652096342551
5418,IL,Madison County,14.4,58077.0,2017,4.758333333333333,59.41,8.7,90216663.0,3.75,57.621744236624615
5419,IL,Marion County,16.1,45126.0,2017,5.258333333333333,59.41,8.7,90216663.0,3.75,55.44624658603199
5420,IL,Marshall County,9.7,55337.0,2017,5.3916666666666675,59.41,8.7,90216663.0,3.75,61.142716731087795
5421,IL,Mason County,13.7,51731.0,2017,6.083333333333332,59.41,8.7,90216663.0,3.75,55.19727885425442
5422,IL,Massac County,15.3,47646.0,2017,6.4833333333333325,59.41,8.7,90216663.0,3.75,54.85628921193573
5423,IL,Menard County,8.7,65367.0,2017,4.216666666666667,59.41,8.7,90216663.0,3.75,62.25012903225806
5424,IL,Mercer County,10.6,52846.0,2017,5.133333333333333,59.41,8.7,90216663.0,3.75,61.13923728813559
5425,IL,Monroe County,4.9,83767.0,2017,3.408333333333333,59.41,8.7,90216663.0,3.75,61.420130391173515
5426,IL,Montgomery County,15.5,51206.0,2017,5.708333333333332,59.41,8.7,90216663.0,3.75,55.238094302554025
5427,IL,Morgan County,13.5,52357.0,2017,4.375,59.41,8.7,90216663.0,3.75,57.7579020979021
5428,IL,Moultrie County,9.0,60496.0,2017,3.8916666666666666,59.41,8.7,90216663.0,3.75,62.126871363930185
5429,IL,Ogle County,9.7,60656.0,2017,5.125,59.41,8.7,90216663.0,3.75,61.086644182124786
5430,IL,Peoria County,15.4,54195.0,2017,5.875,59.41,8.7,90216663.0,3.75,55.15735605170387
5431,IL,Perry County,15.6,50553.0,2017,6.0166666666666675,59.41,8.7,90216663.0,3.75,55.067979953739396
5432,IL,Piatt County,6.3,67173.0,2017,4.075,59.41,8.7,90216663.0,3.75,61.8844578313253
5433,IL,Pike County,15.9,43301.0,2017,4.541666666666667,59.41,8.7,90216663.0,3.75,57.64369343660823
5434,IL,Pope County,18.4,43119.0,2017,6.491666666666667,59.41,8.7,90216663.0,3.75,54.61133913625711
5435,IL,Pulaski County,22.9,38846.0,2017,7.95,59.41,8.7,90216663.0,3.75,53.50870340356564
5436,IL,Putnam County,8.0,64000.0,2017,4.941666666666666,59.41,8.7,90216663.0,3.75,62.46473277527366
5437,IL,Randolph County,15.8,52749.0,2017,4.408333333333333,59.41,8.7,90216663.0,3.75,57.68665979381443
5438,IL,Richland County,15.4,48489.0,2017,4.8,59.41,8.7,90216663.0,3.75,57.58029702970297
5439,IL,Rock Island County,12.9,51805.0,2017,5.116666666666667,59.41,8.7,90216663.0,3.75,61.24177613320999
5440,IL,St. Clair County,16.0,51937.0,2017,5.066666666666666,59.41,8.7,90216663.0,3.75,57.4859493670886
5441,IL,Saline County,18.6,41394.0,2017,6.45,59.41,8.7,90216663.0,3.75,54.62077844311377
5442,IL,Sangamon County,15.4,61519.0,2017,4.425,59.41,8.7,90216663.0,3.75,57.691336696090794
5443,IL,Schuyler County,11.8,52946.0,2017,4.558333333333334,59.41,8.7,90216663.0,3.75,62.69813041263372
5444,IL,Scott County,12.2,49745.0,2017,5.266666666666667,59.41,8.7,90216663.0,3.75,61.24931297709924
5445,IL,Shelby County,10.3,51873.0,2017,4.433333333333334,59.41,8.7,90216663.0,3.75,62.50932126696832
5446,IL,Stark County,11.1,51446.0,2017,6.333333333333332,59.41,8.7,90216663.0,3.75,61.42625239005736
5447,IL,Stephenson County,16.7,48237.0,2017,4.675,59.41,8.7,90216663.0,3.75,57.58374269005848
5448,IL,Tazewell County,9.1,61086.0,2017,5.341666666666667,59.41,8.7,90216663.0,3.75,61.09294864396999
5449,IL,Union County,19.0,45847.0,2017,6.433333333333334,59.41,8.7,90216663.0,3.75,54.603971166448225
5450,IL,Vermilion County,19.4,43649.0,2017,6.4833333333333325,59.41,8.7,90216663.0,3.75,54.55063103670315
5451,IL,Wabash County,13.8,52535.0,2017,5.241666666666667,59.41,8.7,90216663.0,3.75,55.61122538293216
5452,IL,Warren County,11.7,54023.0,2017,4.183333333333334,59.41,8.7,90216663.0,3.75,62.49153200419727
5453,IL,Washington County,8.1,56118.0,2017,3.0,59.41,8.7,90216663.0,3.75,61.59918918918919
5454,IL,Wayne County,14.0,46339.0,2017,6.15,59.41,8.7,90216663.0,3.75,55.13704714640198
5455,IL,White County,15.3,48202.0,2017,4.933333333333334,59.41,8.7,90216663.0,3.75,57.54476112026359
5456,IL,Whiteside County,12.9,54284.0,2017,4.808333333333334,59.41,8.7,90216663.0,3.75,62.9127294117647
5457,IL,Will County,7.0,82477.0,2017,5.091666666666667,59.41,8.7,90216663.0,3.75,60.88381116471399
5458,IL,Williamson County,15.3,49993.0,2017,5.141666666666667,59.41,8.7,90216663.0,3.75,55.56161027313493
5459,IL,Winnebago County,14.2,53490.0,2017,6.425,59.41,8.7,90216663.0,3.75,54.98648484848485
5460,IL,Woodford County,5.8,75733.0,2017,4.375,59.41,8.7,90216663.0,3.75,61.903857493857494
5461,IL,Adams County,12.3,55174.0,2018,3.808333333333333,55.94,8.74,198308808.0,3.75,58.847966890843246
5462,IL,Alexander County,27.6,35249.0,2018,8.108333333333333,55.94,8.74,198308808.0,3.75,49.67283547257876
5463,IL,Bond County,13.8,54800.0,2018,4.325,55.94,8.74,198308808.0,3.75,54.293517241379305
5464,IL,Boone County,9.2,74507.0,2018,5.675,55.94,8.74,198308808.0,3.75,57.69495798319328
5465,IL,Brown County,14.8,55327.0,2018,2.6,55.94,8.74,198308808.0,3.75,54.834252873563216
5466,IL,Bureau County,11.6,56099.0,2018,4.916666666666667,55.94,8.74,198308808.0,3.75,57.66653884964682
5467,IL,Calhoun County,11.0,56099.0,2018,5.116666666666667,55.94,8.74,198308808.0,3.75,57.686122026887276
5468,IL,Carroll County,11.4,51963.0,2018,4.416666666666667,55.94,8.74,198308808.0,3.75,59.123350895679664
5469,IL,Cass County,12.0,52486.0,2018,4.441666666666666,55.94,8.74,198308808.0,3.75,59.18176381145464
5470,IL,Champaign County,19.2,53251.0,2018,4.266666666666667,55.94,8.74,198308808.0,3.75,54.194545454545455
5471,IL,Christian County,12.5,52936.0,2018,5.2,55.94,8.74,198308808.0,3.75,57.77615819209039
5472,IL,Clark County,11.1,54092.0,2018,5.316666666666666,55.94,8.74,198308808.0,3.75,57.73741116751269
5473,IL,Clay County,14.3,45427.0,2018,5.175,55.94,8.74,198308808.0,3.75,52.14012836970475
5474,IL,Clinton County,8.2,66597.0,2018,3.5416666666666665,55.94,8.74,198308808.0,3.75,58.413385379701914
5475,IL,Coles County,20.0,47291.0,2018,4.666666666666667,55.94,8.74,198308808.0,3.75,54.0481081081081
5476,IL,Cook County,13.8,63347.0,2018,4.216666666666667,55.94,8.74,198308808.0,3.75,54.325106382978724
5477,IL,Crawford County,11.8,52313.0,2018,5.333333333333333,55.94,8.74,198308808.0,3.75,57.77657587548638
5478,IL,Cumberland County,11.7,60572.0,2018,3.983333333333333,55.94,8.74,198308808.0,3.75,58.91162592986185
5479,IL,DeKalb County,13.1,63274.0,2018,4.366666666666667,55.94,8.74,198308808.0,3.75,54.302499999999995
5480,IL,De Witt County,11.0,55300.0,2018,5.025,55.94,8.74,198308808.0,3.75,57.66464898595944
5481,IL,Douglas County,9.2,56976.0,2018,4.025,55.94,8.74,198308808.0,3.75,58.739999999999995
5482,IL,DuPage County,6.6,93540.0,2018,3.2416666666666667,55.94,8.74,198308808.0,3.75,58.11392040643522
5483,IL,Edgar County,13.5,51577.0,2018,4.733333333333333,55.94,8.74,198308808.0,3.75,54.18771480804387
5484,IL,Edwards County,11.1,51280.0,2018,4.616666666666667,55.94,8.74,198308808.0,3.75,59.20055143160127
5485,IL,Effingham County,9.7,60773.0,2018,3.691666666666667,55.94,8.74,198308808.0,3.75,58.61398879900435
5486,IL,Fayette County,14.9,47484.0,2018,5.166666666666667,55.94,8.74,198308808.0,3.75,52.10362126245847
