State,County,Poverty_Percent,Median_Income,Year,Unemployment,Happiness Score,Tax,Lottery Sales $,Win Tax %,County Happiness,PopulationTotal,PopulationScore,Lottery Tickets Sold,Lottery Winnings,TotalCrime,StateCrime,CrimeScore
IL,Kane County,12.6,66133.0,2011,9.8,65.9,10.2,166044624.0,3.75,68.65625,519110,4.03,3379173.540617038,488199.25,767.0,23659.0,-16829.002493765587
IL,Kankakee County,16.4,46046.0,2011,11.675,65.9,10.2,166044624.0,3.75,59.08005342831702,113519,0.88,738957.8339028446,109907.875,578.0,23659.0,-2773.320174140919
IL,Kendall County,5.1,82934.0,2011,9.408333333333333,65.9,10.2,166044624.0,3.75,67.55361860999426,116814,0.91,760406.8077548858,112664.475,355.0,23659.0,-1752.777801259563
IL,Knox County,20.2,39803.0,2011,8.816666666666666,65.9,10.2,166044624.0,3.75,62.83113153360138,52705,0.41,343085.93835260544,55748.0,225.0,23659.0,-501.23103258802144
IL,Lake County,11.1,74306.0,2011,8.9,65.9,10.2,166044624.0,3.75,70.8395,701642,5.45,4567375.086948085,1621442.9,1856.0,23659.0,-55042.375079251025
IL,Lawrence County,14.4,38934.0,2011,10.7,65.9,10.2,166044624.0,3.75,59.76135458167332,16901,0.13,110017.93841376313,24062.5,0.0,23659.0,0.0
IL,Lee County,11.3,48388.0,2011,9.058333333333334,65.9,10.2,166044624.0,3.75,70.92787556283257,35609,0.28,231798.63729812967,40486.6,193.0,23659.0,-290.48298744663765
IL,Livingston County,12.0,53249.0,2011,8.483333333333333,65.9,10.2,166044624.0,3.75,70.86989422294548,38805,0.3,252603.1655018092,34020.525,180.0,23659.0,-295.23225833720784
IL,Logan County,13.6,46863.0,2011,7.791666666666668,65.9,10.2,166044624.0,3.75,70.85364238410597,30270,0.24,197044.13915061887,36259.3,215.0,23659.0,-275.0771376643138
IL,McDonough County,20.3,38916.0,2011,7.975,65.9,10.2,166044624.0,3.75,63.037179487179486,32521,0.25,211697.1407108449,28445.725,75.0,23659.0,-103.09290333488313
IL,McHenry County,8.0,70682.0,2011,10.016666666666667,65.9,10.2,166044624.0,3.75,68.12386679000926,308504,2.4,2008222.8313353988,291905.075,699.0,23659.0,-9114.683460839427
IL,McLean County,15.1,58791.0,2011,6.591666666666668,65.9,10.2,166044624.0,3.75,63.605704955820215,170909,1.33,1112541.023392571,160464.15,300.0,23659.0,-2167.1541485269877
IL,Macon County,14.8,44725.0,2011,9.941666666666666,65.9,10.2,166044624.0,3.75,59.95308184573932,110684,0.86,720503.2539724844,107199.4,445.0,23659.0,-2081.8453865336655
IL,Macoupin County,12.5,46525.0,2011,9.741666666666667,65.9,10.2,166044624.0,3.75,68.63744848257775,47739,0.37,310759.5031024577,51792.125,240.0,23659.0,-484.27067923411806
IL,Madison County,14.0,50462.0,2011,8.958333333333334,65.9,10.2,166044624.0,3.75,71.36279491833032,268636,2.09,1748700.012053705,247300.9,961.0,23659.0,-10911.669808529525
IL,Marion County,17.1,40056.0,2011,10.033333333333333,65.9,10.2,166044624.0,3.75,59.57678132678133,39141,0.3,254790.37497503712,34265.0,283.0,23659.0,-468.1898220550319
IL,Marshall County,10.7,50571.0,2011,8.925,65.9,10.2,166044624.0,3.75,70.76611464968155,12487,0.1,81284.77586963256,10889.725,82.0,23659.0,-43.27883680628936
IL,Mason County,13.8,43515.0,2011,10.666666666666666,65.9,10.2,166044624.0,3.75,68.90817438692099,14471,0.11,94199.72704488294,12504.8,141.0,23659.0,-86.24248700283191
IL,Massac County,18.8,39308.0,2011,8.875,65.9,10.2,166044624.0,3.75,62.885546522131904,15281,0.12,99472.46416784296,13084.225,124.0,23659.0,-80.08977556109726
IL,Menard County,9.2,58900.0,2011,7.316666666666666,65.9,10.2,166044624.0,3.75,69.97547931382442,12698,0.1,82658.29134240365,11039.875,42.0,23659.0,-22.541781140369416
IL,Mercer County,9.3,52351.0,2011,8.375,65.9,10.2,166044624.0,3.75,70.30664780763792,16316,0.13,106209.85049162527,23640.925,0.0,23659.0,0.0
IL,Monroe County,5.2,71766.0,2011,6.725,65.9,10.2,166044624.0,3.75,68.83249475890986,33214,0.26,216208.26024937746,28944.3,69.0,23659.0,-96.86656240754047
IL,Montgomery County,14.5,49430.0,2011,11.95,65.9,10.2,166044624.0,3.75,59.348960302457456,29864,0.23,194401.2610371352,26347.475,223.0,23659.0,-281.48577708271694
IL,Morgan County,14.3,43210.0,2011,8.058333333333334,65.9,10.2,166044624.0,3.75,63.32301528140143,35481,0.28,230965.414641662,30765.35,105.0,23659.0,-157.46671456950844
IL,Moultrie County,11.4,49994.0,2011,7.6083333333333325,65.9,10.2,166044624.0,3.75,70.46299868478738,14856,0.12,96705.90456628986,12782.0,46.0,23659.0,-28.88439917156262
IL,Ogle County,10.4,55009.0,2011,11.491666666666667,65.9,10.2,166044624.0,3.75,68.62965359725925,53064,0.41,345422.8675219174,46377.1,237.0,23659.0,-531.5595756371782
IL,Peoria County,18.3,49022.0,2011,9.258333333333333,65.9,10.2,166044624.0,3.75,59.75204112488661,186754,1.45,1215684.8748904748,174634.075,967.0,23659.0,-7633.083308677459
IL,Perry County,18.5,40167.0,2011,10.208333333333334,65.9,10.2,166044624.0,3.75,59.321625544267064,22263,0.17,144922.15625735806,19157.6,82.0,23659.0,-77.1615875565324
IL,Piatt County,7.3,61339.0,2011,6.908333333333332,65.9,10.2,166044624.0,3.75,69.44938416422288,16679,0.13,108572.81786895184,14277.725,127.0,23659.0,-89.53180607802527
IL,Pike County,16.1,38743.0,2011,8.05,65.9,10.2,166044624.0,3.75,63.21666666666667,16348,0.13,106418.15615574222,14044.8,14.0,23659.0,-9.673781647575975
IL,Pope County,19.5,37757.0,2011,8.841666666666667,65.9,10.2,166044624.0,3.75,62.8583210820347,4498,0.03,29279.96491243752,4084.85,0.0,23659.0,0.0
IL,Pulaski County,22.4,31742.0,2011,12.0,65.9,10.2,166044624.0,3.75,58.086046511627906,5986,0.05,38966.178293875266,5153.225,118.0,23659.0,-29.855361596009974
IL,Putnam County,8.3,51518.0,2011,10.308333333333334,65.9,10.2,166044624.0,3.75,68.19894760412002,5976,0.05,38901.08277383873,5149.375,47.0,23659.0,-11.871676740352507
IL,Randolph County,17.0,44708.0,2011,8.283333333333333,65.9,10.2,166044624.0,3.75,63.1152274225445,33425,0.26,217581.7757221485,38717.525,0.0,23659.0,0.0
IL,Richland County,14.7,42369.0,2011,8.225,65.9,10.2,166044624.0,3.75,63.26297709923665,16190,0.13,105389.64693916484,13929.3,0.0,23659.0,0.0
IL,Rock Island County,14.1,44487.0,2011,8.483333333333333,65.9,10.2,166044624.0,3.75,71.19660516605167,147457,1.15,959879.0098028678,139575.975,447.0,23659.0,-2785.9706242867405
IL,St. Clair County,19.1,49634.0,2011,9.7,65.9,10.2,166044624.0,3.75,59.46701388888889,270048,2.1,1757891.499482865,248309.6,0.0,23659.0,0.0
IL,Saline County,20.8,35999.0,2011,9.533333333333333,65.9,10.2,166044624.0,3.75,59.36285714285715,24907,0.19,162133.4117550203,31546.9,0.0,23659.0,0.0
IL,Sangamon County,16.0,51537.0,2011,7.541666666666668,65.9,10.2,166044624.0,3.75,63.33716814159293,199038,1.55,1295648.2117033657,185571.925,942.0,23659.0,-7924.840272200854
IL,Schuyler County,12.3,43744.0,2011,8.041666666666666,65.9,10.2,166044624.0,3.75,70.76255632937321,7464,0.06,48587.29615527648,6406.4,6.0,23659.0,-1.892894881440467
IL,Scott County,11.3,48361.0,2011,8.258333333333333,65.9,10.2,166044624.0,3.75,70.67132509586708,5229,0.04,34038.447427108884,4616.15,31.0,23659.0,-6.851473012384294
IL,Shelby County,10.8,45964.0,2011,9.116666666666667,65.9,10.2,166044624.0,3.75,68.37179916317992,22278,0.17,145019.79953741285,19167.225,120.0,23659.0,-112.99547740817447
IL,Stark County,10.4,46913.0,2011,8.808333333333334,65.9,10.2,166044624.0,3.75,70.66911062906725,5842,0.05,38028.80280534904,5055.05,104.0,23659.0,-25.68020626400101
IL,Stephenson County,14.5,42661.0,2011,9.816666666666666,65.9,10.2,166044624.0,3.75,60.04633310486635,47323,0.37,308051.52946893737,51016.35,192.0,23659.0,-384.04057652478974
IL,Tazewell County,11.3,50106.0,2011,8.325,65.9,10.2,166044624.0,3.75,70.69350318471338,135850,1.06,884322.6396964509,129315.725,224.0,23659.0,-1286.208208292827
IL,Union County,19.8,39099.0,2011,11.666666666666664,65.9,10.2,166044624.0,3.75,58.55889830508475,17692,0.14,115166.99404865375,15005.375,103.0,23659.0,-77.02252842470095
IL,Vermilion County,19.8,40742.0,2011,9.975,65.9,10.2,166044624.0,3.75,59.26675062972293,81414,0.63,529968.6668255198,81275.425,696.0,23659.0,-2395.035462191978
IL,Wabash County,13.5,48154.0,2011,8.908333333333333,65.9,10.2,166044624.0,3.75,71.26686500557828,11794,0.09,76773.65633110006,9900.275,68.0,23659.0,-33.89796694703918
IL,Warren County,14.2,44818.0,2011,7.225,65.9,10.2,166044624.0,3.75,63.50571761960328,17836,0.14,116104.36953717998,24736.25,102.0,23659.0,-76.89555771587979
IL,Washington County,9.5,50465.0,2011,6.6,65.9,10.2,166044624.0,3.75,69.7944099378882,14576,0.11,94883.23000526664,12581.8,58.0,23659.0,-35.7330402806543
IL,Wayne County,12.6,40178.0,2011,8.033333333333333,65.9,10.2,166044624.0,3.75,70.80565428109854,16661,0.13,108455.64593288604,14268.1,166.0,23659.0,-116.89953083393212
IL,White County,16.8,41706.0,2011,7.9,65.9,10.2,166044624.0,3.75,63.213360323886654,14590,0.11,94974.36373331778,22214.5,201.0,23659.0,-123.95240711779873
IL,Whiteside County,13.2,45930.0,2011,9.458333333333334,65.9,10.2,166044624.0,3.75,68.65505700625229,58286,0.45,379415.7480850007,60810.75,249.0,23659.0,-613.433112134917
IL,Will County,8.4,72053.0,2011,10.741666666666667,65.9,10.2,166044624.0,3.75,68.25690030474533,680827,5.29,4431878.761992018,1603317.1,1496.0,23659.0,-43049.883427025656
IL,Williamson County,16.0,41079.0,2011,9.083333333333334,65.9,10.2,166044624.0,3.75,63.0029900332226,66732,0.52,434395.4243078658,68414.5,394.0,23659.0,-1111.306817701509
IL,Winnebago County,19.1,44353.0,2011,11.908333333333333,65.9,10.2,166044624.0,3.75,58.56490190808922,293642,2.28,1911477.8694570868,278922.875,1132.0,23659.0,-14049.73768967412
IL,Woodford County,7.0,65998.0,2011,6.433333333333334,65.9,10.2,166044624.0,3.75,69.25235732009926,38844,0.3,252857.0380299517,43678.25,188.0,23659.0,-308.6635952491652
IL,Adams County,12.4,46038.0,2012,6.558333333333334,66.6,8.13,155936815.0,3.75,70.88958241758243,67139,0.52,409936.4264059886,55422.675,281.0,25146.0,-750.2608367135927
IL,Alexander County,32.9,28933.0,2012,12.0,66.6,8.13,155936815.0,3.75,57.80712694877504,7717,0.06,47118.357475908386,6248.55,83.0,25146.0,-25.47168535751213
IL,Bond County,15.5,46639.0,2012,9.016666666666667,66.6,8.13,155936815.0,3.75,60.89945615227735,17537,0.14,107077.18479396211,14117.95,113.0,25146.0,-78.80700707866062
IL,Boone County,10.2,60433.0,2012,10.475,66.6,8.13,155936815.0,3.75,69.18391777509068,53735,0.42,328094.45885291405,53898.075,0.0,25146.0,0.0
IL,Brown County,16.3,46481.0,2012,5.991666666666667,66.6,8.13,155936815.0,3.75,64.40940186915887,6890,0.05,42068.871712972505,5495.875,26.0,25146.0,-7.123995864153345
IL,Bureau County,12.0,48005.0,2012,9.241666666666667,66.6,8.13,155936815.0,3.75,69.21043546488819,34342,0.27,209684.93358010188,37853.2,234.0,25146.0,-319.5748031496063
IL,Carroll County,12.6,47376.0,2012,8.233333333333333,66.6,8.13,155936815.0,3.75,71.57951999999997,15121,0.12,92325.60365339003,12298.825,87.0,25146.0,-52.31555714626581
IL,Cass County,13.6,44651.0,2012,8.516666666666667,66.6,8.13,155936815.0,3.75,71.83707611152975,13427,0.1,81982.40065168096,10966.725,14.0,25146.0,-7.4754632943609325
IL,Champaign County,20.5,46708.0,2012,7.1083333333333325,66.6,8.13,155936815.0,3.75,63.96092665258074,204630,1.59,1249427.1725145956,179225.2,815.0,25146.0,-6632.205917442138
IL,Christian County,15.4,43393.0,2012,9.416666666666666,66.6,8.13,155936815.0,3.75,60.75648085963736,34518,0.27,210759.55207378595,28349.475,0.0,25146.0,0.0
IL,Clark County,13.1,47404.0,2012,9.666666666666666,66.6,8.13,155936815.0,3.75,69.38111273792093,16259,0.13,99273.9891409608,13066.9,57.0,25146.0,-36.855285134812696
IL,Clay County,14.3,40573.0,2012,9.7,66.6,8.13,155936815.0,3.75,60.82041666666666,13714,0.11,83734.76149081349,11151.525,84.0,25146.0,-45.811500835122885
IL,Clinton County,9.9,60498.0,2012,6.675,66.6,8.13,155936815.0,3.75,70.5868778280543,37918,0.29,231519.2275199552,40451.95,109.0,25146.0,-164.36260240197248
IL,Coles County,22.9,36093.0,2012,8.833333333333334,66.6,8.13,155936815.0,3.75,60.22552521008403,53318,0.41,325548.3457173103,43990.1,95.0,25146.0,-201.43203690447785
IL,Cook County,18.0,52160.0,2012,9.65,66.6,8.13,155936815.0,3.75,60.31790235081374,5239351,40.67,31990360.678989,6601417.9,1433.0,25146.0,-298575.91597073094
IL,Crawford County,14.4,44363.0,2012,7.725,66.6,8.13,155936815.0,3.75,64.08610169491524,19588,0.15,119600.15371751893,16166.15,0.0,25146.0,0.0
IL,Cumberland County,12.4,44384.0,2012,7.808333333333334,66.6,8.13,155936815.0,3.75,71.39125773195876,10950,0.08,66858.36651045704,8620.15,36.0,25146.0,-15.67644953471725
IL,DeKalb County,17.0,50502.0,2012,8.508333333333333,66.6,8.13,155936815.0,3.75,63.764815419797436,104365,0.81,637230.4493939588,95893.875,279.0,25146.0,-1157.9509663564781
IL,De Witt County,11.2,51794.0,2012,8.1,66.6,8.13,155936815.0,3.75,71.30051813471502,16491,0.13,100690.53170081707,13220.9,65.0,25146.0,-42.62765449773324
IL,Douglas County,10.1,52758.0,2012,7.216666666666668,66.6,8.13,155936815.0,3.75,70.80914340712222,19888,0.15,121431.88978629858,16370.2,86.0,25146.0,-68.0174978127734
IL,DuPage County,7.3,78131.0,2012,7.5166666666666675,66.6,8.13,155936815.0,3.75,70.30337457817772,928666,7.21,5670236.693497725,828450.7,1193.0,25146.0,-44058.6390678438
IL,Edgar County,17.0,42645.0,2012,9.733333333333333,66.6,8.13,155936815.0,3.75,60.41047381546134,18158,0.14,110868.87845633595,14535.675,115.0,25146.0,-83.04183567963095
IL,Edwards County,11.1,43124.0,2012,7.875,66.6,8.13,155936815.0,3.75,71.20671936758895,6721,0.05,41036.99372755997,5391.925,51.0,25146.0,-13.631233595800525
IL,Effingham County,9.7,51319.0,2012,6.583333333333332,66.6,8.13,155936815.0,3.75,70.52169907881269,34273,0.27,209263.63428428254,28176.225,162.0,25146.0,-220.79957050823194
IL,Fayette County,17.6,41997.0,2012,8.991666666666667,66.6,8.13,155936815.0,3.75,60.64876214352867,22163,0.17,135322.5549745442,18098.85,123.0,25146.0,-108.40885230255309
IL,Ford County,11.7,48652.0,2012,7.475,66.6,8.13,155936815.0,3.75,71.16101694915254,13879,0.11,84742.2163286423,11268.95,128.0,25146.0,-70.64789628569156
IL,Franklin County,17.1,38992.0,2012,10.708333333333334,66.6,8.13,155936815.0,3.75,60.01519328738387,39865,0.31,243407.19460633516,42438.55,310.0,25146.0,-491.4558975582598
IL,Fulton County,15.4,41899.0,2012,9.983333333333333,66.6,8.13,155936815.0,3.75,60.54313854235062,36587,0.28,223392.42516146952,29937.6,197.0,25146.0,-286.63163127336355
IL,Gallatin County,17.8,38126.0,2012,8.466666666666667,66.6,8.13,155936815.0,3.75,63.73121827411167,5390,0.04,32910.19136907428,4489.1,0.0,25146.0,0.0
IL,Greene County,14.1,41576.0,2012,8.433333333333334,66.6,8.13,155936815.0,3.75,63.961464497041405,13656,0.11,83380.62585084942,11116.875,48.0,25146.0,-26.067287043664997
IL,Grundy County,8.3,63167.0,2012,11.5,66.6,8.13,155936815.0,3.75,69.01035353535353,50160,0.39,306266.27069995657,50818.075,198.0,25146.0,-394.96062992125985
IL,Hamilton County,14.7,42673.0,2012,8.0,66.6,8.13,155936815.0,3.75,64.00969162995594,8388,0.07,51215.340483078864,6706.7,0.0,25146.0,0.0
IL,Hancock County,13.1,45183.0,2012,8.341666666666667,66.6,8.13,155936815.0,3.75,71.69642440730664,18829,0.15,114965.86146350644,14984.2,0.0,25146.0,0.0
IL,Hardin County,20.7,36576.0,2012,10.591666666666667,66.6,8.13,155936815.0,3.75,59.593422103861506,4281,0.03,26138.873701485532,3545.85,0.0,25146.0,0.0
IL,Henderson County,11.9,47047.0,2012,8.0,66.6,8.13,155936815.0,3.75,71.38391959798994,7043,0.05,43003.057108050125,5607.525,173.0,25146.0,-48.45458522230176
IL,Henry County,10.8,53998.0,2012,7.45,66.6,8.13,155936815.0,3.75,71.00876712328767,50249,0.39,306809.6857336946,50879.675,119.0,25146.0,-237.79650839099656
IL,Iroquois County,14.1,47201.0,2012,8.641666666666667,66.6,8.13,155936815.0,3.75,61.24210333455478,29267,0.23,178698.0650832462,23943.15,215.0,25146.0,-250.23482860097033
IL,Jackson County,29.4,31900.0,2012,7.875,66.6,8.13,155936815.0,3.75,63.49436619718309,59066,0.46,360644.4087951283,48733.3,340.0,25146.0,-798.6335798934224
IL,Jasper County,10.8,48726.0,2012,7.666666666666668,66.6,8.13,155936815.0,3.75,71.08375451263538,9672,0.08,59055.17085745575,7761.6,0.0,25146.0,0.0
IL,Jefferson County,15.9,40596.0,2012,9.266666666666667,66.6,8.13,155936815.0,3.75,60.745430463576156,38658,0.3,236037.50982294505,31999.275,347.0,25146.0,-533.4576473395371
IL,Jersey County,10.0,52049.0,2012,9.066666666666666,66.6,8.13,155936815.0,3.75,68.97762237762237,22710,0.18,138662.42040661912,28091.525,0.0,25146.0,0.0
IL,Jo Daviess County,12.1,49671.0,2012,7.616666666666667,66.6,8.13,155936815.0,3.75,71.27430262045647,22543,0.17,137642.75399499846,18358.725,119.0,25146.0,-106.68165911079296
IL,Johnson County,13.8,43237.0,2012,11.633333333333333,66.6,8.13,155936815.0,3.75,69.75609436435124,12856,0.1,78495.99633410371,20199.025,117.0,25146.0,-59.8167501789549
IL,Kane County,11.9,64870.0,2012,8.941666666666666,66.6,8.13,155936815.0,3.75,69.15271891243502,520669,4.04,3179093.9573180964,460548.55,584.0,25146.0,-12092.20933746918
IL,Kankakee County,17.1,50985.0,2012,10.675,66.6,8.13,155936815.0,3.75,60.027812781278115,112974,0.88,689795.1687810386,102945.15,521.0,25146.0,-2340.708422810785
IL,Kendall County,5.1,84816.0,2012,8.375,66.6,8.13,155936815.0,3.75,69.76975881261596,118246,0.92,721984.8772963929,107370.725,353.0,25146.0,-1659.9394734749067
IL,Knox County,14.9,40973.0,2012,8.375,66.6,8.13,155936815.0,3.75,63.91928034371643,52302,0.41,319344.86623104324,52737.3,228.0,25146.0,-474.2247673586256
IL,Lake County,9.4,74459.0,2012,8.183333333333334,66.6,8.13,155936815.0,3.75,70.97478672985781,702083,5.45,4286769.181256731,620962.65,1828.0,25146.0,-51038.24560566293
IL,Lawrence County,16.8,39474.0,2012,10.25,66.6,8.13,155936815.0,3.75,60.234011090573006,16728,0.13,102137.603195153,13569.325,30.0,25146.0,-19.957050823192557
IL,Lee County,12.5,50304.0,2012,8.316666666666666,66.6,8.13,155936815.0,3.75,71.59399519615692,35216,0.27,215021.39132714656,28809.55,0.0,25146.0,0.0
IL,Livingston County,12.5,55150.0,2012,7.791666666666668,66.6,8.13,155936815.0,3.75,71.39979466119095,38511,0.3,235139.95914924302,31904.95,300.0,25146.0,-459.44881889763775
IL,Logan County,14.6,47111.0,2012,7.533333333333332,66.6,8.13,155936815.0,3.75,64.11536144578312,30358,0.24,185359.4785867082,24674.65,155.0,25146.0,-187.12677960709456
IL,McDonough County,22.3,40487.0,2012,7.7333333333333325,66.6,8.13,155936815.0,3.75,63.72896781354051,32558,0.25,198792.20975775886,26830.65,90.0,25146.0,-116.52827487473157
IL,McHenry County,7.6,76417.0,2012,9.008333333333333,66.6,8.13,155936815.0,3.75,68.66111389864525,308230,2.39,1881986.6949331663,274801.45,698.0,25146.0,-8555.815636681778
IL,McLean County,14.8,62129.0,2012,6.4,66.6,8.13,155936815.0,3.75,64.36603773584905,172721,1.34,1054597.6184522968,152816.125,228.0,25146.0,-1566.0696731090432
IL,Macon County,21.8,44889.0,2012,9.933333333333334,66.6,8.13,155936815.0,3.75,59.77605042016807,110134,0.85,672454.7339965913,1063339.2,436.0,25146.0,-1909.5849836952198
IL,Macoupin County,13.7,48349.0,2012,9.55,66.6,8.13,155936815.0,3.75,69.41365591397849,47054,0.37,287301.69660119136,38711.75,232.0,25146.0,-434.1258251809433
IL,Madison County,13.0,51736.0,2012,8.875,66.6,8.13,155936815.0,3.75,69.23714285714286,268072,2.08,1636790.5047663231,231966.35,776.0,25146.0,-8272.64264694186
IL,Marion County,18.0,40890.0,2012,9.833333333333334,66.6,8.13,155936815.0,3.75,60.24071856287424,39008,0.3,238174.53523652127,41866.825,297.0,25146.0,-460.7244094488189
IL,Marshall County,9.9,53100.0,2012,8.383333333333333,66.6,8.13,155936815.0,3.75,71.13938012762078,12259,0.1,74850.84155723221,9690.45,64.0,25146.0,-31.200827169331106
IL,Mason County,15.3,45314.0,2012,10.083333333333334,66.6,8.13,155936815.0,3.75,60.52219304005252,14322,0.11,87447.07992354024,11755.975,142.0,25146.0,-80.8766404199475
IL,Massac County,17.4,40837.0,2012,9.641666666666667,66.6,8.13,155936815.0,3.75,60.39605546995377,15066,0.12,91989.78537411377,12256.475,86.0,25146.0,-51.526127415891196
IL,Menard County,10.1,62001.0,2012,7.175,66.6,8.13,155936815.0,3.75,70.79493487698988,12691,0.1,77488.5414962749,9988.825,0.0,25146.0,0.0
IL,Mercer County,8.4,52503.0,2012,7.791666666666668,66.6,8.13,155936815.0,3.75,70.64220277920741,16163,0.13,98687.83359895133,22624.525,170.0,25146.0,-109.27026167183648
IL,Monroe County,4.5,72265.0,2012,6.75,66.6,8.13,155936815.0,3.75,69.3,33260,0.26,203078.47215870328,27306.125,97.0,25146.0,-128.29953074047563
IL,Montgomery County,13.5,45365.0,2012,11.283333333333333,66.6,8.13,155936815.0,3.75,69.6731338264963,29616,0.23,180828.98470992653,24176.075,189.0,25146.0,-222.59699355762348
IL,Morgan County,13.5,47514.0,2012,7.775,66.6,8.13,155936815.0,3.75,71.53360752056403,35317,0.27,215638.0758036357,28878.85,129.0,25146.0,-181.17764256740637
IL,Moultrie County,10.3,50859.0,2012,7.1416666666666675,66.6,8.13,155936815.0,3.75,70.81743908265645,14874,0.12,90817.4742900948,12125.575,76.0,25146.0,-44.95442615127654
IL,Ogle County,10.4,52976.0,2012,10.166666666666666,66.6,8.13,155936815.0,3.75,69.17050243111832,52776,0.41,322239.00921971514,43628.2,202.0,25146.0,-423.9541875447387
IL,Peoria County,19.4,47310.0,2012,8.425,66.6,8.13,155936815.0,3.75,63.66298292902065,187317,1.45,1143717.6839853222,164772.3,1091.0,25146.0,-8127.051896921976
IL,Perry County,17.4,40877.0,2012,10.675,66.6,8.13,155936815.0,3.75,59.9839715048976,21846,0.17,133387.02052853373,17885.175,77.0,25146.0,-66.89501312335958
IL,Piatt County,7.2,63656.0,2012,6.741666666666667,66.6,8.13,155936815.0,3.75,70.08164973102211,16501,0.13,100751.5895697764,13228.6,127.0,25146.0,-83.33838383838385
IL,Pike County,16.1,40087.0,2012,7.591666666666668,66.6,8.13,155936815.0,3.75,64.02048892015476,16234,0.13,99121.34446856251,13039.95,41.0,25146.0,-26.46917998886503
IL,Pope County,21.7,38588.0,2012,8.608333333333333,66.6,8.13,155936815.0,3.75,63.51832554302997,4459,0.03,27225.70376896145,3667.125,0.0,25146.0,0.0
IL,Pulaski County,24.4,32510.0,2012,11.458333333333336,66.6,8.13,155936815.0,3.75,58.803114106437356,5962,0.05,36402.70147354747,4872.175,85.0,25146.0,-20.15310586176728
IL,Putnam County,8.7,58776.0,2012,9.366666666666667,66.6,8.13,155936815.0,3.75,68.85525830258302,5910,0.05,36085.200554958996,4841.375,52.0,25146.0,-12.22142686709616
IL,Randolph County,14.4,46817.0,2012,8.433333333333334,66.6,8.13,155936815.0,3.75,63.9407299270073,33075,0.26,201948.90158295585,27182.925,0.0,25146.0,0.0
IL,Richland County,14.4,41667.0,2012,8.075,66.6,8.13,155936815.0,3.75,64.0131256952169,16134,0.13,98510.76577896927,12972.575,0.0,25146.0,0.0
IL,Rock Island County,14.0,49875.0,2012,8.058333333333334,66.6,8.13,155936815.0,3.75,71.7144692104269,147672,1.15,901653.7624960924,131899.075,363.0,25146.0,-2131.748031496063
IL,St. Clair County,19.3,46921.0,2012,9.591666666666667,66.6,8.13,155936815.0,3.75,60.19264493798673,268673,2.09,1640460.0826907782,232376.375,921.0,25146.0,-9840.4451204963
IL,Saline County,21.0,38056.0,2012,9.133333333333333,66.6,8.13,155936815.0,3.75,60.23495575221239,24914,0.19,152119.57472525357,20143.2,141.0,25146.0,-139.6991171558101
IL,Sangamon County,14.0,55386.0,2012,7.441666666666666,66.6,8.13,155936815.0,3.75,71.45891954916439,199404,1.55,1217518.3301964542,174834.275,1040.0,25146.0,-8247.043664996421
IL,Schuyler County,12.3,47766.0,2012,7.908333333333332,66.6,8.13,155936815.0,3.75,71.41348453608245,7456,0.06,45524.747096070096,6077.225,13.0,25146.0,-3.8546090829555397
IL,Scott County,11.8,47541.0,2012,8.741666666666667,66.6,8.13,155936815.0,3.75,69.11079107505071,5287,0.04,32281.295318793276,4419.8,34.0,25146.0,-7.148572337548715
IL,Shelby County,11.8,47428.0,2012,8.633333333333333,66.6,8.13,155936815.0,3.75,71.58564437194126,22203,0.17,135566.7864503815,18121.95,123.0,25146.0,-108.60450966356477
IL,Stark County,10.6,48225.0,2012,8.183333333333334,66.6,8.13,155936815.0,3.75,71.21810115350488,5739,0.04,35041.110995754614,4722.025,74.0,25146.0,-16.88880935337628
IL,Stephenson County,15.0,45907.0,2012,9.091666666666667,66.6,8.13,155936815.0,3.75,60.93932895191975,46886,0.36,286275.92440267466,38603.95,189.0,25146.0,-352.4001431639227
IL,Tazewell County,8.6,60403.0,2012,7.5166666666666675,66.6,8.13,155936815.0,3.75,70.61096173733195,136127,1.06,831162.4527825556,122389.575,256.0,25146.0,-1385.8471327447705
IL,Union County,16.6,41054.0,2012,11.008333333333333,66.6,8.13,155936815.0,3.75,59.98104437066102,17608,0.14,107510.69566357328,976656.45,106.0,25146.0,-74.22444921657521
IL,Vermilion County,18.9,40709.0,2012,9.333333333333334,66.6,8.13,155936815.0,3.75,60.35206611570247,80862,0.63,493726.13997886545,76214.6,649.0,25146.0,-2086.989501312336
IL,Wabash County,13.4,46323.0,2012,7.991666666666667,66.6,8.13,155936815.0,3.75,71.60607713283989,11686,0.09,71352.2256658631,9114.875,42.0,25146.0,-19.518492006680983
IL,Warren County,14.6,43045.0,2012,7.125,66.6,8.13,155936815.0,3.75,64.20586881472957,17749,0.14,108371.61161589973,14258.475,98.0,25146.0,-69.1721148492802
IL,Washington County,9.8,54564.0,2012,6.383333333333333,66.6,8.13,155936815.0,3.75,70.46549948506694,14599,0.11,89138.38289371344,11946.55,0.0,25146.0,0.0
IL,Wayne County,14.2,43662.0,2012,7.716666666666668,66.6,8.13,155936815.0,3.75,64.10015209125474,16656,0.13,101697.98653864588,13324.85,139.0,25146.0,-92.0696731090432
IL,White County,14.4,42911.0,2012,7.583333333333332,66.6,8.13,155936815.0,3.75,64.11630022744502,14522,0.11,88668.23730272667,11892.65,147.0,25146.0,-84.89358148413267
