State,County,Poverty_Percent,Median_Income,Year,Unemployment,Happiness Score,Tax,Lottery Sales $,Win Tax %,County Happiness,PopulationTotal,PopulationScore,Lottery Tickets Sold,Lottery Winnings
IN,Floyd County,12.4,49117.0,2010,8.616666666666667,64.8,9.6,19250834.0,3.4,69.88390166534496,74709,1.15,114153.15342842693,14951.748
IN,Fountain County,12.4,43947.0,2010,11.5,64.8,9.6,19250834.0,3.4,67.78326359832636,17276,0.27,26397.219593750466,3593.52
IN,Franklin County,12.3,48938.0,2010,11.166666666666664,64.8,9.6,19250834.0,3.4,67.72649147727273,23059,0.36,35233.47340890785,4766.244
IN,Fulton County,13.8,40856.0,2010,11.116666666666667,64.8,9.6,19250834.0,3.4,67.87846153846154,20817,0.32,31807.763387537823,4381.776
IN,Gibson County,12.1,45383.0,2010,7.8,64.8,9.6,19250834.0,3.4,69.54271356783919,33545,0.52,51255.77282197033,6733.02
IN,Grant County,19.8,35976.0,2010,11.308333333333335,64.8,9.6,19250834.0,3.4,57.60241092954728,69903,1.08,106809.72686165426,14134.512
IN,Greene County,14.0,41504.0,2010,10.375,64.8,9.6,19250834.0,3.4,61.82051282051282,33207,0.51,50739.31876879322,6676.992
IN,Hamilton County,4.9,82054.0,2010,6.533333333333332,64.8,9.6,19250834.0,3.4,67.6,276493,4.26,422473.16723401524,66866.52
IN,Hancock County,8.5,62195.0,2010,8.975,64.8,9.6,19250834.0,3.4,69.16552217453504,70247,1.08,107335.34873826054,14194.404
IN,Harrison County,11.0,48775.0,2010,9.608333333333333,64.8,9.6,19250834.0,3.4,69.9285887585928,39330,0.61,60095.08257827077,7899.948
IN,Hendricks County,6.4,66080.0,2010,7.6416666666666675,64.8,9.6,19250834.0,3.4,68.28296735905046,145954,2.25,223013.4167970743,29998.164
IN,Henry County,16.2,40732.0,2010,13.508333333333333,64.8,9.6,19250834.0,3.4,57.433884992987366,49530,0.76,75680.3824078757,9824.22
IN,Howard County,16.0,41786.0,2010,12.283333333333333,64.8,9.6,19250834.0,3.4,57.851266941661756,82752,1.27,126442.62073524187,16986.144
IN,Huntington County,11.3,46530.0,2010,11.575,64.8,9.6,19250834.0,3.4,67.65896174863387,37117,0.57,56713.683703475115,16993.872
IN,Jackson County,12.7,46562.0,2010,10.266666666666667,64.8,9.6,19250834.0,3.4,70.47721335268506,42586,0.66,65070.15475917211,8452.5
IN,Jasper County,9.5,55267.0,2010,10.158333333333333,64.8,9.6,19250834.0,3.4,69.70907164052565,33496,0.52,51180.90226396536,6719.496
IN,Jay County,15.6,38117.0,2010,10.366666666666667,64.8,9.6,19250834.0,3.4,61.68600770218228,21179,0.33,32360.888734431646,4443.6
IN,Jefferson County,15.9,41654.0,2010,11.066666666666665,64.8,9.6,19250834.0,3.4,58.27490729295425,32395,0.5,49498.60666471095,6537.888
IN,Jennings County,14.2,41869.0,2010,12.625,64.8,9.6,19250834.0,3.4,58.116868592730654,28481,0.44,43518.12984774294,5674.284
IN,Johnson County,10.5,58695.0,2010,8.541666666666666,64.8,9.6,19250834.0,3.4,69.51006564551422,140269,2.16,214326.90409792683,28840.896
IN,Knox County,17.6,39123.0,2010,7.95,64.8,9.6,19250834.0,3.4,62.061839530332676,38391,0.59,58660.3182116042,7743.456
IN,Kosciusko County,13.4,47811.0,2010,10.766666666666667,64.8,9.6,19250834.0,3.4,67.78496551724136,77340,1.19,118173.24400212208,16068.444
IN,Lake County,17.7,45252.0,2010,10.491666666666667,64.8,9.6,19250834.0,3.4,58.21285840969554,495947,7.64,757792.4210385368,112786.296
IN,Lawrence County,15.2,41305.0,2010,12.35,64.8,9.6,19250834.0,3.4,57.98620689655172,46102,0.71,70442.49928867121,9051.42
IN,Madison County,18.0,39449.0,2010,11.75,64.8,9.6,19250834.0,3.4,57.690756302521,131619,2.03,201109.95865419327,36849.036
IN,Marion County,20.8,39393.0,2010,10.291666666666666,64.8,9.6,19250834.0,3.4,61.357491289198606,904591,13.94,1382188.4272707992,197954.652
IN,Marshall County,12.7,43283.0,2010,11.016666666666667,64.8,9.6,19250834.0,3.4,67.74964862965565,47000,0.72,71814.61686190506,9200.184
IN,Martin County,13.2,43854.0,2010,7.375,64.8,9.6,19250834.0,3.4,69.53147023086271,10359,0.16,15828.247150478182,2416.932
IN,Miami County,17.0,40466.0,2010,12.175,64.8,9.6,19250834.0,3.4,57.705741216795204,36810,0.57,56244.59673801543,7277.844
IN,Monroe County,24.3,38348.0,2010,7.725,64.8,9.6,19250834.0,3.4,61.8692037470726,138566,2.13,211724.77021461143,28551.096
IN,Montgomery County,15.3,41853.0,2010,9.891666666666667,64.8,9.6,19250834.0,3.4,61.79617929209393,38098,0.59,58212.62283414594,7691.292
IN,Morgan County,11.9,53738.0,2010,10.1,64.8,9.6,19250834.0,3.4,70.26318181818182,69138,1.07,105640.82937443389,14010.864
IN,Newton County,11.1,48043.0,2010,11.041666666666664,64.8,9.6,19250834.0,3.4,67.56768912307113,14233,0.22,21747.605144584995,3071.88
IN,Noble County,12.6,45269.0,2010,12.825,64.8,9.6,19250834.0,3.4,67.97787610619469,47454,0.73,72508.31550137963,9277.464
IN,Ohio County,10.0,47937.0,2010,10.775,64.8,9.6,19250834.0,3.4,67.39326113116726,6086,0.09,9299.22889833094,1215.228
IN,Orange County,17.5,35999.0,2010,12.325,64.8,9.6,19250834.0,3.4,57.568231349538976,19814,0.31,30275.20890429334,4217.556
IN,Owen County,14.1,42658.0,2010,11.266666666666667,64.8,9.6,19250834.0,3.4,58.53745072273324,21566,0.33,32952.213345613716,4511.22
IN,Parke County,16.6,42749.0,2010,10.641666666666667,64.8,9.6,19250834.0,3.4,58.315386968491886,17275,0.27,26395.691623178936,13253.52
IN,Perry County,13.0,41446.0,2010,10.308333333333334,64.8,9.6,19250834.0,3.4,70.54937432963891,19409,0.3,29656.380822823732,4148.004
IN,Pike County,14.7,39684.0,2010,9.266666666666667,64.8,9.6,19250834.0,3.4,61.95813630041725,12720,0.2,19435.785669860266,2822.652
IN,Porter County,10.9,56648.0,2010,9.25,64.8,9.6,19250834.0,3.4,69.80372208436725,164487,2.53,251331.29539923783,33999.336
IN,Posey County,9.8,56159.0,2010,7.558333333333334,64.8,9.6,19250834.0,3.4,69.0672107537206,25861,0.4,39514.84695033461,5231.856
IN,Pulaski County,14.2,41794.0,2010,9.691666666666666,64.8,9.6,19250834.0,3.4,61.91988140913847,13323,0.21,20357.15192449279,2919.252
IN,Putnam County,13.9,44437.0,2010,11.35,64.8,9.6,19250834.0,3.4,58.55188118811881,37909,0.58,57923.83639612679,7467.18
IN,Randolph County,16.0,40806.0,2010,11.475,64.8,9.6,19250834.0,3.4,58.117561419472246,26178,0.4,39999.21362150959,5291.748
IN,Ripley County,10.7,45951.0,2010,10.925,64.8,9.6,19250834.0,3.4,67.50283236994221,28815,0.44,44028.472018633925,5925.444
IN,Rush County,13.2,45464.0,2010,10.858333333333333,64.8,9.6,19250834.0,3.4,67.77880152407343,17384,0.27,26562.240415475695,3608.976
IN,St. Joseph County,15.9,42316.0,2010,11.266666666666667,64.8,9.6,19250834.0,3.4,58.20588957055215,266797,4.11,407657.9645724614,55365.324
IN,Scott County,18.8,39134.0,2010,12.833333333333336,64.8,9.6,19250834.0,3.4,57.17302423603793,24171,0.37,36932.57668444909,14607.852
IN,Shelby County,12.8,46619.0,2010,10.658333333333333,64.8,9.6,19250834.0,3.4,67.70785079928952,44297,0.68,67684.51240705977,8740.368
IN,Spencer County,11.3,47726.0,2010,8.575,64.8,9.6,19250834.0,3.4,69.67534591194968,20915,0.32,31957.504503547756,4397.232
IN,Starke County,18.2,38317.0,2010,12.991666666666667,64.8,9.6,19250834.0,3.4,57.21950307240181,23345,0.36,35670.4729923654,4808.748
IN,Steuben County,12.8,45431.0,2010,10.85,64.8,9.6,19250834.0,3.4,67.73615221987315,34109,0.53,52117.54822431319,6825.756
IN,Sullivan County,14.7,42481.0,2010,9.783333333333333,64.8,9.6,19250834.0,3.4,61.86300204220558,21390,0.33,32683.290525024455,4486.104
IN,Switzerland County,16.3,42268.0,2010,9.05,64.8,9.6,19250834.0,3.4,61.890433925049315,10717,0.17,16375.260615085885,2478.756
IN,Tippecanoe County,20.9,41722.0,2010,8.616666666666667,64.8,9.6,19250834.0,3.4,61.74937888198758,173104,2.67,264497.81781411095,35655.06
IN,Tipton County,8.5,54171.0,2010,9.975,64.8,9.6,19250834.0,3.4,69.3893098782138,15878,0.24,24261.116734751675,3350.088
IN,Union County,12.6,44337.0,2010,9.991666666666667,64.8,9.6,19250834.0,3.4,70.37263002582073,7537,0.12,11516.314197620819,1456.728
IN,Vanderburgh County,16.9,41024.0,2010,8.691666666666666,64.8,9.6,19250834.0,3.4,61.93013676326929,179842,2.77,274793.2835250794,37277.94
IN,Vermillion County,13.6,42613.0,2010,12.583333333333336,64.8,9.6,19250834.0,3.4,68.06798217695734,16116,0.25,24624.77373077579,3394.524
IN,Vigo County,19.1,39089.0,2010,10.916666666666664,64.8,9.6,19250834.0,3.4,57.85358134369794,107888,1.66,164849.68902121732,22303.008
IN,Wabash County,12.2,42990.0,2010,11.108333333333333,64.8,9.6,19250834.0,3.4,67.70715051841258,32848,0.51,50190.777333613994,6611.304
IN,Warren County,9.8,50349.0,2010,10.291666666666666,64.8,9.6,19250834.0,3.4,69.81990875155536,8521,0.13,13019.837240006236,1628.676
IN,Warrick County,7.3,59195.0,2010,7.816666666666666,64.8,9.6,19250834.0,3.4,68.57475192943771,59839,0.92,91432.2310297774,12239.22
IN,Washington County,15.9,39945.0,2010,11.9,64.8,9.6,19250834.0,3.4,57.99388489208633,28292,0.44,43229.34340972379,5647.236
IN,Wayne County,20.3,36424.0,2010,12.5,64.8,9.6,19250834.0,3.4,57.06371951219512,68889,1.06,105260.36470212294,13964.496
IN,Wells County,9.6,45492.0,2010,9.508333333333333,64.8,9.6,19250834.0,3.4,69.57697339729611,27682,0.43,42297.28136109055,5550.636
IN,White County,12.2,43487.0,2010,10.233333333333333,64.8,9.6,19250834.0,3.4,70.36523031203565,24683,0.38,37714.8976170724,5032.86
IN,Whitley County,9.3,49989.0,2010,11.2,64.8,9.6,19250834.0,3.4,67.34048780487804,33353,0.51,50962.40247223659,6696.312
IN,Adams County,15.0,47265.0,2011,7.6416666666666675,65.1,9.5,34494916.0,3.4,62.56871549503128,34368,0.53,93713.42223166586,22152.312
IN,Allen County,17.2,47411.0,2011,9.133333333333333,65.1,9.5,34494916.0,3.4,59.13443037974683,358974,5.51,978837.3496330895,143056.872
IN,Bartholomew County,12.7,52669.0,2011,7.45,65.1,9.5,34494916.0,3.4,69.7955334987593,77620,1.19,211651.41508443622,28547.232
IN,Benton County,13.0,45644.0,2011,7.708333333333332,65.1,9.5,34494916.0,3.4,69.93903420523138,8856,0.14,24148.22123148373,3340.428
IN,Blackford County,16.1,38346.0,2011,12.033333333333333,65.1,9.5,34494916.0,3.4,58.21362559241705,12656,0.19,34509.92410858831,4677.372
IN,Boone County,8.1,63717.0,2011,6.558333333333334,65.1,9.5,34494916.0,3.4,68.7240477544059,57915,0.89,157920.5321388189,21340.872
IN,Brown County,13.0,53376.0,2011,9.008333333333333,65.1,9.5,34494916.0,3.4,70.42109049602422,15076,0.23,41108.69278295491,5415.396
IN,Carroll County,11.6,49216.0,2011,8.141666666666667,65.1,9.5,34494916.0,3.4,69.88395947657239,20043,0.31,54652.52914889661,7109.76
IN,Cass County,14.7,41271.0,2011,9.241666666666667,65.1,9.5,34494916.0,3.4,59.425687434737206,38916,0.6,106114.74451721102,14057.232
IN,Clark County,13.0,49778.0,2011,8.725,65.1,9.5,34494916.0,3.4,70.32094361334867,111490,1.71,304006.9088864183,40902.372
IN,Clay County,13.7,44574.0,2011,10.183333333333334,65.1,9.5,34494916.0,3.4,68.02069085833914,26837,0.41,73178.16318759359,9546.012
IN,Clinton County,16.2,45712.0,2011,8.45,65.1,9.5,34494916.0,3.4,62.323326572008106,33034,0.51,90075.91916901914,12090.456
IN,Crawford County,19.5,37674.0,2011,11.608333333333333,65.1,9.5,34494916.0,3.4,57.8234128047147,10621,0.16,28960.959541507305,3877.524
IN,Daviess County,15.0,43800.0,2011,5.9833333333333325,65.1,9.5,34494916.0,3.4,62.961397934868934,31950,0.49,87120.1070851293,11572.68
IN,Dearborn County,8.9,56344.0,2011,9.45,65.1,9.5,34494916.0,3.4,67.391689373297,49986,0.77,136300.0210565657,18267.06
IN,Decatur County,14.5,44574.0,2011,9.583333333333334,65.1,9.5,34494916.0,3.4,59.33010380622837,25902,0.4,70628.63892704286,9068.808
IN,Delaware County,23.0,37208.0,2011,9.933333333333334,65.1,9.5,34494916.0,3.4,58.162753036437245,117901,1.81,321488.1923456598,53365.704
IN,Dubois County,8.3,51936.0,2011,5.95,65.1,9.5,34494916.0,3.4,68.56561403508772,42162,0.65,114965.82018539036,15038.688
IN,Elkhart County,18.3,44354.0,2011,10.533333333333333,65.1,9.5,34494916.0,3.4,58.414682080924855,198279,3.04,540660.0223077419,82940.76
IN,Fayette County,21.5,37292.0,2011,12.316666666666665,65.1,9.5,34494916.0,3.4,57.26929521931986,24150,0.37,65851.34854791465,8533.644
IN,Floyd County,12.8,51210.0,2011,7.8,65.1,9.5,34494916.0,3.4,69.94660194174756,74978,1.15,204447.3048209335,27751.248
IN,Fountain County,11.4,44508.0,2011,9.4,65.1,9.5,34494916.0,3.4,67.67596153846154,17157,0.26,46783.088490127186,6238.428
IN,Franklin County,11.3,51106.0,2011,9.833333333333334,65.1,9.5,34494916.0,3.4,67.72894321766562,23040,0.35,62824.64060223409,8205.204
IN,Fulton County,14.6,42417.0,2011,9.058333333333334,65.1,9.5,34494916.0,3.4,62.3049665375132,20735,0.32,56539.44977809565,7318.416
IN,Gibson County,11.5,46570.0,2011,7.166666666666668,65.1,9.5,34494916.0,3.4,69.51517857142856,33524,0.51,91412.03348738262,12237.288
IN,Grant County,17.4,38745.0,2011,10.183333333333334,65.1,9.5,34494916.0,3.4,58.67619335347432,69616,1.07,189826.39670855593,25452.168
IN,Greene County,14.3,42877.0,2011,10.175,65.1,9.5,34494916.0,3.4,68.07247191011236,33032,0.51,90070.46564118909,12090.456
IN,Hamilton County,4.6,84939.0,2011,5.683333333333334,65.1,9.5,34494916.0,3.4,67.64230145867099,283368,4.35,772677.6370735187,114625.56
IN,Hancock County,7.5,61540.0,2011,8.041666666666666,65.1,9.5,34494916.0,3.4,68.98069705093833,70363,1.08,191863.2893530815,25676.28
IN,Harrison County,12.6,49551.0,2011,8.758333333333333,65.1,9.5,34494916.0,3.4,70.26683573936792,39188,0.6,106856.4243020985,14138.376
IN,Hendricks County,5.6,64239.0,2011,6.816666666666666,65.1,9.5,34494916.0,3.4,68.17436241610737,148664,2.28,405371.63066365145,54922.896
IN,Henry County,18.4,36572.0,2011,11.275,65.1,9.5,34494916.0,3.4,58.10893007582139,49216,0.76,134200.4128419945,18037.152000000002
IN,Howard County,17.3,40997.0,2011,10.233333333333333,65.1,9.5,34494916.0,3.4,58.670096852300226,82797,1.27,225767.8718725337,30299.556
IN,Huntington County,11.7,47326.0,2011,9.608333333333333,65.1,9.5,34494916.0,3.4,67.73787641767696,37167,0.57,101345.63442982789,13340.46
IN,Jackson County,14.1,44921.0,2011,8.575,65.1,9.5,34494916.0,3.4,70.43219404630649,42917,0.66,117024.52694123614,15939.0
IN,Jasper County,10.6,52559.0,2011,8.891666666666667,65.1,9.5,34494916.0,3.4,69.93548525010688,33427,0.51,91147.53738762495,12212.172
IN,Jay County,15.9,38572.0,2011,8.816666666666666,65.1,9.5,34494916.0,3.4,62.264160485502344,21335,0.33,58175.50812711217,7492.296
IN,Jefferson County,14.3,40386.0,2011,9.625,65.1,9.5,34494916.0,3.4,67.9764367816092,32272,0.5,87998.12506576817,11860.548
IN,Jennings County,14.5,42577.0,2011,11.291666666666664,65.1,9.5,34494916.0,3.4,58.7518578352181,28155,0.43,76772.03802759986,9936.276
IN,Johnson County,9.3,61477.0,2011,7.558333333333334,65.1,9.5,34494916.0,3.4,69.26959960454771,141734,2.17,386475.1567325107,52152.408
IN,Knox County,19.7,38653.0,2011,7.3,65.1,9.5,34494916.0,3.4,62.436851851851856,38473,0.59,104906.78810285382,13921.992
IN,Kosciusko County,11.3,50823.0,2011,8.766666666666667,65.1,9.5,34494916.0,3.4,70.03671096345515,77353,1.19,210923.36911912385,28464.156
IN,Lake County,19.3,48143.0,2011,9.358333333333333,65.1,9.5,34494916.0,3.4,58.79761558592614,494954,7.6,1349622.7067985318,1159285.008
IN,Lawrence County,15.4,43471.0,2011,11.391666666666667,65.1,9.5,34494916.0,3.4,58.552006220839814,46141,0.71,125815.61380328487,16916.592
IN,Madison County,18.9,41766.0,2011,10.691666666666666,65.1,9.5,34494916.0,3.4,58.271303858068144,131002,2.01,357211.52639643534,58191.84
IN,Marion County,21.3,39957.0,2011,9.675,65.1,9.5,34494916.0,3.4,58.44697336561742,911217,13.98,2484673.634359633,358187.004
IN,Marshall County,13.3,46301.0,2011,9.266666666666667,65.1,9.5,34494916.0,3.4,67.83072378138847,46938,0.72,127988.8446435618,17156.16
IN,Martin County,14.0,44715.0,2011,7.383333333333333,65.1,9.5,34494916.0,3.4,69.933982852689,10336,0.16,28183.83182572446,3792.516
IN,Miami County,14.7,43287.0,2011,10.233333333333333,65.1,9.5,34494916.0,3.4,59.06671122994653,36649,0.56,99933.17072184363,22843.968
IN,Monroe County,24.7,40262.0,2011,7.383333333333333,65.1,9.5,34494916.0,3.4,62.2578961038961,140233,2.15,382382.2840960544,51702.252
IN,Montgomery County,14.8,43176.0,2011,8.65,65.1,9.5,34494916.0,3.4,62.37036247334754,38338,0.59,104538.67497432511,13887.216
IN,Morgan County,11.1,53690.0,2011,9.133333333333333,65.1,9.5,34494916.0,3.4,67.60527182866556,69233,1.06,188782.04612910037,25143.048
IN,Newton County,15.0,44418.0,2011,9.691666666666666,65.1,9.5,34494916.0,3.4,59.21238609517382,14086,0.22,38409.196507077664,5119.8
IN,Noble County,13.1,46690.0,2011,9.858333333333333,65.1,9.5,34494916.0,3.4,67.91257713248638,47294,0.73,128959.57259731159,17264.352
IN,Ohio County,11.1,48788.0,2011,9.308333333333334,65.1,9.5,34494916.0,3.4,67.63138015516537,6052,0.09,16502.37521374656,2494.212
IN,Orange County,17.1,37910.0,2011,11.558333333333335,65.1,9.5,34494916.0,3.4,58.20331491712707,19945,0.31,54385.306285223916,7073.052
IN,Owen County,15.3,41004.0,2011,11.041666666666664,65.1,9.5,34494916.0,3.4,58.686681429927226,21489,0.33,58595.42977002641,7735.728
IN,Parke County,17.8,40790.0,2011,10.233333333333333,65.1,9.5,34494916.0,3.4,58.602259215219966,17084,0.26,46584.03472433017,6211.38
IN,Perry County,13.5,45234.0,2011,8.958333333333334,65.1,9.5,34494916.0,3.4,70.48497217068646,19423,0.3,52961.935521579544,6918.492
IN,Pike County,11.7,42482.0,2011,7.691666666666666,65.1,9.5,34494916.0,3.4,69.74078212290503,12596,0.19,34346.31827368666,4661.916
IN,Porter County,10.8,62178.0,2011,8.008333333333333,65.1,9.5,34494916.0,3.4,69.69849357554276,165511,2.54,451309.4223401201,61267.584
IN,Posey County,12.4,55488.0,2011,6.716666666666668,65.1,9.5,34494916.0,3.4,69.45675675675676,25695,0.39,70064.19879663216,9006.984
IN,Pulaski County,13.3,43971.0,2011,7.9,65.1,9.5,34494916.0,3.4,70.05613207547171,13229,0.2,36072.35983189908,4857.048
IN,Putnam County,13.8,46961.0,2011,10.608333333333333,65.1,9.5,34494916.0,3.4,68.09887333560941,37867,0.58,103254.36917034716,13746.18
IN,Randolph County,17.0,39611.0,2011,10.158333333333333,65.1,9.5,34494916.0,3.4,58.741301012580536,26033,0.4,70985.84499991147,9103.584
IN,Ripley County,11.7,47900.0,2011,9.258333333333333,65.1,9.5,34494916.0,3.4,67.68423459244532,28645,0.44,78108.15234596335,10577.7
IN,Rush County,14.0,44416.0,2011,9.358333333333333,65.1,9.5,34494916.0,3.4,67.90449518373171,17285,0.27,47132.114271250706,6271.272
IN,St. Joseph County,19.5,43813.0,2011,9.916666666666666,65.1,9.5,34494916.0,3.4,58.52634560906515,266680,4.09,727173.4008595394,108333.03600000001
IN,Scott County,21.3,38826.0,2011,11.625,65.1,9.5,34494916.0,3.4,57.57949886104783,23907,0.37,65188.74491656295,8462.16
IN,Shelby County,12.7,49437.0,2011,9.3,65.1,9.5,34494916.0,3.4,67.78431818181818,44280,0.68,120741.10615741865,16354.38
IN,Spencer County,10.7,53464.0,2011,7.5166666666666675,65.1,9.5,34494916.0,3.4,69.51509606587373,20969,0.32,57177.512534212095,7387.968
IN,Starke County,16.9,42088.0,2011,11.175,65.1,9.5,34494916.0,3.4,58.37310774710596,23171,0.36,63181.8466751027,8239.98
IN,Steuben County,13.0,45957.0,2011,8.791666666666666,65.1,9.5,34494916.0,3.4,70.34474187380496,34068,0.52,92895.39305715759,12405.372
IN,Sullivan County,18.0,42608.0,2011,9.091666666666667,65.1,9.5,34494916.0,3.4,59.05939710858197,21218,0.33,57856.476749053945,17123.316
IN,Switzerland County,17.6,42285.0,2011,8.016666666666667,65.1,9.5,34494916.0,3.4,62.34606376057254,10632,0.16,28990.953944572608,3879.456
IN,Tippecanoe County,21.4,43339.0,2011,7.3,65.1,9.5,34494916.0,3.4,62.37839721254355,175861,2.7,479531.42886065494,74727.828
IN,Tipton County,9.6,53300.0,2011,8.808333333333334,65.1,9.5,34494916.0,3.4,69.69357175192393,15816,0.24,43126.498080075275,5637.576
IN,Union County,14.6,43540.0,2011,8.608333333333333,65.1,9.5,34494916.0,3.4,62.39231597845601,7496,0.12,20439.8223070463,2926.98
IN,Vanderburgh County,15.5,43570.0,2011,7.808333333333334,65.1,9.5,34494916.0,3.4,62.50373614587057,180468,2.77,492093.6302171867,76308.204
IN,Vermillion County,13.1,45089.0,2011,11.5,65.1,9.5,34494916.0,3.4,68.1619918699187,16072,0.25,43824.54964232232,5908.056
IN,Vigo County,19.2,39173.0,2011,10.116666666666667,65.1,9.5,34494916.0,3.4,58.4744172825469,108330,1.66,295390.3349149314,39942.168
IN,Wabash County,16.0,42032.0,2011,9.366666666666667,65.1,9.5,34494916.0,3.4,59.19198423127463,32567,0.5,88802.52042070129,11947.488
IN,Warren County,9.7,49095.0,2011,8.058333333333334,65.1,9.5,34494916.0,3.4,69.5016424213984,8470,0.13,23095.690360283104,3230.304
IN,Warrick County,8.7,63543.0,2011,6.941666666666666,65.1,9.5,34494916.0,3.4,68.96100159829514,60201,0.92,164153.9144485718,22225.728
IN,Washington County,15.2,39085.0,2011,10.383333333333333,65.1,9.5,34494916.0,3.4,58.930879478827364,28196,0.43,76883.83534811599,9955.596
IN,Wayne County,21.1,36559.0,2011,10.891666666666667,65.1,9.5,34494916.0,3.4,57.916436572023954,68636,1.05,187154.16807182896,24965.304
IN,Wells County,10.2,49234.0,2011,8.041666666666666,65.1,9.5,34494916.0,3.4,69.59657377798081,27738,0.43,75634.97747503339,9818.424
IN,White County,11.9,45748.0,2011,8.491666666666667,65.1,9.5,34494916.0,3.4,70.05549652635881,24592,0.38,67056.5781983568,8670.816
IN,Whitley County,9.3,48192.0,2011,9.133333333333333,65.1,9.5,34494916.0,3.4,67.40397830018081,33358,0.51,90959.39067748806,21854.784
IN,Adams County,18.1,42944.0,2012,6.95,65.1,7.0,38019458.0,3.4,62.589121756487025,34400,0.53,103040.10939099576,13722.996
IN,Allen County,15.8,48795.0,2012,8.275,65.1,7.0,38019458.0,3.4,62.384631360332286,360890,5.52,1080992.5894801298,156687.132
IN,Bartholomew County,11.8,53475.0,2012,6.291666666666668,65.1,7.0,38019458.0,3.4,69.20363887609396,79001,1.21,236635.80470924583,32179.392
IN,Benton County,11.3,48692.0,2012,7.325,65.1,7.0,38019458.0,3.4,69.54416107382549,8821,0.13,26422.000143545745,3595.452
IN,Blackford County,14.9,38927.0,2012,11.283333333333333,65.1,7.0,38019458.0,3.4,58.6790579248886,12528,0.19,37525.77007123241,5015.472
IN,Boone County,6.6,69919.0,2012,6.0,65.1,7.0,38019458.0,3.4,68.24285714285713,59033,0.9,176824.6156301934,33483.492
IN,Brown County,13.7,49837.0,2012,7.8916666666666675,65.1,7.0,38019458.0,3.4,70.10729448089539,15049,0.23,45077.05250654346,6047.16
IN,Carroll County,10.7,51038.0,2012,7.241666666666667,65.1,7.0,38019458.0,3.4,69.41876451463075,20112,0.31,60242.519769526356,7921.2
IN,Cass County,15.6,40809.0,2012,8.475,65.1,7.0,38019458.0,3.4,59.60841121495326,38771,0.59,116132.79305809001,24828.132
IN,Clark County,12.8,49164.0,2012,7.708333333333332,65.1,7.0,38019458.0,3.4,69.91105241771638,111853,1.71,335039.10917764675,55058.136
IN,Clay County,15.6,44230.0,2012,9.708333333333334,65.1,7.0,38019458.0,3.4,59.11580507079354,26788,0.41,80239.48983622078,10809.54
IN,Clinton County,13.8,47748.0,2012,7.9,65.1,7.0,38019458.0,3.4,70.12396313364054,32890,0.5,98517.1278450538,13019.748
IN,Crawford County,18.9,39534.0,2012,10.466666666666667,65.1,7.0,38019458.0,3.4,58.363791146424504,10669,0.16,31957.410671294587,4397.232
IN,Daviess County,15.5,44689.0,2012,5.925,65.1,7.0,38019458.0,3.4,62.95676779463243,32116,0.49,96198.72538375639,12768.588
IN,Dearborn County,9.5,57465.0,2012,8.758333333333333,65.1,7.0,38019458.0,3.4,67.37852578731173,49727,0.76,148949.8697583153,19862.892
IN,Decatur County,15.0,47387.0,2012,7.983333333333332,65.1,7.0,38019458.0,3.4,62.49485134155185,26043,0.4,78007.95258342159,10558.38
IN,Delaware County,22.4,37339.0,2012,9.225,65.1,7.0,38019458.0,3.4,58.56592885375493,117027,1.79,350537.0605145366,47786.088
IN,Dubois County,8.5,53814.0,2012,5.625,65.1,7.0,38019458.0,3.4,68.48495575221239,42083,0.64,126053.39893899055,16939.776
IN,Elkhart County,15.2,45806.0,2012,8.816666666666666,65.1,7.0,38019458.0,3.4,59.519986120749465,198968,3.04,595979.200154292,90618.528
IN,Fayette County,17.2,39998.0,2012,10.975,65.1,7.0,38019458.0,3.4,58.40008873114463,23947,0.37,71729.69475541209,9192.456
IN,Floyd County,13.4,53367.0,2012,7.016666666666668,65.1,7.0,38019458.0,3.4,69.70522448979591,75260,1.15,225430.19281297503,30266.712
IN,Fountain County,12.3,47905.0,2012,8.266666666666667,65.1,7.0,38019458.0,3.4,70.04392220421393,17117,0.26,51271.440478071934,6736.884
IN,Franklin County,12.5,45992.0,2012,9.375,65.1,7.0,38019458.0,3.4,67.77857142857142,23032,0.35,68988.94765969228,8885.268
IN,Fulton County,15.5,44300.0,2012,8.233333333333333,65.1,7.0,38019458.0,3.4,62.41144662921348,20638,0.32,61818.074930563096,8091.216
IN,Gibson County,11.6,49320.0,2012,6.7333333333333325,65.1,7.0,38019458.0,3.4,69.36036363636363,33527,0.51,100425.16707999753,13234.2
IN,Grant County,18.7,39151.0,2012,9.591666666666667,65.1,7.0,38019458.0,3.4,58.760176730486,69078,1.06,206912.9266427676,28023.66
IN,Greene County,15.9,42684.0,2012,10.3,65.1,7.0,38019458.0,3.4,58.849236641221374,32944,0.5,98678.87685398152,13044.864
IN,Hamilton County,4.7,88429.0,2012,5.233333333333333,65.1,7.0,38019458.0,3.4,67.57617449664427,289747,4.43,867894.2609218851,127778.616
IN,Hancock County,7.3,66131.0,2012,7.216666666666668,65.1,7.0,38019458.0,3.4,68.72904707233063,70582,1.08,211417.93607660648,28522.116
IN,Harrison County,11.4,50704.0,2012,7.608333333333332,65.1,7.0,38019458.0,3.4,69.66299868478737,39011,0.6,116851.67754221325,15923.544
