,State,County,Poverty_Percent,Median_Income,Year,Unemployment
3829,IN,Switzerland County,17.6,42285.0,2011,8.016666666666667
3830,IN,Tippecanoe County,21.4,43339.0,2011,7.3
3831,IN,Tipton County,9.6,53300.0,2011,8.808333333333334
3832,IN,Union County,14.6,43540.0,2011,8.608333333333333
3833,IN,Vanderburgh County,15.5,43570.0,2011,7.808333333333334
3834,IN,Vermillion County,13.1,45089.0,2011,11.5
3835,IN,Vigo County,19.2,39173.0,2011,10.116666666666667
3836,IN,Wabash County,16.0,42032.0,2011,9.366666666666667
3837,IN,Warren County,9.7,49095.0,2011,8.058333333333334
3838,IN,Warrick County,8.7,63543.0,2011,6.941666666666666
3839,IN,Washington County,15.2,39085.0,2011,10.383333333333333
3840,IN,Wayne County,21.1,36559.0,2011,10.891666666666667
3841,IN,Wells County,10.2,49234.0,2011,8.041666666666666
3842,IN,White County,11.9,45748.0,2011,8.491666666666667
3843,IN,Whitley County,9.3,48192.0,2011,9.133333333333333
3844,IA,Adair County,11.2,44701.0,2011,4.95
3845,IA,Adams County,13.4,42062.0,2011,4.508333333333333
3846,IA,Allamakee County,15.1,39670.0,2011,7.291666666666668
3847,IA,Appanoose County,16.3,36693.0,2011,7.025
3848,IA,Audubon County,9.8,45310.0,2011,5.833333333333332
3849,IA,Benton County,9.0,54222.0,2011,5.9
3850,IA,Black Hawk County,16.4,43037.0,2011,5.933333333333334
3851,IA,Boone County,9.9,50758.0,2011,5.041666666666667
3852,IA,Bremer County,7.6,57646.0,2011,4.45
3853,IA,Buchanan County,10.8,52930.0,2011,5.758333333333333
3854,IA,Buena Vista County,10.9,46356.0,2011,4.6
3855,IA,Butler County,9.8,51560.0,2011,5.125
3856,IA,Calhoun County,12.1,46171.0,2011,5.8
3857,IA,Carroll County,9.5,49251.0,2011,4.125
3858,IA,Cass County,13.4,41329.0,2011,6.05
3859,IA,Cedar County,8.1,57890.0,2011,5.25
3860,IA,Cerro Gordo County,13.5,43120.0,2011,6.2333333333333325
3861,IA,Cherokee County,10.2,47570.0,2011,4.825
3862,IA,Chickasaw County,9.9,47311.0,2011,6.366666666666667
3863,IA,Clarke County,12.9,42670.0,2011,7.116666666666667
3864,IA,Clay County,10.7,50289.0,2011,5.541666666666668
3865,IA,Clayton County,12.9,44370.0,2011,6.275
3866,IA,Clinton County,13.6,45600.0,2011,6.75
3867,IA,Crawford County,13.3,44197.0,2011,4.825
3868,IA,Dallas County,6.3,72146.0,2011,4.341666666666667
3869,IA,Davis County,16.8,40673.0,2011,6.225
3870,IA,Decatur County,21.4,33803.0,2011,5.066666666666666
3871,IA,Delaware County,10.5,50231.0,2011,5.558333333333334
3872,IA,Des Moines County,15.4,43721.0,2011,6.866666666666667
3873,IA,Dickinson County,7.9,52821.0,2011,6.4833333333333325
3874,IA,Dubuque County,10.2,52084.0,2011,5.158333333333333
3875,IA,Emmet County,11.8,44556.0,2011,5.7
3876,IA,Fayette County,12.3,41547.0,2011,6.333333333333332
3877,IA,Floyd County,12.1,44478.0,2011,6.591666666666668
3878,IA,Franklin County,12.2,47396.0,2011,5.208333333333333
3879,IA,Fremont County,11.8,51410.0,2011,5.9
3880,IA,Greene County,14.4,44271.0,2011,5.691666666666666
3881,IA,Grundy County,6.4,54645.0,2011,5.066666666666666
3882,IA,Guthrie County,10.4,47762.0,2011,6.225
3883,IA,Hamilton County,10.4,45331.0,2011,8.966666666666667
3884,IA,Hancock County,8.4,50935.0,2011,5.683333333333334
3885,IA,Hardin County,12.0,46708.0,2011,5.9833333333333325
3886,IA,Harrison County,10.2,49921.0,2011,5.633333333333333
3887,IA,Henry County,13.8,45330.0,2011,6.916666666666668
3888,IA,Howard County,12.3,45450.0,2011,5.458333333333332
3889,IA,Humboldt County,9.7,48954.0,2011,5.1
3890,IA,Ida County,12.0,48480.0,2011,4.933333333333334
3891,IA,Iowa County,7.3,53984.0,2011,5.083333333333333
3892,IA,Jackson County,11.2,44840.0,2011,6.625
3893,IA,Jasper County,10.8,50469.0,2011,6.825
3894,IA,Jefferson County,17.4,39743.0,2011,6.091666666666668
3895,IA,Johnson County,17.5,53570.0,2011,4.108333333333333
3896,IA,Jones County,10.4,50929.0,2011,5.908333333333332
3897,IA,Keokuk County,12.1,42766.0,2011,6.2333333333333325
3898,IA,Kossuth County,10.7,46294.0,2011,4.441666666666666
3899,IA,Lee County,15.5,43110.0,2011,8.241666666666667
3900,IA,Linn County,10.6,55772.0,2011,5.783333333333332
3901,IA,Louisa County,12.3,48372.0,2011,6.216666666666668
3902,IA,Lucas County,17.5,38422.0,2011,5.366666666666667
3903,IA,Lyon County,9.0,53398.0,2011,3.2
3904,IA,Madison County,8.7,56258.0,2011,6.058333333333334
3905,IA,Mahaska County,13.6,47598.0,2011,5.941666666666666
3906,IA,Marion County,10.0,51996.0,2011,5.508333333333333
3907,IA,Marshall County,13.4,47535.0,2011,6.675
3908,IA,Mills County,9.8,57331.0,2011,5.033333333333333
3909,IA,Mitchell County,10.3,45430.0,2011,4.808333333333334
3910,IA,Monona County,11.8,41458.0,2011,7.033333333333332
3911,IA,Monroe County,11.8,42961.0,2011,6.808333333333334
3912,IA,Montgomery County,14.4,41437.0,2011,5.95
3913,IA,Muscatine County,13.4,47966.0,2011,6.708333333333332
3914,IA,O'Brien County,8.8,46233.0,2011,4.258333333333333
3915,IA,Osceola County,9.7,47890.0,2011,4.533333333333333
3916,IA,Page County,15.9,42449.0,2011,5.816666666666666
3917,IA,Palo Alto County,11.4,43557.0,2011,4.775
3918,IA,Plymouth County,7.4,55047.0,2011,4.533333333333333
3919,IA,Pocahontas County,12.5,43766.0,2011,4.466666666666667
3920,IA,Polk County,12.5,56091.0,2011,5.791666666666668
3921,IA,Pottawattamie County,14.5,48589.0,2011,5.683333333333334
3922,IA,Poweshiek County,11.5,49853.0,2011,5.683333333333334
3923,IA,Ringgold County,14.0,38547.0,2011,4.691666666666666
3924,IA,Sac County,9.5,49480.0,2011,4.5
3925,IA,Scott County,13.8,50007.0,2011,6.241666666666667
3926,IA,Shelby County,9.5,48572.0,2011,4.4
3927,IA,Sioux County,9.0,57027.0,2011,3.75
3928,IA,Story County,21.3,48121.0,2011,4.016666666666667
3929,IA,Tama County,10.9,50034.0,2011,6.2
3930,IA,Taylor County,13.4,43155.0,2011,4.85
3931,IA,Union County,14.5,39922.0,2011,5.325
3932,IA,Van Buren County,16.3,39719.0,2011,6.425
3933,IA,Wapello County,18.9,39999.0,2011,7.316666666666666
3934,IA,Warren County,6.5,62688.0,2011,5.275
3935,IA,Washington County,11.4,50559.0,2011,4.775
3936,IA,Wayne County,17.2,37662.0,2011,5.633333333333333
3937,IA,Webster County,15.4,42178.0,2011,7.1083333333333325
3938,IA,Winnebago County,10.5,47692.0,2011,6.1416666666666675
3939,IA,Winneshiek County,10.7,49148.0,2011,5.083333333333333
3940,IA,Woodbury County,16.7,43362.0,2011,5.841666666666668
3941,IA,Worth County,11.0,48718.0,2011,6.491666666666667
3942,IA,Wright County,11.8,43647.0,2011,6.991666666666667
3943,KS,Allen County,18.7,37353.0,2011,7.8916666666666675
3944,KS,Anderson County,14.5,42185.0,2011,7.491666666666667
3945,KS,Atchison County,17.1,42131.0,2011,8.908333333333333
3946,KS,Barber County,10.7,44118.0,2011,3.95
3947,KS,Barton County,15.7,42183.0,2011,5.125
3948,KS,Bourbon County,20.4,35805.0,2011,8.816666666666666
3949,KS,Brown County,16.6,40424.0,2011,5.841666666666668
3950,KS,Butler County,10.8,53217.0,2011,6.875
3951,KS,Chase County,13.8,41217.0,2011,5.366666666666667
3952,KS,Chautauqua County,19.3,35952.0,2011,8.1
3953,KS,Cherokee County,17.6,39696.0,2011,8.0
3954,KS,Cheyenne County,12.3,36835.0,2011,4.25
3955,KS,Clark County,12.4,42171.0,2011,3.7666666666666666
3956,KS,Clay County,12.2,47692.0,2011,5.55
3957,KS,Cloud County,13.7,39763.0,2011,5.3916666666666675
3958,KS,Coffey County,10.5,54644.0,2011,7.758333333333333
3959,KS,Comanche County,10.6,39975.0,2011,4.325
3960,KS,Cowley County,18.4,40248.0,2011,6.9
3961,KS,Crawford County,22.3,34080.0,2011,7.775
3962,KS,Decatur County,13.5,37986.0,2011,4.75
3963,KS,Dickinson County,11.1,46894.0,2011,6.5
3964,KS,Doniphan County,14.0,43092.0,2011,7.691666666666666
3965,KS,Douglas County,16.6,47930.0,2011,5.566666666666666
3966,KS,Edwards County,12.2,43874.0,2011,4.416666666666667
3967,KS,Elk County,17.5,34174.0,2011,7.5
3968,KS,Ellis County,17.2,41774.0,2011,3.4833333333333334
3969,KS,Ellsworth County,11.3,46927.0,2011,3.983333333333333
3970,KS,Finney County,16.9,44888.0,2011,4.2
3971,KS,Ford County,13.8,47542.0,2011,4.233333333333333
3972,KS,Franklin County,14.1,46553.0,2011,8.2
3973,KS,Geary County,15.8,40224.0,2011,9.058333333333334
3974,KS,Gove County,11.2,44351.0,2011,3.275
3975,KS,Graham County,12.0,40903.0,2011,4.083333333333333
3976,KS,Grant County,11.8,54230.0,2011,4.125
3977,KS,Gray County,9.3,59278.0,2011,3.275
3978,KS,Greeley County,10.2,48606.0,2011,3.05
3979,KS,Greenwood County,16.5,35765.0,2011,6.525
3980,KS,Hamilton County,13.5,43679.0,2011,2.7666666666666666
3981,KS,Harper County,15.5,39104.0,2011,5.566666666666666
3982,KS,Harvey County,13.4,50958.0,2011,5.966666666666668
3983,KS,Haskell County,10.7,54340.0,2011,3.441666666666667
3984,KS,Hodgeman County,10.3,45992.0,2011,3.733333333333333
3985,KS,Jackson County,11.1,50342.0,2011,5.916666666666668
3986,KS,Jefferson County,9.1,57046.0,2011,6.9833333333333325
3987,KS,Jewell County,13.2,38865.0,2011,4.641666666666667
3988,KS,Johnson County,6.7,70665.0,2011,5.266666666666667
3989,KS,Kearny County,12.0,51413.0,2011,4.325
3990,KS,Kingman County,11.8,47684.0,2011,6.283333333333332
3991,KS,Kiowa County,14.6,39796.0,2011,4.183333333333334
3992,KS,Labette County,20.6,37879.0,2011,8.891666666666667
3993,KS,Lane County,9.2,47900.0,2011,4.558333333333334
3994,KS,Leavenworth County,11.4,61567.0,2011,7.15
3995,KS,Lincoln County,13.1,39317.0,2011,5.125
3996,KS,Linn County,14.7,44615.0,2011,10.975
3997,KS,Logan County,10.7,43315.0,2011,3.2
3998,KS,Lyon County,20.3,39346.0,2011,6.308333333333334
3999,KS,McPherson County,9.9,48130.0,2011,4.483333333333333
4000,KS,Marion County,12.8,43749.0,2011,5.575
4001,KS,Marshall County,11.8,42619.0,2011,4.583333333333333
4002,KS,Meade County,9.6,49141.0,2011,3.65
4003,KS,Miami County,9.3,57580.0,2011,7.083333333333332
4004,KS,Mitchell County,11.6,43511.0,2011,3.533333333333333
4005,KS,Montgomery County,17.6,36670.0,2011,9.783333333333333
4006,KS,Morris County,11.1,44227.0,2011,6.575
4007,KS,Morton County,12.7,47006.0,2011,3.658333333333333
4008,KS,Nemaha County,10.2,47971.0,2011,3.7916666666666665
4009,KS,Neosho County,17.4,40651.0,2011,9.191666666666666
4010,KS,Ness County,11.3,44774.0,2011,3.333333333333333
4011,KS,Norton County,14.4,41396.0,2011,3.425
4012,KS,Osage County,11.7,47318.0,2011,8.116666666666667
4013,KS,Osborne County,13.7,37949.0,2011,4.4
4014,KS,Ottawa County,10.5,48998.0,2011,5.666666666666668
4015,KS,Pawnee County,14.8,41623.0,2011,4.525
4016,KS,Phillips County,12.6,40746.0,2011,5.0
4017,KS,Pottawatomie County,9.1,53339.0,2011,4.908333333333333
4018,KS,Pratt County,12.6,44964.0,2011,4.983333333333333
4019,KS,Rawlins County,12.2,40908.0,2011,3.45
4020,KS,Reno County,12.8,41892.0,2011,5.933333333333334
4021,KS,Republic County,12.9,38132.0,2011,3.7666666666666666
4022,KS,Rice County,14.5,45420.0,2011,5.1
4023,KS,Riley County,20.6,45558.0,2011,4.733333333333333
4024,KS,Rooks County,12.7,39326.0,2011,5.233333333333333
4025,KS,Rush County,13.2,37693.0,2011,4.333333333333333
4026,KS,Russell County,14.6,37140.0,2011,4.608333333333333
4027,KS,Saline County,14.4,45359.0,2011,5.991666666666667
4028,KS,Scott County,8.7,49066.0,2011,3.675
4029,KS,Sedgwick County,15.2,49526.0,2011,7.833333333333332
4030,KS,Seward County,15.4,47855.0,2011,4.541666666666667
4031,KS,Shawnee County,14.6,44816.0,2011,6.666666666666668
4032,KS,Sheridan County,12.6,48498.0,2011,3.1416666666666666
4033,KS,Sherman County,15.8,39660.0,2011,3.966666666666667
4034,KS,Smith County,14.2,38090.0,2011,3.95
4035,KS,Stafford County,13.2,44133.0,2011,5.033333333333333
4036,KS,Stanton County,12.6,49115.0,2011,3.95
4037,KS,Stevens County,10.9,58901.0,2011,3.9583333333333335
4038,KS,Sumner County,13.5,47460.0,2011,7.5166666666666675
4039,KS,Thomas County,11.1,47892.0,2011,3.6416666666666666
4040,KS,Trego County,10.7,45683.0,2011,4.6
4041,KS,Wabaunsee County,7.9,51666.0,2011,6.158333333333332
4042,KS,Wallace County,12.0,47573.0,2011,5.366666666666667
4043,KS,Washington County,12.0,39962.0,2011,4.475
4044,KS,Wichita County,13.2,46929.0,2011,3.816666666666667
4045,KS,Wilson County,17.0,37002.0,2011,11.275
4046,KS,Woodson County,17.3,33221.0,2011,6.658333333333332
4047,KS,Wyandotte County,26.0,38016.0,2011,9.333333333333334
4048,KY,Adair County,23.1,30147.0,2011,11.741666666666667
4049,KY,Allen County,20.5,35614.0,2011,9.808333333333334
4050,KY,Anderson County,10.8,51817.0,2011,8.3
4051,KY,Ballard County,16.5,40790.0,2011,9.933333333333334
4052,KY,Barren County,21.7,36298.0,2011,9.758333333333333
4053,KY,Bath County,25.6,29857.0,2011,12.575
4054,KY,Bell County,41.6,24940.0,2011,11.866666666666667
4055,KY,Boone County,8.7,64055.0,2011,7.825
4056,KY,Bourbon County,18.2,40350.0,2011,8.441666666666666
4057,KY,Boyd County,20.5,38783.0,2011,10.283333333333333
4058,KY,Boyle County,17.6,39663.0,2011,10.725
4059,KY,Bracken County,14.8,41974.0,2011,10.708333333333334
4060,KY,Breathitt County,35.7,26829.0,2011,12.741666666666667
4061,KY,Breckinridge County,19.3,38028.0,2011,11.5
4062,KY,Bullitt County,10.8,52033.0,2011,9.908333333333333
4063,KY,Butler County,20.5,32483.0,2011,10.708333333333334
4064,KY,Caldwell County,19.1,36650.0,2011,9.575
4065,KY,Calloway County,17.2,39599.0,2011,7.466666666666668
4066,KY,Campbell County,13.1,53501.0,2011,8.266666666666667
4067,KY,Carlisle County,16.7,38075.0,2011,8.866666666666667
4068,KY,Carroll County,21.2,40685.0,2011,12.141666666666667
4069,KY,Carter County,20.7,35471.0,2011,13.75
4070,KY,Casey County,27.6,28034.0,2011,9.958333333333334
4071,KY,Christian County,23.7,35779.0,2011,10.758333333333333
4072,KY,Clark County,17.4,44494.0,2011,9.841666666666667
4073,KY,Clay County,42.4,22289.0,2011,14.983333333333333
4074,KY,Clinton County,27.2,27095.0,2011,11.375
4075,KY,Crittenden County,20.6,33570.0,2011,8.466666666666667
4076,KY,Cumberland County,27.4,27570.0,2011,11.0
4077,KY,Daviess County,16.0,44379.0,2011,8.341666666666667
4078,KY,Edmonson County,19.1,36321.0,2011,11.658333333333333
4079,KY,Elliott County,31.4,29339.0,2011,15.733333333333333
4080,KY,Estill County,28.6,28961.0,2011,12.375
4081,KY,Fayette County,17.7,47211.0,2011,6.841666666666668
4082,KY,Fleming County,21.3,34736.0,2011,10.6
4083,KY,Floyd County,27.2,28459.0,2011,11.158333333333333
4084,KY,Franklin County,15.2,44241.0,2011,7.8916666666666675
4085,KY,Fulton County,28.9,28340.0,2011,12.35
4086,KY,Gallatin County,18.0,41084.0,2011,10.708333333333334
4087,KY,Garrard County,21.9,40292.0,2011,10.008333333333333
4088,KY,Grant County,15.7,44158.0,2011,10.608333333333333
4089,KY,Graves County,19.7,35690.0,2011,9.058333333333334
4090,KY,Grayson County,26.0,32793.0,2011,12.216666666666667
4091,KY,Green County,24.6,31189.0,2011,9.625
4092,KY,Greenup County,17.4,41676.0,2011,11.183333333333335
4093,KY,Hancock County,12.9,52049.0,2011,8.35
4094,KY,Hardin County,14.6,47423.0,2011,9.175
4095,KY,Harlan County,31.5,28721.0,2011,11.133333333333333
4096,KY,Harrison County,19.0,39160.0,2011,10.05
4097,KY,Hart County,26.3,31677.0,2011,9.858333333333333
4098,KY,Henderson County,16.7,41244.0,2011,8.958333333333334
4099,KY,Henry County,18.7,42614.0,2011,8.75
4100,KY,Hickman County,18.6,38446.0,2011,8.891666666666667
4101,KY,Hopkins County,19.7,39733.0,2011,8.425
4102,KY,Jackson County,31.2,26344.0,2011,13.5
4103,KY,Jefferson County,17.3,45407.0,2011,9.433333333333334
4104,KY,Jessamine County,17.2,47280.0,2011,7.758333333333333
4105,KY,Johnson County,25.2,35068.0,2011,10.816666666666665
4106,KY,Kenton County,16.0,50150.0,2011,8.825
4107,KY,Knott County,30.5,29791.0,2011,11.791666666666664
4108,KY,Knox County,34.0,25536.0,2011,13.25
4109,KY,Larue County,18.3,39174.0,2011,9.983333333333333
4110,KY,Laurel County,22.7,35147.0,2011,11.433333333333335
4111,KY,Lawrence County,26.3,32275.0,2011,11.683333333333335
4112,KY,Lee County,35.7,24770.0,2011,12.6
4113,KY,Leslie County,24.5,29645.0,2011,12.583333333333336
4114,KY,Letcher County,24.3,31146.0,2011,10.191666666666666
4115,KY,Lewis County,34.2,28740.0,2011,12.941666666666665
4116,KY,Lincoln County,25.6,35530.0,2011,12.208333333333336
4117,KY,Livingston County,15.5,38724.0,2011,10.916666666666664
4118,KY,Logan County,20.1,39304.0,2011,8.925
4119,KY,Lyon County,17.0,40006.0,2011,10.333333333333334
4120,KY,McCracken County,17.2,44115.0,2011,8.616666666666667
4121,KY,McCreary County,36.6,24640.0,2011,14.575
4122,KY,McLean County,19.5,38984.0,2011,8.883333333333333
4123,KY,Madison County,20.8,40034.0,2011,7.85
4124,KY,Magoffin County,30.6,28004.0,2011,17.041666666666668
4125,KY,Marion County,21.7,36168.0,2011,10.8
4126,KY,Marshall County,13.3,45163.0,2011,9.233333333333333
4127,KY,Martin County,38.6,28880.0,2011,8.933333333333334
4128,KY,Mason County,19.2,39837.0,2011,10.316666666666666
4129,KY,Meade County,15.4,48485.0,2011,11.241666666666667
4130,KY,Menifee County,30.0,28773.0,2011,14.0
4131,KY,Mercer County,16.2,40502.0,2011,10.316666666666666
4132,KY,Metcalfe County,24.9,29852.0,2011,11.175
4133,KY,Monroe County,25.2,27480.0,2011,8.975
4134,KY,Montgomery County,21.3,40267.0,2011,11.158333333333333
4135,KY,Morgan County,31.9,29078.0,2011,10.991666666666667
4136,KY,Muhlenberg County,21.1,35316.0,2011,10.241666666666667
4137,KY,Nelson County,15.5,42271.0,2011,10.608333333333333
4138,KY,Nicholas County,18.9,34886.0,2011,8.966666666666667
4139,KY,Ohio County,22.6,37545.0,2011,9.858333333333333
4140,KY,Oldham County,6.4,80872.0,2011,6.925
4141,KY,Owen County,17.9,40909.0,2011,7.558333333333334
4142,KY,Owsley County,39.0,21865.0,2011,13.241666666666667
4143,KY,Pendleton County,16.2,44853.0,2011,10.791666666666664
4144,KY,Perry County,25.0,31623.0,2011,10.35
4145,KY,Pike County,22.5,33881.0,2011,9.141666666666667
4146,KY,Powell County,29.3,31129.0,2011,12.883333333333333
4147,KY,Pulaski County,24.4,34695.0,2011,10.641666666666667
4148,KY,Robertson County,23.1,35504.0,2011,11.183333333333335
4149,KY,Rockcastle County,28.0,30323.0,2011,11.416666666666664
4150,KY,Rowan County,26.4,34920.0,2011,9.508333333333333
4151,KY,Russell County,21.9,30691.0,2011,11.691666666666665
4152,KY,Scott County,12.2,58164.0,2011,7.908333333333332
4153,KY,Shelby County,12.7,51021.0,2011,7.925
4154,KY,Simpson County,16.4,40583.0,2011,11.008333333333333
4155,KY,Spencer County,8.4,62347.0,2011,8.991666666666667
4156,KY,Taylor County,18.8,33348.0,2011,10.825
4157,KY,Todd County,22.0,37325.0,2011,8.7
4158,KY,Trigg County,16.4,41699.0,2011,11.308333333333335
4159,KY,Trimble County,15.1,43677.0,2011,11.35
4160,KY,Union County,21.4,42059.0,2011,8.975
4161,KY,Warren County,18.9,40026.0,2011,8.233333333333333
4162,KY,Washington County,17.1,39023.0,2011,9.233333333333333
4163,KY,Wayne County,31.7,27637.0,2011,14.216666666666667
4164,KY,Webster County,17.6,40454.0,2011,8.016666666666667
4165,KY,Whitley County,24.8,29870.0,2011,11.983333333333333
4166,KY,Wolfe County,35.2,25950.0,2011,14.833333333333336
4167,KY,Woodford County,11.0,54930.0,2011,6.475
4168,LA,Acadia Parish,22.4,34960.0,2011,6.325
4169,LA,Allen Parish,23.2,34586.0,2011,8.666666666666666
4170,LA,Ascension Parish,11.5,63305.0,2011,6.691666666666666
4171,LA,Assumption Parish,18.4,44770.0,2011,11.525
4172,LA,Avoyelles Parish,25.5,31733.0,2011,7.966666666666668
4173,LA,Beauregard Parish,16.9,43673.0,2011,7.791666666666668
4174,LA,Bienville Parish,26.4,30750.0,2011,9.666666666666666
4175,LA,Bossier Parish,14.1,50577.0,2011,5.583333333333332
4176,LA,Caddo Parish,21.6,39948.0,2011,7.55
4177,LA,Calcasieu Parish,18.9,41065.0,2011,7.291666666666668
4178,LA,Caldwell Parish,19.9,36415.0,2011,9.541666666666666
4179,LA,Cameron Parish,13.0,54318.0,2011,5.45
4180,LA,Catahoula Parish,27.3,31678.0,2011,9.808333333333334
4181,LA,Claiborne Parish,28.7,34084.0,2011,7.966666666666668
4182,LA,Concordia Parish,27.6,29373.0,2011,9.091666666666667
4183,LA,De Soto Parish,19.0,40507.0,2011,8.058333333333334
4184,LA,East Baton Rouge Parish,20.2,45924.0,2011,7.166666666666668
4185,LA,East Carroll Parish,44.0,25163.0,2011,17.25
4186,LA,East Feliciana Parish,20.7,38478.0,2011,8.041666666666666
4187,LA,Evangeline Parish,26.4,32099.0,2011,8.008333333333333
4188,LA,Franklin Parish,27.8,29025.0,2011,11.091666666666667
4189,LA,Grant Parish,20.9,39539.0,2011,7.9833333333333325
4190,LA,Iberia Parish,21.4,40626.0,2011,7.5166666666666675
4191,LA,Iberville Parish,23.0,37832.0,2011,9.85
4192,LA,Jackson Parish,21.0,36032.0,2011,7.025
4193,LA,Jefferson Parish,18.1,43700.0,2011,6.833333333333332
4194,LA,Jefferson Davis Parish,21.6,38723.0,2011,6.841666666666668
4195,LA,Lafayette Parish,17.5,47138.0,2011,5.625
4196,LA,Lafourche Parish,17.1,48180.0,2011,5.808333333333334
4197,LA,La Salle Parish,18.7,42576.0,2011,5.425
4198,LA,Lincoln Parish,29.5,34497.0,2011,8.766666666666667
4199,LA,Livingston Parish,13.2,53700.0,2011,6.916666666666668
4200,LA,Madison Parish,41.4,23240.0,2011,12.058333333333335
4201,LA,Morehouse Parish,28.7,26778.0,2011,13.725
4202,LA,Natchitoches Parish,28.9,32203.0,2011,8.783333333333333
4203,LA,Orleans Parish,28.7,34851.0,2011,8.191666666666666
4204,LA,Ouachita Parish,26.2,35770.0,2011,7.908333333333332
4205,LA,Plaquemines Parish,13.0,52259.0,2011,6.0
4206,LA,Pointe Coupee Parish,21.9,40052.0,2011,8.666666666666666
4207,LA,Rapides Parish,23.4,36624.0,2011,7.241666666666667
4208,LA,Red River Parish,26.8,32650.0,2011,7.308333333333334
4209,LA,Richland Parish,24.2,32148.0,2011,10.425
4210,LA,Sabine Parish,19.1,37875.0,2011,6.783333333333332
4211,LA,St. Bernard Parish,19.6,38068.0,2011,8.05
4212,LA,St. Charles Parish,12.7,54860.0,2011,6.841666666666668
4213,LA,St. Helena Parish,25.0,33721.0,2011,13.033333333333333
4214,LA,St. James Parish,20.7,43701.0,2011,11.55
4215,LA,St. John the Baptist Parish,17.1,50483.0,2011,10.025
4216,LA,St. Landry Parish,25.7,33750.0,2011,8.958333333333334
4217,LA,St. Martin Parish,21.0,38826.0,2011,6.991666666666667
4218,LA,St. Mary Parish,20.9,38813.0,2011,8.458333333333334
4219,LA,St. Tammany Parish,11.8,57694.0,2011,5.958333333333332
4220,LA,Tangipahoa Parish,22.9,38420.0,2011,9.141666666666667
4221,LA,Tensas Parish,33.5,26903.0,2011,12.316666666666665
4222,LA,Terrebonne Parish,19.3,45054.0,2011,5.908333333333332
4223,LA,Union Parish,24.2,34958.0,2011,9.033333333333333
4224,LA,Vermilion Parish,19.2,39091.0,2011,6.275
4225,LA,Vernon Parish,14.9,45726.0,2011,8.575
4226,LA,Washington Parish,31.3,29443.0,2011,9.0
4227,LA,Webster Parish,22.6,35908.0,2011,9.575
4228,LA,West Baton Rouge Parish,15.6,46155.0,2011,7.366666666666667
4229,LA,West Carroll Parish,24.1,27781.0,2011,15.1
4230,LA,West Feliciana Parish,22.6,49479.0,2011,6.258333333333333
4231,LA,Winn Parish,25.7,33875.0,2011,8.941666666666666
4232,ME,Androscoggin County,16.1,43899.0,2011,7.958333333333332
4233,ME,Aroostook County,18.3,35572.0,2011,9.608333333333333
4234,ME,Cumberland County,12.1,55459.0,2011,6.208333333333332
4235,ME,Franklin County,17.4,39405.0,2011,8.85
4236,ME,Hancock County,13.8,44599.0,2011,8.791666666666666
4237,ME,Kennebec County,12.8,44441.0,2011,7.333333333333332
4238,ME,Knox County,13.0,46366.0,2011,7.225
4239,ME,Lincoln County,12.1,45674.0,2011,7.658333333333332
4240,ME,Oxford County,16.5,37915.0,2011,10.283333333333333
4241,ME,Penobscot County,17.2,41199.0,2011,8.1
4242,ME,Piscataquis County,19.5,36017.0,2011,9.941666666666666
4243,ME,Sagadahoc County,11.7,52187.0,2011,6.616666666666667
4244,ME,Somerset County,18.6,37339.0,2011,10.65
4245,ME,Waldo County,16.0,41888.0,2011,8.108333333333333
4246,ME,Washington County,21.7,33637.0,2011,10.375
4247,ME,York County,10.2,55725.0,2011,7.191666666666666
4248,MD,Allegany County,19.1,38504.0,2011,9.116666666666667
4249,MD,Anne Arundel County,6.5,82980.0,2011,6.383333333333333
4250,MD,Baltimore County,9.6,62309.0,2011,7.7666666666666675
4251,MD,Calvert County,6.1,88406.0,2011,6.583333333333332
4252,MD,Caroline County,13.1,50809.0,2011,8.725
4253,MD,Carroll County,5.5,82553.0,2011,6.208333333333332
4254,MD,Cecil County,9.7,61191.0,2011,8.958333333333334
4255,MD,Charles County,7.7,88575.0,2011,6.783333333333332
4256,MD,Dorchester County,17.5,41936.0,2011,11.225
4257,MD,Frederick County,6.6,77872.0,2011,6.5
4258,MD,Garrett County,12.0,41829.0,2011,8.491666666666667
4259,MD,Harford County,8.3,77095.0,2011,7.283333333333332
4260,MD,Howard County,6.0,99040.0,2011,5.241666666666667
4261,MD,Kent County,13.9,49795.0,2011,8.191666666666666
4262,MD,Montgomery County,6.7,92288.0,2011,5.308333333333334
4263,MD,Prince George's County,9.4,70114.0,2011,7.533333333333332
4264,MD,Queen Anne's County,8.7,75158.0,2011,6.875
4265,MD,St. Mary's County,8.6,80943.0,2011,6.375
4266,MD,Somerset County,26.2,35426.0,2011,11.825
4267,MD,Talbot County,10.8,55145.0,2011,7.5166666666666675
4268,MD,Washington County,11.8,52028.0,2011,8.841666666666667
4269,MD,Wicomico County,17.7,45788.0,2011,9.908333333333333
4270,MD,Worcester County,13.0,48472.0,2011,13.908333333333333
4271,MA,Barnstable County,9.8,56167.0,2011,9.116666666666667
4272,MA,Berkshire County,13.5,43813.0,2011,7.833333333333332
4273,MA,Bristol County,11.9,53307.0,2011,9.408333333333333
4274,MA,Dukes County,9.8,58133.0,2011,9.716666666666667
4275,MA,Essex County,11.5,64303.0,2011,7.6083333333333325
