,State,County,Poverty_Percent,Median_Income,Year,Unemployment
0,AL,Autauga County,11.9,53049.0,2010,8.808333333333334
1,AL,Baldwin County,13.3,47618.0,2010,9.9
2,AL,Barbour County,25.3,33074.0,2010,12.158333333333333
3,AL,Bibb County,20.9,35472.0,2010,11.258333333333333
4,AL,Blount County,16.5,42906.0,2010,9.7
5,AL,Bullock County,31.1,25969.0,2010,11.625
6,AL,Butler County,28.1,29500.0,2010,13.4
7,AL,Calhoun County,23.5,37916.0,2010,11.216666666666667
8,AL,Chambers County,28.5,30061.0,2010,14.616666666666667
9,AL,Cherokee County,21.2,34410.0,2010,10.458333333333334
10,AL,Chilton County,20.4,38553.0,2010,10.15
11,AL,Choctaw County,20.7,32003.0,2010,13.008333333333333
12,AL,Clarke County,24.9,33739.0,2010,19.5
13,AL,Clay County,20.6,33035.0,2010,14.183333333333335
14,AL,Cleburne County,17.8,37566.0,2010,9.841666666666667
15,AL,Coffee County,20.1,40779.0,2010,8.466666666666667
16,AL,Colbert County,19.2,37455.0,2010,11.283333333333333
17,AL,Conecuh County,25.7,27855.0,2010,16.916666666666668
18,AL,Coosa County,18.6,33721.0,2010,15.1
19,AL,Covington County,20.9,33484.0,2010,10.216666666666667
20,AL,Crenshaw County,20.3,35577.0,2010,10.05
21,AL,Cullman County,19.2,37948.0,2010,10.333333333333334
22,AL,Dale County,17.8,41287.0,2010,8.741666666666667
23,AL,Dallas County,35.6,26195.0,2010,16.541666666666668
24,AL,DeKalb County,20.8,34822.0,2010,12.416666666666664
25,AL,Elmore County,12.5,51013.0,2010,8.975
26,AL,Escambia County,26.1,31365.0,2010,11.575
27,AL,Etowah County,19.0,36088.0,2010,10.783333333333333
28,AL,Fayette County,27.3,32643.0,2010,12.791666666666664
29,AL,Franklin County,21.6,33649.0,2010,10.533333333333333
30,AL,Geneva County,20.3,34418.0,2010,10.216666666666667
31,AL,Greene County,31.0,27117.0,2010,16.95
32,AL,Hale County,24.8,31790.0,2010,14.85
33,AL,Henry County,18.1,37851.0,2010,10.775
34,AL,Houston County,17.9,39290.0,2010,9.05
35,AL,Jackson County,19.9,36158.0,2010,11.658333333333333
36,AL,Jefferson County,18.6,41740.0,2010,10.183333333333334
37,AL,Lamar County,21.5,32993.0,2010,12.966666666666667
38,AL,Lauderdale County,17.6,39213.0,2010,9.966666666666667
39,AL,Lawrence County,18.1,37365.0,2010,12.358333333333333
40,AL,Lee County,21.3,40102.0,2010,8.916666666666666
41,AL,Limestone County,14.1,49667.0,2010,9.541666666666666
42,AL,Lowndes County,30.7,28754.0,2010,18.133333333333333
43,AL,Macon County,31.2,27041.0,2010,14.508333333333333
44,AL,Madison County,12.7,54633.0,2010,8.208333333333334
45,AL,Marengo County,23.6,33085.0,2010,13.433333333333335
46,AL,Marion County,20.9,32080.0,2010,13.291666666666664
47,AL,Marshall County,19.4,38859.0,2010,9.541666666666666
48,AL,Mobile County,20.5,39753.0,2010,11.141666666666667
49,AL,Monroe County,28.4,31744.0,2010,17.8
50,AL,Montgomery County,21.3,41556.0,2010,9.883333333333333
51,AL,Morgan County,14.1,44859.0,2010,10.625
52,AL,Perry County,39.5,24742.0,2010,16.541666666666668
53,AL,Pickens County,24.4,31032.0,2010,12.933333333333335
54,AL,Pike County,30.0,32771.0,2010,9.366666666666667
55,AL,Randolph County,24.8,32584.0,2010,13.166666666666664
56,AL,Russell County,24.1,32733.0,2010,10.741666666666667
57,AL,St. Clair County,13.0,48296.0,2010,9.991666666666667
58,AL,Shelby County,9.8,67135.0,2010,6.991666666666667
59,AL,Sumter County,31.3,25586.0,2010,13.075
60,AL,Talladega County,22.7,35646.0,2010,13.233333333333333
61,AL,Tallapoosa County,18.3,34440.0,2010,12.9
62,AL,Tuscaloosa County,18.0,43098.0,2010,9.116666666666667
63,AL,Walker County,23.2,36044.0,2010,12.483333333333333
64,AL,Washington County,19.6,37639.0,2010,13.966666666666667
65,AL,Wilcox County,39.6,21611.0,2010,25.80833333333333
66,AL,Winston County,20.3,32574.0,2010,15.666666666666664
67,AK,Aleutians East Borough,16.8,47077.0,2010,6.433333333333334
68,AK,Bristol Bay Borough,8.8,62912.0,2010,14.183333333333335
69,AK,Denali Borough,5.6,61004.0,2010,15.466666666666667
70,AK,Fairbanks North Star Borough,9.4,60472.0,2010,6.9
71,AK,Haines Borough,12.1,46111.0,2010,11.525
72,AK,Kenai Peninsula Borough,10.7,57347.0,2010,10.358333333333333
73,AK,Ketchikan Gateway Borough,10.0,58073.0,2010,9.208333333333334
74,AK,Kodiak Island Borough,8.3,59847.0,2010,7.666666666666668
75,AK,Lake and Peninsula Borough,17.7,39794.0,2010,15.508333333333333
76,AK,Matanuska-Susitna Borough,10.9,68670.0,2010,9.783333333333333
77,AK,North Slope Borough,11.4,68744.0,2010,8.333333333333334
78,AK,Northwest Arctic Borough,20.0,49466.0,2010,13.866666666666667
79,AZ,Apache County,34.5,30651.0,2010,16.308333333333334
80,AZ,Cochise County,17.7,43677.0,2010,9.283333333333333
81,AZ,Coconino County,23.8,43051.0,2010,9.808333333333334
82,AZ,Gila County,19.8,37430.0,2010,12.441666666666665
83,AZ,Graham County,21.6,39299.0,2010,12.825
84,AZ,Greenlee County,12.7,49592.0,2010,16.3
85,AZ,La Paz County,23.7,33818.0,2010,10.158333333333333
86,AZ,Maricopa County,16.6,50424.0,2010,9.458333333333334
87,AZ,Mohave County,18.7,36446.0,2010,12.875
88,AZ,Navajo County,27.8,37723.0,2010,14.591666666666667
89,AZ,Pima County,17.8,44293.0,2010,9.291666666666666
90,AZ,Pinal County,14.4,49833.0,2010,10.65
91,AZ,Santa Cruz County,28.0,33952.0,2010,15.15
92,AZ,Yavapai County,18.3,40562.0,2010,10.6
93,AZ,Yuma County,21.1,40609.0,2010,24.891666666666666
94,AR,Arkansas County,18.6,38129.0,2010,17.933333333333334
95,AR,Ashley County,19.4,37042.0,2010,9.575
96,AR,Baxter County,15.7,34421.0,2010,9.1
97,AR,Benton County,10.2,52417.0,2010,6.375
98,AR,Boone County,16.0,35532.0,2010,7.533333333333332
99,AR,Bradley County,28.5,31047.0,2010,10.091666666666667
100,AR,Calhoun County,15.6,36955.0,2010,8.416666666666666
101,AR,Carroll County,16.4,33789.0,2010,7.1
102,AR,Chicot County,30.7,27321.0,2010,11.908333333333333
103,AR,Clark County,22.2,33433.0,2010,8.108333333333333
104,AR,Clay County,18.3,31976.0,2010,10.616666666666667
105,AR,Cleburne County,18.6,35472.0,2010,8.291666666666666
106,AR,Cleveland County,15.5,40402.0,2010,8.1
107,AR,Columbia County,25.6,34538.0,2010,9.633333333333333
108,AR,Conway County,18.2,37475.0,2010,9.308333333333334
109,AR,Craighead County,21.1,37780.0,2010,7.116666666666667
110,AR,Crawford County,15.8,39672.0,2010,7.9
111,AR,Crittenden County,30.3,33938.0,2010,10.1
112,AR,Cross County,19.6,35080.0,2010,7.991666666666667
113,AR,Dallas County,19.4,31350.0,2010,11.491666666666667
114,AR,Desha County,28.0,29586.0,2010,10.708333333333334
115,AR,Drew County,20.9,34952.0,2010,10.383333333333333
116,AR,Faulkner County,14.8,46199.0,2010,6.941666666666666
117,AR,Franklin County,17.2,38514.0,2010,7.433333333333334
118,AR,Fulton County,18.9,30191.0,2010,7.541666666666668
119,AR,Garland County,21.7,36690.0,2010,8.133333333333333
120,AR,Grant County,11.9,45347.0,2010,6.808333333333334
121,AR,Greene County,17.0,36391.0,2010,9.341666666666667
122,AR,Hempstead County,21.8,31786.0,2010,8.908333333333333
123,AR,Hot Spring County,15.3,37243.0,2010,8.25
124,AR,Howard County,21.0,32543.0,2010,7.45
125,AR,Independence County,18.2,35888.0,2010,8.475
126,AR,Izard County,18.6,29883.0,2010,9.716666666666667
127,AR,Jackson County,25.8,30405.0,2010,11.45
128,AR,Jefferson County,22.7,35092.0,2010,10.083333333333334
129,AR,Johnson County,21.9,32326.0,2010,7.941666666666666
130,AR,Lafayette County,23.2,29084.0,2010,9.375
131,AR,Lawrence County,22.4,32869.0,2010,9.183333333333334
132,AR,Lee County,37.5,25944.0,2010,8.216666666666667
133,AR,Lincoln County,28.5,35070.0,2010,9.066666666666666
134,AR,Little River County,17.8,37260.0,2010,7.458333333333332
135,AR,Logan County,17.1,36015.0,2010,8.241666666666667
136,AR,Lonoke County,12.4,50021.0,2010,6.4833333333333325
137,AR,Madison County,19.3,34547.0,2010,6.816666666666666
138,AR,Marion County,19.5,31438.0,2010,9.766666666666667
139,AR,Miller County,20.1,37806.0,2010,5.6
140,AR,Mississippi County,25.0,32169.0,2010,11.941666666666665
141,AR,Monroe County,26.6,28637.0,2010,8.883333333333333
142,AR,Montgomery County,22.2,32032.0,2010,8.4
143,AR,Nevada County,25.2,32896.0,2010,9.583333333333334
144,AR,Newton County,23.3,30965.0,2010,6.65
145,AR,Ouachita County,20.3,35971.0,2010,9.141666666666667
146,AR,Perry County,16.8,39054.0,2010,8.591666666666667
147,AR,Phillips County,36.0,26933.0,2010,10.191666666666666
148,AR,Pike County,21.2,31569.0,2010,8.691666666666666
149,AR,Poinsett County,27.1,32130.0,2010,9.0
150,AR,Polk County,22.8,29938.0,2010,7.166666666666668
151,AR,Pope County,17.7,39040.0,2010,7.5166666666666675
152,AR,Prairie County,18.3,36898.0,2010,8.858333333333333
153,AR,Pulaski County,17.1,44733.0,2010,7.025
154,AR,Randolph County,19.2,33401.0,2010,9.875
155,AR,St. Francis County,32.7,29825.0,2010,10.275
156,AR,Saline County,9.6,53430.0,2010,6.4
157,AR,Scott County,22.5,29633.0,2010,6.783333333333332
158,AR,Searcy County,23.7,27896.0,2010,8.875
159,AR,Sebastian County,20.5,38724.0,2010,7.7333333333333325
160,AR,Sevier County,23.5,35279.0,2010,6.725
161,AR,Sharp County,25.1,28933.0,2010,9.458333333333334
162,AR,Stone County,22.4,29182.0,2010,7.308333333333334
163,AR,Union County,21.6,36934.0,2010,11.0
164,AR,Van Buren County,20.9,32142.0,2010,10.85
165,AR,Washington County,19.6,39692.0,2010,6.258333333333333
166,AR,White County,16.7,39974.0,2010,7.933333333333334
167,AR,Woodruff County,25.9,27003.0,2010,10.041666666666666
168,AR,Yell County,20.3,33522.0,2010,7.775
169,CA,Alameda County,13.5,66937.0,2010,11.141666666666667
170,CA,Alpine County,16.9,44241.0,2010,13.558333333333335
171,CA,Amador County,12.8,49516.0,2010,14.366666666666667
172,CA,Butte County,20.1,41168.0,2010,14.225
173,CA,Calaveras County,11.1,50745.0,2010,14.8
174,CA,Colusa County,14.9,44981.0,2010,21.33333333333333
175,CA,Contra Costa County,9.3,73678.0,2010,11.216666666666667
176,CA,Del Norte County,23.5,35438.0,2010,13.508333333333333
177,CA,El Dorado County,9.4,65201.0,2010,12.5
178,CA,Fresno County,26.8,44869.0,2010,17.108333333333334
179,CA,Glenn County,17.6,40859.0,2010,15.8
180,CA,Humboldt County,18.0,38254.0,2010,10.783333333333333
181,CA,Imperial County,22.3,39261.0,2010,29.391666666666666
182,CA,Inyo County,13.9,44507.0,2010,9.958333333333334
183,CA,Kern County,21.4,45045.0,2010,16.033333333333335
184,CA,Kings County,22.5,44020.0,2010,16.525
185,CA,Lake County,21.0,35914.0,2010,15.458333333333336
186,CA,Lassen County,16.8,50093.0,2010,14.391666666666667
187,CA,Los Angeles County,17.6,52595.0,2010,12.583333333333336
188,CA,Madera County,21.7,43596.0,2010,17.025
189,CA,Marin County,9.2,82383.0,2010,8.058333333333334
190,CA,Mariposa County,14.8,42222.0,2010,13.366666666666667
191,CA,Mendocino County,19.6,40339.0,2010,11.858333333333333
192,CA,Merced County,23.1,41730.0,2010,18.391666666666666
193,CA,Modoc County,21.9,34579.0,2010,15.541666666666664
194,CA,Mono County,10.8,52768.0,2010,10.491666666666667
195,CA,Monterey County,17.1,53735.0,2010,13.141666666666667
196,CA,Napa County,10.7,62893.0,2010,10.575
197,CA,Nevada County,11.7,54154.0,2010,11.991666666666667
198,CA,Orange County,12.2,70727.0,2010,10.0
199,CA,Placer County,9.1,68330.0,2010,11.858333333333333
200,CA,Plumas County,15.3,41421.0,2010,18.775
201,CA,Riverside County,16.4,53981.0,2010,14.191666666666665
202,CA,Sacramento County,16.7,52655.0,2010,12.908333333333333
203,CA,San Benito County,12.7,58194.0,2010,15.483333333333333
204,CA,San Bernardino County,18.1,52270.0,2010,13.858333333333333
205,CA,San Diego County,14.8,59759.0,2010,11.033333333333333
206,CA,San Francisco County,12.8,70883.0,2010,9.091666666666667
207,CA,San Joaquin County,19.0,49742.0,2010,16.916666666666668
208,CA,San Luis Obispo County,14.3,53620.0,2010,10.233333333333333
209,CA,San Mateo County,7.0,82413.0,2010,8.558333333333334
210,CA,Santa Barbara County,17.7,56243.0,2010,9.941666666666666
211,CA,Santa Clara County,10.6,84627.0,2010,10.658333333333333
212,CA,Santa Cruz County,14.2,60247.0,2010,13.65
213,CA,Shasta County,18.2,41058.0,2010,17.175
214,CA,Sierra County,13.4,42800.0,2010,15.791666666666664
215,CA,Siskiyou County,21.5,36001.0,2010,17.25
216,CA,Solano County,12.2,62948.0,2010,12.85
217,CA,Sonoma County,12.8,58703.0,2010,11.075
218,CA,Stanislaus County,19.7,47442.0,2010,17.308333333333334
219,CA,Sutter County,16.8,46188.0,2010,18.791666666666668
220,CA,Tehama County,20.4,38188.0,2010,15.775
221,CA,Trinity County,18.4,35207.0,2010,17.441666666666666
222,CA,Tulare County,24.6,42377.0,2010,17.591666666666665
223,CA,Tuolumne County,15.2,44751.0,2010,15.608333333333333
224,CA,Ventura County,11.0,71418.0,2010,11.108333333333333
225,CA,Yolo County,16.4,54433.0,2010,12.383333333333333
226,CA,Yuba County,20.7,41045.0,2010,18.166666666666668
227,CO,Adams County,13.0,52785.0,2010,10.491666666666667
228,CO,Alamosa County,21.0,36339.0,2010,9.458333333333334
229,CO,Arapahoe County,11.4,58152.0,2010,8.983333333333333
230,CO,Archuleta County,13.1,46165.0,2010,11.15
231,CO,Baca County,17.3,33086.0,2010,5.166666666666667
232,CO,Bent County,30.9,33702.0,2010,8.55
233,CO,Boulder County,13.6,62215.0,2010,7.433333333333334
234,CO,Chaffee County,12.9,42420.0,2010,8.141666666666667
235,CO,Cheyenne County,12.1,44464.0,2010,4.375
236,CO,Clear Creek County,8.6,64822.0,2010,8.425
237,CO,Conejos County,21.3,32254.0,2010,10.041666666666666
238,CO,Costilla County,25.7,27305.0,2010,11.066666666666665
239,CO,Crowley County,34.7,34569.0,2010,9.675
240,CO,Custer County,15.0,42951.0,2010,7.0166666666666675
241,CO,Delta County,15.7,40288.0,2010,11.183333333333335
242,CO,Denver County,21.3,45415.0,2010,9.541666666666666
243,CO,Dolores County,12.9,40511.0,2010,18.55
244,CO,Douglas County,3.5,97806.0,2010,7.333333333333332
245,CO,Eagle County,8.5,69182.0,2010,8.958333333333334
246,CO,Elbert County,6.5,78550.0,2010,8.458333333333334
247,CO,El Paso County,13.4,51553.0,2010,9.758333333333333
248,CO,Fremont County,16.7,40543.0,2010,12.258333333333333
249,CO,Garfield County,9.6,60456.0,2010,10.8
250,CO,Gilpin County,7.5,63024.0,2010,8.458333333333334
251,CO,Grand County,8.3,55818.0,2010,9.275
252,CO,Gunnison County,14.5,47698.0,2010,6.808333333333334
253,CO,Hinsdale County,9.4,48195.0,2010,6.133333333333333
254,CO,Huerfano County,22.7,31696.0,2010,14.566666666666665
255,CO,Jackson County,15.1,43691.0,2010,9.35
256,CO,Jefferson County,8.8,64181.0,2010,8.766666666666667
257,CO,Kiowa County,13.0,37600.0,2010,6.741666666666667
258,CO,Kit Carson County,14.0,39498.0,2010,4.8
259,CO,Lake County,14.4,43565.0,2010,11.525
260,CO,La Plata County,11.5,53029.0,2010,7.533333333333332
261,CO,Larimer County,13.6,54739.0,2010,8.05
262,CO,Las Animas County,18.8,37700.0,2010,11.1
263,CO,Lincoln County,17.9,39230.0,2010,6.3
264,CO,Logan County,16.3,40637.0,2010,6.658333333333332
265,CO,Mesa County,14.7,47324.0,2010,11.391666666666667
266,CO,Mineral County,11.9,45645.0,2010,7.225
267,CO,Moffat County,10.1,55913.0,2010,10.45
268,CO,Montezuma County,17.4,41074.0,2010,9.583333333333334
269,CO,Montrose County,15.0,44002.0,2010,11.45
270,CO,Morgan County,14.2,43209.0,2010,7.425
271,CO,Otero County,19.9,34360.0,2010,9.616666666666667
272,CO,Ouray County,9.4,54920.0,2010,10.45
273,CO,Park County,9.3,66400.0,2010,8.516666666666667
274,CO,Phillips County,11.4,44064.0,2010,5.583333333333332
275,CO,Pitkin County,7.0,65568.0,2010,8.525
276,CO,Prowers County,23.0,34488.0,2010,7.366666666666667
277,CO,Pueblo County,19.6,39107.0,2010,10.9
278,CO,Rio Blanco County,8.6,59308.0,2010,9.408333333333333
279,CO,Rio Grande County,17.3,37300.0,2010,11.225
280,CO,Routt County,7.7,60506.0,2010,9.741666666666667
281,CO,Saguache County,25.1,30985.0,2010,10.608333333333333
282,CO,San Juan County,15.9,37001.0,2010,13.566666666666665
283,CO,San Miguel County,10.0,62368.0,2010,8.375
284,CO,Sedgwick County,13.6,36749.0,2010,7.8583333333333325
285,CO,Summit County,10.1,60087.0,2010,7.225
286,CO,Teller County,8.7,59966.0,2010,9.775
287,CO,Washington County,13.9,40914.0,2010,6.241666666666667
288,CO,Weld County,14.3,52334.0,2010,9.608333333333333
289,CO,Yuma County,12.5,43361.0,2010,5.95
290,CT,Fairfield County,9.3,74634.0,2010,8.841666666666667
291,CT,Hartford County,11.3,60028.0,2010,9.916666666666666
292,CT,Litchfield County,6.7,66076.0,2010,9.191666666666666
293,CT,Middlesex County,6.8,70805.0,2010,8.3
294,CT,New Haven County,11.6,57070.0,2010,10.483333333333333
295,CT,New London County,8.9,61792.0,2010,9.391666666666667
296,CT,Tolland County,6.4,74868.0,2010,8.216666666666667
297,CT,Windham County,11.8,56564.0,2010,10.825
298,DE,Kent County,12.1,51490.0,2010,9.15
299,DE,New Castle County,11.2,59877.0,2010,8.5
300,DE,Sussex County,13.9,48582.0,2010,8.808333333333334
301,DC,District of Columbia,18.8,60729.0,2010,9.966666666666667
302,DC,District of Columbia,18.8,60729.0,2010,9.966666666666667
303,FL,Alachua County,25.3,40656.0,2010,7.758333333333333
304,FL,Baker County,17.5,45802.0,2010,10.975
305,FL,Bay County,15.1,44364.0,2010,10.183333333333334
306,FL,Bradford County,19.4,39454.0,2010,9.55
307,FL,Brevard County,13.5,46331.0,2010,10.908333333333333
308,FL,Broward County,14.7,47917.0,2010,9.825
309,FL,Calhoun County,22.1,34054.0,2010,9.791666666666666
310,FL,Charlotte County,13.9,41991.0,2010,12.375
311,FL,Citrus County,17.2,36174.0,2010,13.333333333333336
312,FL,Clay County,11.3,57913.0,2010,9.608333333333333
313,FL,Collier County,15.7,53341.0,2010,11.291666666666664
314,FL,Columbia County,19.5,34870.0,2010,10.508333333333333
315,FL,DeSoto County,32.9,33966.0,2010,11.916666666666664
316,FL,Dixie County,26.6,30967.0,2010,12.483333333333333
317,FL,Duval County,16.6,46112.0,2010,11.0
318,FL,Escambia County,19.1,41428.0,2010,9.75
319,FL,Flagler County,15.5,45685.0,2010,12.033333333333333
320,FL,Franklin County,24.2,34522.0,2010,7.708333333333332
321,FL,Gadsden County,23.8,35704.0,2010,11.391666666666667
322,FL,Gilchrist County,21.0,38517.0,2010,10.433333333333334
323,FL,Glades County,21.0,39089.0,2010,9.216666666666667
324,FL,Gulf County,21.1,39403.0,2010,9.991666666666667
325,FL,Hamilton County,30.8,31820.0,2010,11.1
326,FL,Hardee County,30.3,33732.0,2010,11.3
327,FL,Hendry County,26.7,37220.0,2010,13.808333333333335
328,FL,Hernando County,15.1,37867.0,2010,13.125
329,FL,Highlands County,20.7,34469.0,2010,12.15
330,FL,Hillsborough County,16.7,46043.0,2010,10.4
331,FL,Holmes County,22.5,33696.0,2010,10.041666666666666
332,FL,Indian River County,14.4,47525.0,2010,13.483333333333333
333,FL,Jackson County,19.0,37351.0,2010,8.783333333333333
334,FL,Jefferson County,18.5,39113.0,2010,9.591666666666667
335,FL,Lafayette County,26.0,36001.0,2010,7.025
336,FL,Lake County,13.5,42343.0,2010,11.4
337,FL,Lee County,17.1,44377.0,2010,12.116666666666667
338,FL,Leon County,26.3,42393.0,2010,7.675
339,FL,Levy County,27.0,32197.0,2010,11.558333333333335
340,FL,Liberty County,22.9,37815.0,2010,8.491666666666667
341,FL,Madison County,23.4,31942.0,2010,9.708333333333334
342,FL,Manatee County,14.5,44990.0,2010,11.083333333333336
343,FL,Marion County,19.6,37162.0,2010,13.225
344,FL,Martin County,11.3,49539.0,2010,10.391666666666667
345,FL,Miami-Dade County,20.3,40145.0,2010,11.741666666666667
346,FL,Monroe County,12.6,50388.0,2010,7.508333333333333
347,FL,Nassau County,11.3,57605.0,2010,10.283333333333333
348,FL,Okaloosa County,12.4,51173.0,2010,8.158333333333333
349,FL,Okeechobee County,22.3,35417.0,2010,12.216666666666667
350,FL,Orange County,16.4,45105.0,2010,10.491666666666667
351,FL,Osceola County,16.3,42165.0,2010,12.075
352,FL,Palm Beach County,14.3,49891.0,2010,10.65
353,FL,Pasco County,15.2,42184.0,2010,11.6
354,FL,Pinellas County,14.2,42628.0,2010,10.5
355,FL,Polk County,17.5,41184.0,2010,11.766666666666667
356,FL,Putnam County,26.7,33300.0,2010,13.0
357,FL,St. Johns County,12.0,60841.0,2010,8.458333333333334
358,FL,St. Lucie County,17.6,39378.0,2010,13.341666666666667
359,FL,Santa Rosa County,12.6,51208.0,2010,8.983333333333333
360,FL,Sarasota County,13.1,46047.0,2010,11.25
361,FL,Seminole County,11.0,57381.0,2010,10.3
362,FL,Sumter County,13.0,45165.0,2010,12.866666666666667
363,FL,Suwannee County,20.9,39259.0,2010,9.5
364,FL,Taylor County,20.6,35343.0,2010,10.225
365,FL,Union County,24.3,40523.0,2010,8.233333333333333
366,FL,Volusia County,16.5,41368.0,2010,11.9
367,FL,Wakulla County,14.1,47566.0,2010,8.083333333333334
368,FL,Walton County,16.5,44622.0,2010,9.091666666666667
369,FL,Washington County,21.1,35378.0,2010,10.2
370,GA,Appling County,24.5,36601.0,2010,11.991666666666667
371,GA,Atkinson County,36.3,28579.0,2010,15.4
372,GA,Bacon County,25.6,31692.0,2010,10.75
373,GA,Baker County,26.0,33950.0,2010,12.341666666666667
374,GA,Baldwin County,27.0,36091.0,2010,15.541666666666664
375,GA,Banks County,16.4,42196.0,2010,9.791666666666666
376,GA,Barrow County,12.0,52391.0,2010,10.941666666666665
377,GA,Bartow County,14.5,43825.0,2010,12.333333333333336
378,GA,Ben Hill County,27.9,29910.0,2010,16.05
379,GA,Berrien County,21.7,32859.0,2010,13.175
380,GA,Bibb County,25.9,36220.0,2010,11.775
381,GA,Bleckley County,19.8,38513.0,2010,12.616666666666667
382,GA,Brantley County,23.6,35732.0,2010,12.9
383,GA,Brooks County,24.5,32067.0,2010,9.75
384,GA,Bryan County,11.8,65478.0,2010,9.7
385,GA,Bulloch County,34.3,31943.0,2010,10.225
386,GA,Burke County,32.9,30688.0,2010,12.3
387,GA,Butts County,16.5,43777.0,2010,11.625
388,GA,Calhoun County,36.8,28618.0,2010,8.866666666666667
389,GA,Camden County,15.5,48967.0,2010,10.05
390,GA,Candler County,25.2,30496.0,2010,8.966666666666667
391,GA,Carroll County,19.0,45242.0,2010,11.866666666666667
392,GA,Catoosa County,14.3,47337.0,2010,8.675
393,GA,Charlton County,27.9,32316.0,2010,10.725
394,GA,Chatham County,19.7,42728.0,2010,10.025
395,GA,Chattahoochee County,18.5,46292.0,2010,11.05
396,GA,Chattooga County,20.5,33990.0,2010,11.791666666666664
397,GA,Cherokee County,8.6,63520.0,2010,8.891666666666667
398,GA,Clarke County,33.3,34000.0,2010,9.425
399,GA,Clay County,35.7,27080.0,2010,11.8
400,GA,Clayton County,22.6,36595.0,2010,13.691666666666665
401,GA,Clinch County,24.7,30428.0,2010,11.225
402,GA,Cobb County,14.0,59471.0,2010,9.433333333333334
403,GA,Coffee County,25.9,33527.0,2010,15.975
404,GA,Colquitt County,26.2,32010.0,2010,9.816666666666666
405,GA,Columbia County,8.8,64435.0,2010,7.408333333333332
406,GA,Cook County,24.7,32244.0,2010,11.775
407,GA,Coweta County,11.0,56407.0,2010,9.833333333333334
408,GA,Crawford County,19.0,41593.0,2010,11.658333333333333
409,GA,Crisp County,29.9,35232.0,2010,14.358333333333333
410,GA,Dade County,16.3,40161.0,2010,8.783333333333333
411,GA,Dawson County,13.9,51127.0,2010,11.033333333333333
412,GA,Decatur County,25.1,33288.0,2010,12.6
413,GA,DeKalb County,19.4,47068.0,2010,10.95
414,GA,Dodge County,22.5,33731.0,2010,13.216666666666667
415,GA,Dooly County,25.2,32216.0,2010,11.708333333333336
416,GA,Dougherty County,35.1,31200.0,2010,12.716666666666667
417,GA,Douglas County,12.7,52887.0,2010,11.366666666666667
418,GA,Early County,27.6,30572.0,2010,11.866666666666667
419,GA,Echols County,27.0,32674.0,2010,8.291666666666666
420,GA,Effingham County,10.6,60017.0,2010,9.708333333333334
421,GA,Elbert County,24.5,32888.0,2010,15.025
422,GA,Emanuel County,29.5,30985.0,2010,13.016666666666667
423,GA,Evans County,24.9,32427.0,2010,9.208333333333334
424,GA,Fannin County,18.2,33253.0,2010,11.833333333333336
425,GA,Fayette County,6.7,79276.0,2010,8.35
426,GA,Floyd County,19.1,38289.0,2010,12.016666666666667
427,GA,Forsyth County,7.2,81629.0,2010,8.125
428,GA,Franklin County,18.0,36109.0,2010,12.858333333333333
429,GA,Fulton County,17.7,53580.0,2010,10.583333333333334
430,GA,Gilmer County,15.9,39710.0,2010,11.408333333333333
431,GA,Glascock County,18.5,36433.0,2010,11.191666666666665
432,GA,Glynn County,18.8,42993.0,2010,10.141666666666667
433,GA,Gordon County,18.5,40656.0,2010,12.875
434,GA,Grady County,28.1,31297.0,2010,10.616666666666667
435,GA,Greene County,27.4,36001.0,2010,13.35
436,GA,Gwinnett County,13.6,57848.0,2010,9.366666666666667
437,GA,Habersham County,17.3,40316.0,2010,10.791666666666664
438,GA,Hall County,17.8,47238.0,2010,9.775
439,GA,Hancock County,33.1,23887.0,2010,23.13333333333333
440,GA,Haralson County,20.7,39046.0,2010,12.425
441,GA,Harris County,9.4,62264.0,2010,7.8
442,GA,Hart County,23.0,33753.0,2010,11.65
443,GA,Heard County,21.3,39614.0,2010,12.216666666666667
444,GA,Henry County,10.2,59371.0,2010,10.466666666666667
445,GA,Houston County,14.1,54977.0,2010,8.566666666666666
446,GA,Irwin County,24.0,32859.0,2010,14.858333333333333
447,GA,Jackson County,15.7,50409.0,2010,10.591666666666667
448,GA,Jasper County,18.9,43443.0,2010,11.825
449,GA,Jeff Davis County,23.6,32380.0,2010,12.933333333333335
450,GA,Jefferson County,28.9,29683.0,2010,14.208333333333336
451,GA,Jenkins County,28.9,27682.0,2010,15.383333333333333
452,GA,Johnson County,30.5,28332.0,2010,10.941666666666665
453,GA,Jones County,11.9,52215.0,2010,9.858333333333333
454,GA,Lamar County,17.8,40001.0,2010,14.408333333333333
455,GA,Lanier County,22.6,33430.0,2010,10.725
456,GA,Laurens County,19.7,36568.0,2010,13.375
457,GA,Lee County,10.3,61489.0,2010,9.183333333333334
458,GA,Liberty County,21.8,39697.0,2010,9.183333333333334
459,GA,Lincoln County,20.8,35201.0,2010,11.683333333333335
460,GA,Long County,20.8,38243.0,2010,8.541666666666666
461,GA,Lowndes County,23.3,36486.0,2010,9.758333333333333
462,GA,Lumpkin County,16.5,44309.0,2010,10.491666666666667
463,GA,McDuffie County,21.4,36559.0,2010,13.325
464,GA,McIntosh County,19.0,35681.0,2010,10.666666666666666
465,GA,Macon County,31.7,27324.0,2010,13.366666666666667
466,GA,Madison County,17.2,41267.0,2010,10.55
